origin|carrier|num_flights|avg_dep_delay|avg_arr_delay|cancel_rate|avg_dep_airport|dep_diff|rank
JFK|YX|17127|4.3348|-2.3497|0.017|12.5871|-8.2523|1
JFK|AS|3768|7.7046|-0.1943|0.0263|12.5871|-4.8825|2
JFK|9E|17036|8.0308|1.1006|0.0307|12.5871|-4.5563|3
JFK|HA|368|11.0217|8.2418|0.0109|12.5871|-1.5654|4
JFK|AA|14399|11.0528|0.1537|0.0092|12.5871|-1.5343|5
JFK|DL|30298|12.88|1.9493|0.007|12.5871|0.2929|6
JFK|F9|827|16.9915|11.0919|0.0097|12.5871|4.4044|7
JFK|B6|35969|18.7577|10.5734|0.0161|12.5871|6.1706|8
JFK|OO|2919|21.3429|13.7475|0.026|12.5871|8.7558|9
JLN|OO|627|17.8054|10.7512|0.0191|17.8054|0.0|1
JMS|OO|615|14.9984|11.5171|0.0569|14.9984|0.0|1
JNU|AS|4584|1.4836|0.594|0.0185|1.7639|-0.2803|1
JNU|DL|151|10.2715|2.8675|0.0|1.7639|8.5076|2
JST|OO|731|19.0793|12.0889|0.0233|19.0793|0.0|1
KOA|WN|3372|-1.0397|-6.4315|0.0042|4.1571|-5.1968|1
KOA|HA|7617|3.3557|2.9048|0.0062|4.1571|-0.8014|2
KOA|DL|732|5.9536|-4.4508|0.0205|4.1571|1.7965|3
KOA|AS|2047|8.6742|1.6356|0.0283|4.1571|4.5171|4
KOA|UA|1605|8.7246|-2.3707|0.0162|4.1571|4.5675|5
KOA|AA|748|11.8249|2.1203|0.0|4.1571|7.6678|6
KTN|AS|2416|0.6093|-2.4781|0.0182|1.6534|-1.0441|1
KTN|OO|94|28.4894|31.5319|0.0213|1.6534|26.836|2
LAN|9E|146|6.5|0.3288|0.0205|16.1064|-9.6064|1
LAN|OO|857|17.3046|13.9498|0.007|16.1064|1.1982|2
LAN|OH|294|17.3844|17.1088|0.0306|16.1064|1.278|3
LAR|OO|623|9.9165|7.7961|0.0305|9.9165|0.0|1
LAS|G4|7537|8.1298|3.218|0.006|12.7863|-4.6565|1
LAS|DL|16138|8.5802|0.6244|0.0037|12.7863|-4.2061|2
LAS|UA|14196|9.3293|3.1587|0.0138|12.7863|-3.457|3
LAS|NK|26181|10.3305|4.5834|0.0107|12.7863|-2.4558|4
LAS|AS|5394|10.5551|8.856|0.0176|12.7863|-2.2312|5
LAS|WN|85246|13.8046|5.8571|0.0041|12.7863|1.0183|6
LAS|F9|13064|14.6431|11.0722|0.0131|12.7863|1.8568|7
LAS|OO|2234|14.838|17.1298|0.0143|12.7863|2.0517|8
LAS|AA|13919|18.7108|11.4181|0.0071|12.7863|5.9245|9
LAS|B6|3010|19.1522|9.3814|0.0073|12.7863|6.3659|10
LAS|HA|1412|19.6501|17.7018|0.0028|12.7863|6.8638|11
LAS|MQ|26|66.9615|60.1538|0.0|12.7863|54.1752|12
LAW|MQ|150|5.3933|-1.4333|0.0267|11.7789|-6.3856|1
LAW|OO|922|12.8178|10.5184|0.0249|11.7789|1.0389|2
LAX|AS|9211|5.2349|1.4912|0.0151|10.2223|-4.9874|1
LAX|OO|38212|6.1928|4.0566|0.0028|10.2223|-4.0295|2
LAX|UA|27107|8.3684|0.4923|0.0128|10.2223|-1.8539|3
LAX|B6|9166|9.2484|1.3401|0.0031|10.2223|-0.9739|4
LAX|DL|36109|9.6239|3.2432|0.0039|10.2223|-0.5984|5
LAX|NK|11454|9.9443|2.5063|0.0113|10.2223|-0.278|6
LAX|G4|1038|10.9865|7.1696|0.0077|10.2223|0.7642|7
LAX|WN|25777|11.5342|4.3899|0.0037|10.2223|1.3119|8
LAX|MQ|55|13.0364|10.3636|0.0|10.2223|2.8141|9
LAX|HA|2323|13.644|10.4331|0.0125|10.2223|3.4217|10
LAX|AA|30201|16.8404|9.5385|0.0049|10.2223|6.6181|11
LAX|F9|2300|28.1804|28.017|0.0187|10.2223|17.9581|12
LBB|WN|2624|6.54|-0.7008|0.0057|9.8727|-3.3327|1
LBB|OO|1180|9.3068|7.2093|0.0195|9.8727|-0.5659|2
LBB|MQ|1922|11.2409|9.1405|0.0104|9.8727|1.3682|3
LBB|AA|423|25.9078|23.6501|0.0236|9.8727|16.0351|4
LBE|NK|576|4.8559|-4.0972|0.0243|4.8559|0.0|1
LBF|OO|625|7.4064|7.0512|0.016|7.4064|0.0|1
LBL|OO|564|10.0957|6.5816|0.0337|10.0957|0.0|1
LCH|OO|1000|19.662|16.408|0.018|20.8104|-1.1484|1
LCH|MQ|76|35.9211|36.3158|0.0526|20.8104|15.1107|2
LCK|G4|958|16.1795|13.1942|0.0251|16.1795|0.0|1
LEX|YX|756|2.4775|0.4153|0.0079|11.2993|-8.8218|1
LEX|9E|215|4.8326|-1.7023|0.0|11.2993|-6.4667|2
LEX|DL|1818|5.9631|-5.5842|0.0055|11.2993|-5.3362|3
LEX|MQ|1018|8.72|2.2387|0.0147|11.2993|-2.5793|4
LEX|OO|1884|9.7627|4.0377|0.009|11.2993|-1.5366|5
LEX|OH|1514|10.3501|5.8448|0.0092|11.2993|-0.9492|6
LEX|G4|830|23.5747|21.9024|0.0229|11.2993|12.2754|7
LEX|AA|1063|24.968|23.4309|0.0226|11.2993|13.6687|8
LFT|9E|800|6.7025|0.7625|0.0125|14.732|-8.0295|1
LFT|MQ|413|13.8547|9.7821|0.0097|14.732|-0.8773|2
LFT|OO|946|14.5962|8.3943|0.0148|14.732|-0.1358|3
LFT|OH|1082|21.0684|19.2902|0.0323|14.732|6.3364|4
LFT|NK|1|73.0|59.0|0.0|14.732|58.268|5
LGA|YX|41672|3.0918|-4.3988|0.0183|10.4995|-7.4077|1
LGA|9E|31874|7.1246|-2.9168|0.0309|10.4995|-3.3749|2
LGA|UA|8196|9.5806|2.1287|0.014|10.4995|-0.9189|3
LGA|NK|8077|12.852|2.8237|0.022|10.4995|2.3525|4
LGA|DL|27204|14.009|3.9307|0.0093|10.4995|3.5095|5
LGA|WN|11546|14.934|2.4736|0.013|10.4995|4.4345|6
LGA|AA|16477|16.0182|8.2541|0.0154|10.4995|5.5187|7
LGA|B6|9509|18.6113|10.3022|0.0175|10.4995|8.1118|8
LGA|OO|4113|20.8026|14.1537|0.0246|10.4995|10.3031|9
LGA|F9|2502|29.5536|22.5104|0.036|10.4995|19.0541|10
LGB|HA|663|1.2474|-4.5822|0.006|7.3779|-6.1305|1
LGB|OO|639|4.6964|-0.9718|0.0|7.3779|-2.6815|2
LGB|WN|15862|7.5533|0.6342|0.0049|7.3779|0.1754|3
LGB|DL|438|14.2146|6.4749|0.0068|7.3779|6.8367|4
LIH|WN|3308|-0.1348|-6.8446|0.0012|3.5267|-3.6615|1
LIH|DL|732|1.3702|-10.7377|0.015|3.5267|-2.1565|2
LIH|HA|8576|3.2809|2.2821|0.0113|3.5267|-0.2458|3
LIH|UA|1249|3.3763|-7.1665|0.0048|3.5267|-0.1504|4
LIH|AA|751|11.0093|0.5712|0.0|3.5267|7.4826|5
LIH|AS|1112|12.8498|5.5872|0.0099|3.5267|9.3231|6
LIT|DL|2016|4.0432|-3.2183|0.0025|11.8487|-7.8055|1
LIT|YX|465|4.8581|1.114|0.0129|11.8487|-6.9906|2
LIT|F9|112|7.4464|6.0|0.0179|11.8487|-4.4023|3
LIT|WN|2568|7.6682|0.4844|0.0027|11.8487|-4.1805|4
LIT|OO|1926|11.8609|9.1822|0.0135|11.8487|0.0122|5
LIT|9E|285|12.1088|8.0877|0.014|11.8487|0.2601|6
LIT|MQ|3609|14.4201|12.7196|0.0083|11.8487|2.5714|7
LIT|OH|760|21.7421|16.5303|0.0197|11.8487|9.8934|8
LIT|AA|759|25.7233|24.7299|0.0184|11.8487|13.8746|9
LIT|G4|119|35.2773|31.479|0.0084|11.8487|23.4286|10
LNK|YX|37|9.4865|4.2703|0.027|13.2234|-3.7369|1
LNK|OO|1821|13.2993|7.464|0.006|13.2234|0.0759|2
LRD|OO|65|8.9231|8.5385|0.0|13.61|-4.6869|1
LRD|MQ|1583|13.0253|11.4523|0.0126|13.61|-0.5847|2
LRD|G4|134|22.791|19.4552|0.0149|13.61|9.181|3
LSE|MQ|332|10.0753|7.1355|0.0181|10.0753|0.0|1
LWS|OO|1096|9.9151|5.906|0.0055|9.9151|0.0|1
MAF|UA|49|-1.2449|-0.1224|0.0204|9.7636|-11.0085|1
MAF|WN|3662|8.3995|3.3583|0.0087|9.7636|-1.3641|2
MAF|OO|3191|9.8139|5.9157|0.0094|9.7636|0.0503|3
MAF|MQ|2528|11.8896|9.517|0.0119|9.7636|2.126|4
MBS|9E|96|-1.4688|-4.9271|0.0|13.8852|-15.354|1
MBS|OO|2100|14.5871|10.7324|0.0105|13.8852|0.7019|2
MCI|AS|775|-0.0581|-1.7329|0.0103|9.3875|-9.4456|1
MCI|UA|3699|4.7556|1.7767|0.0135|9.3875|-4.6319|2
MCI|DL|7037|4.7645|-1.7912|0.0051|9.3875|-4.623|3
MCI|YX|1721|4.7984|1.8774|0.018|9.3875|-4.5891|4
MCI|MQ|1225|6.9763|2.4424|0.0122|9.3875|-2.4112|5
MCI|WN|23981|9.5621|3.476|0.0067|9.3875|0.1746|6
MCI|OO|1121|10.7119|7.7377|0.0178|9.3875|1.3244|7
MCI|F9|387|11.801|11.4935|0.0103|9.3875|2.4135|8
MCI|9E|1229|12.0993|6.2604|0.0334|9.3875|2.7118|9
MCI|G4|224|13.6295|11.2009|0.0223|9.3875|4.242|10
MCI|NK|1813|14.7308|6.5367|0.0226|9.3875|5.3433|11
MCI|AA|5787|15.7674|13.9649|0.0116|9.3875|6.3799|12
MCI|OH|494|23.8623|19.4636|0.0202|9.3875|14.4748|13
MCI|B6|164|28.8537|28.2622|0.0061|9.3875|19.4662|14
MCO|UA|13672|13.4414|7.4238|0.0197|15.816|-2.3746|1
MCO|F9|17853|13.5693|9.1553|0.019|15.816|-2.2467|2
MCO|NK|22846|14.74|9.5807|0.0153|15.816|-1.076|3
MCO|WN|44504|15.0037|9.3005|0.0091|15.816|-0.8123|4
MCO|AS|2617|15.7115|12.8586|0.0306|15.816|-0.1045|5
MCO|DL|21484|15.8061|10.1874|0.0072|15.816|-0.0099|6
MCO|AA|17783|18.7973|14.87|0.0092|15.816|2.9813|7
MCO|B6|17235|20.3149|14.3393|0.0122|15.816|4.4989|8
MCO|G4|230|29.8739|28.4435|0.0261|15.816|14.0579|9
MCW|OO|625|23.9008|20.5472|0.0336|23.9008|0.0|1
MDT|YX|282|-1.9504|-12.305|0.0071|12.9509|-14.9013|1
MDT|UA|402|7.0572|4.2388|0.01|12.9509|-5.8937|2
MDT|DL|769|7.5267|-2.8322|0.0065|12.9509|-5.4242|3
MDT|9E|288|8.7569|-2.2465|0.0104|12.9509|-4.194|4
MDT|OH|655|11.9863|7.8275|0.0076|12.9509|-0.9646|5
MDT|OO|921|13.6612|7.7144|0.0109|12.9509|0.7103|6
MDT|G4|907|17.3385|11.2679|0.0187|12.9509|4.3876|7
MDT|AA|1054|19.4934|15.3634|0.0095|12.9509|6.5425|8
MDT|F9|80|26.1125|19.5125|0.025|12.9509|13.1616|9
MDW|DL|1536|9.3327|1.2402|0.0046|12.8453|-3.5126|1
MDW|WN|71346|12.4412|5.723|0.0076|12.8453|-0.4041|2
MDW|OO|1976|13.9995|9.959|0.0056|12.8453|1.1542|3
MDW|F9|3826|20.2896|14.2601|0.024|12.8453|7.4443|4
MDW|G4|444|20.6486|17.4572|0.018|12.8453|7.8033|5
MEI|OO|625|12.8208|10.48|0.0272|12.8208|0.0|1
MEM|DL|4379|5.6296|-1.7372|0.0062|10.2949|-4.6653|1
MEM|YX|3011|5.9794|-0.1375|0.0139|10.2949|-4.3155|2
MEM|9E|1060|6.783|0.3142|0.0245|10.2949|-3.5119|3
MEM|UA|1524|7.1024|3.2244|0.0151|10.2949|-3.1925|4
MEM|MQ|1585|7.7956|2.8511|0.0095|10.2949|-2.4993|5
MEM|WN|3552|12.266|5.8944|0.0056|10.2949|1.9711|6
MEM|OH|755|12.6225|7.6662|0.0093|10.2949|2.3276|7
MEM|NK|938|13.0608|2.6002|0.0149|10.2949|2.7659|8
MEM|OO|762|14.332|9.9291|0.021|10.2949|4.0371|9
MEM|F9|171|15.2573|13.9181|0.0058|10.2949|4.9624|10
MEM|AA|4269|16.1785|12.7184|0.0122|10.2949|5.8836|11
MEM|G4|501|21.4291|15.7126|0.012|10.2949|11.1342|12
MFE|UA|563|3.3215|-1.897|0.0337|15.1263|-11.8048|1
MFE|MQ|778|9.7789|8.545|0.0154|15.1263|-5.3474|2
MFE|G4|488|13.0963|6.7746|0.0061|15.1263|-2.03|3
MFE|OO|1033|17.1617|15.2072|0.0068|15.1263|2.0354|4
MFE|AA|1800|20.5122|18.8017|0.0167|15.1263|5.3859|5
MFR|OO|2847|7.5205|2.8757|0.0088|10.7421|-3.2216|1
MFR|UA|1191|13.4937|6.539|0.0101|10.7421|2.7516|2
MFR|G4|321|29.1059|26.6293|0.0187|10.7421|18.3638|3
MGM|MQ|576|7.6788|2.1302|0.0052|14.363|-6.6842|1
MGM|9E|918|10.2593|4.9357|0.0065|14.363|-4.1037|2
MGM|OO|628|20.7341|15.1354|0.0096|14.363|6.3711|3
MGM|OH|498|21.6245|19.3092|0.0442|14.363|7.2615|4
MGW|OO|37|72.6216|69.0541|0.0|72.6216|0.0|1
MHK|OO|2|3.0|-13.5|0.0|7.3552|-4.3552|1
MHK|MQ|975|7.3641|-3.2851|0.0154|7.3552|0.0089|2
MHT|YX|66|0.6667|-1.3636|0.0152|9.9611|-9.2944|1
MHT|MQ|295|2.5695|0.7864|0.0068|9.9611|-7.3916|2
MHT|WN|2710|7.2624|-1.0635|0.0044|9.9611|-2.6987|3
MHT|OH|2317|12.7216|7.2866|0.0164|9.9611|2.7605|4
MHT|AA|121|24.5537|18.2975|0.0|9.9611|14.5926|5
MHT|NK|127|25.2835|13.748|0.0394|9.9611|15.3224|6
MIA|MQ|13959|7.4336|4.8135|0.0125|19.3472|-11.9136|1
MIA|YX|619|11.2342|4.1034|0.0194|19.3472|-8.113|2
MIA|NK|5629|12.4726|7.3324|0.0178|19.3472|-6.8746|3
MIA|AS|534|14.2753|10.7622|0.0543|19.3472|-5.0719|4
MIA|WN|5729|15.7012|12.0051|0.0131|19.3472|-3.646|5
MIA|UA|6342|17.3218|12.6711|0.0216|19.3472|-2.0254|6
MIA|F9|3791|18.4474|15.4703|0.024|19.3472|-0.8998|7
MIA|DL|11363|19.521|13.4025|0.0092|19.3472|0.1738|8
MIA|AA|59363|23.3205|17.107|0.0108|19.3472|3.9733|9
MIA|B6|1899|25.6024|21.8578|0.0221|19.3472|6.2552|10
MIA|9E|15|29.5333|35.5333|0.0|19.3472|10.1861|11
MKE|MQ|56|0.7321|-2.3214|0.0179|10.4301|-9.698|1
MKE|AS|472|1.6271|-3.3814|0.0085|10.4301|-8.803|2
MKE|YX|1847|6.2512|-0.0108|0.0233|10.4301|-4.1789|3
MKE|DL|4306|6.9292|0.4259|0.0046|10.4301|-3.5009|4
MKE|NK|777|7.87|0.0824|0.0206|10.4301|-2.5601|5
MKE|WN|9602|7.9374|1.0914|0.0085|10.4301|-2.4927|6
MKE|UA|667|11.015|4.5022|0.0105|10.4301|0.5849|7
MKE|OO|5174|13.4426|8.5589|0.0131|10.4301|3.0125|8
MKE|B6|535|13.5065|8.6505|0.0112|10.4301|3.0764|9
MKE|9E|903|13.8427|7.6489|0.0221|10.4301|3.4126|10
MKE|OH|994|13.8913|13.8431|0.0171|10.4301|3.4612|11
MKE|F9|529|13.9055|6.5047|0.0151|10.4301|3.4754|12
MKE|AA|2706|20.5673|16.3459|0.0155|10.4301|10.1372|13
MLB|DL|1379|3.6331|-2.2756|0.0051|5.4299|-1.7968|1
MLB|G4|262|6.813|0.5534|0.0229|5.4299|1.3831|2
MLB|OH|1148|7.2726|5.547|0.0139|5.4299|1.8427|3
MLI|9E|724|8.2569|2.4558|0.0166|12.9196|-4.6627|1
MLI|OH|719|9.6676|7.4812|0.0181|12.9196|-3.252|2
MLI|MQ|787|11.2414|3.0165|0.0191|12.9196|-1.6782|3
MLI|G4|466|15.8433|9.5172|0.0107|12.9196|2.9237|4
MLI|OO|1571|16.5302|13.6346|0.0178|12.9196|3.6106|5
MLU|9E|867|10.6275|7.1315|0.0081|11.6163|-0.9888|1
MLU|OO|211|11.91|11.9668|0.0095|11.6163|0.2937|2
MLU|MQ|942|12.4607|8.6465|0.018|11.6163|0.8444|3
MOB|DL|568|4.0352|-2.088|0.007|9.0408|-5.0056|1
MOB|9E|769|4.4434|-0.1886|0.0091|9.0408|-4.5974|2
MOB|MQ|1041|9.5725|7.1239|0.0173|9.0408|0.5317|3
MOB|OO|192|24.4062|19.1406|0.0|9.0408|15.3654|4
MOB|OH|25|124.04|119.68|0.08|9.0408|114.9992|5
MOT|G4|376|14.1862|6.8697|0.0106|14.3843|-0.1981|1
MOT|OO|1992|14.4217|9.9578|0.012|14.3843|0.0374|2
MQT|9E|121|-1.7769|-13.9091|0.0248|11.0118|-12.7887|1
MQT|OO|245|8.1061|3.2408|0.0163|11.0118|-2.9057|2
MQT|MQ|481|15.7089|11.4761|0.0042|11.0118|4.6971|3
MRY|MQ|476|4.8655|2.0105|0.0042|10.249|-5.3835|1
MRY|OO|3451|7.7809|5.774|0.0081|10.249|-2.4681|2
MRY|AA|646|20.9025|17.6254|0.0139|10.249|10.6535|3
MRY|G4|106|49.8491|50.6321|0.0094|10.249|39.6001|4
MSN|YX|1210|1.8364|-3.1372|0.0099|10.8886|-9.0522|1
MSN|DL|1916|5.3826|-2.452|0.0068|10.8886|-5.506|2
MSN|9E|753|6.1009|-0.2935|0.0212|10.8886|-4.7877|3
MSN|UA|1520|6.5375|4.2822|0.0118|10.8886|-4.3511|4
MSN|MQ|670|11.8299|12.0716|0.0179|10.8886|0.9413|5
MSN|OH|1090|11.9284|10.6046|0.0101|10.8886|1.0398|6
MSN|OO|2219|13.288|10.1915|0.0126|10.8886|2.3994|7
MSN|F9|312|17.8173|10.9647|0.0192|10.8886|6.9287|8
MSN|AA|2063|21.7814|17.6956|0.0111|10.8886|10.8928|9
MSO|OO|1137|7.0748|4.1636|0.0062|11.9673|-4.8925|1
MSO|DL|729|8.6091|3.8368|0.0082|11.9673|-3.3582|2
MSO|MQ|348|11.2989|9.3103|0.0086|11.9673|-0.6684|3
MSO|UA|1038|12.4576|5.4827|0.0154|11.9673|0.4903|4
MSO|F9|117|13.0769|14.8462|0.0256|11.9673|1.1096|5
MSO|AS|249|15.0884|5.7028|0.0|11.9673|3.1211|6
MSO|AA|232|17.0043|11.2414|0.0043|11.9673|5.037|7
MSO|G4|313|30.0479|28.8371|0.0192|11.9673|18.0806|8
MSP|9E|7538|6.9053|3.1435|0.0076|9.9897|-3.0844|1
MSP|AS|1049|7.4709|1.7893|0.0133|9.9897|-2.5188|2
MSP|YX|1206|7.7081|3.5904|0.0166|9.9897|-2.2816|3
MSP|UA|5391|8.4435|3.8894|0.0128|9.9897|-1.5462|4
MSP|DL|69027|8.8233|2.0413|0.0056|9.9897|-1.1664|5
MSP|WN|7268|9.1798|1.6783|0.0051|9.9897|-0.8099|6
MSP|MQ|896|10.4252|8.8672|0.0078|9.9897|0.4355|7
MSP|OO|25061|12.6178|7.4264|0.0065|9.9897|2.6281|8
MSP|NK|1181|13.7731|10.8323|0.011|9.9897|3.7834|9
MSP|AA|4680|14.4686|8.7622|0.0109|9.9897|4.4789|10
MSP|G4|271|15.893|5.155|0.0037|9.9897|5.9033|11
MSP|F9|1674|19.0048|15.7103|0.0191|9.9897|9.0151|12
MSP|OH|673|20.4086|19.4294|0.0238|9.9897|10.4189|13
MSP|B6|324|34.6389|30.1019|0.0154|9.9897|24.6492|14
MSY|9E|2|-7.0|-27.5|0.0|13.8997|-20.8997|1
MSY|MQ|1075|9.026|6.3405|0.0167|13.8997|-4.8737|2
MSY|YX|605|9.5388|4.4496|0.0066|13.8997|-4.3609|3
MSY|UA|6467|9.987|4.5885|0.0165|13.8997|-3.9127|4
MSY|AS|702|10.3746|5.5869|0.0071|13.8997|-3.5251|5
MSY|DL|7180|11.3398|4.0519|0.0058|13.8997|-2.5599|6
MSY|OO|321|11.5327|6.7695|0.0312|13.8997|-2.367|7
MSY|WN|18656|13.3545|8.497|0.0073|13.8997|-0.5452|8
MSY|NK|5216|13.5508|7.3014|0.0194|13.8997|-0.3489|9
MSY|OH|659|14.9499|7.8786|0.0228|13.8997|1.0502|10
MSY|F9|855|20.0234|17.0749|0.0409|13.8997|6.1237|11
MSY|AA|6701|20.8563|18.2883|0.0116|13.8997|6.9566|12
MSY|B6|1352|23.2707|16.5414|0.0178|13.8997|9.371|13
MSY|G4|90|31.8333|28.2667|0.0111|13.8997|17.9336|14
MTJ|DL|103|5.4272|-0.6796|0.0|12.4112|-6.984|1
MTJ|UA|847|8.4852|-0.706|0.013|12.4112|-3.926|2
MTJ|WN|623|10.9037|4.1589|0.0016|12.4112|-1.5075|3
MTJ|OO|717|11.7392|5.8745|0.0167|12.4112|-0.672|4
MTJ|MQ|62|15.5645|15.9194|0.0323|12.4112|3.1533|5
MTJ|AA|503|22.8887|20.8827|0.002|12.4112|10.4775|6
MVY|YX|534|15.1423|14.5131|0.0412|17.8701|-2.7278|1
MVY|B6|515|20.4854|19.6835|0.0524|17.8701|2.6153|2
MVY|MQ|21|23.0952|28.6667|0.0|17.8701|5.2251|3
MYR|OO|32|-0.9062|-7.75|0.0|9.7371|-10.6433|1
MYR|DL|2027|2.4455|-3.9107|0.0079|9.7371|-7.2916|2
MYR|9E|547|6.6015|-1.7294|0.0238|9.7371|-3.1356|3
MYR|WN|2352|8.0094|1.7037|0.0051|9.7371|-1.7277|4
MYR|YX|616|8.0406|0.7419|0.0373|9.7371|-1.6965|5
MYR|MQ|385|9.4649|5.574|0.0104|9.7371|-0.2722|6
MYR|UA|282|9.7199|0.3901|0.0142|9.7371|-0.0172|7
MYR|NK|4780|9.7837|4.7458|0.0249|9.7371|0.0466|8
MYR|OH|2238|10.8686|6.9955|0.0147|9.7371|1.1315|9
MYR|AA|1166|13.9931|10.9134|0.0172|9.7371|4.256|10
MYR|G4|1129|18.3499|17.0841|0.0301|9.7371|8.6128|11
MYR|F9|414|20.8792|18.9976|0.0628|9.7371|11.1421|12
OAJ|DL|302|3.3742|-2.1192|0.0099|10.5008|-7.1266|1
OAJ|9E|548|7.896|0.5657|0.0|10.5008|-2.6048|2
OAJ|OH|943|14.2969|11.5917|0.017|10.5008|3.7961|3
OAK|HA|1010|-1.199|-2.8416|0.0198|8.5352|-9.7342|1
OAK|OO|1345|2.1249|-1.6706|0.003|8.5352|-6.4103|2
OAK|G4|156|2.6346|2.859|0.0128|8.5352|-5.9006|3
OAK|AS|724|4.2652|-2.5055|0.0221|8.5352|-4.27|4
OAK|DL|567|5.127|-3.7972|0.0141|8.5352|-3.4082|5
OAK|NK|2854|8.9713|4.8921|0.0189|8.5352|0.4361|6
OAK|WN|34519|9.2059|2.1716|0.0046|8.5352|0.6707|7
OGG|WN|6569|0.1646|-5.939|0.0049|3.8088|-3.6442|1
OGG|UA|1865|3.8627|-8.1432|0.0097|3.8088|0.0539|2
OGG|HA|13332|4.2551|2.7288|0.008|3.8088|0.4463|3
OGG|AA|1257|5.7446|-3.9491|0.004|3.8088|1.9358|4
OGG|DL|1021|8.285|-3.6983|0.0118|3.8088|4.4762|5
OGG|AS|2114|8.9579|2.1566|0.0322|3.8088|5.1491|6
OKC|DL|1711|2.4944|-5.5523|0.0058|8.8259|-6.3315|1
OKC|AS|347|4.5072|5.2075|0.0231|8.8259|-4.3187|2
OKC|YX|954|6.3229|1.7883|0.0147|8.8259|-2.503|3
OKC|F9|464|6.528|0.5733|0.0151|8.8259|-2.2979|4
OKC|MQ|2114|7.7096|4.2001|0.0147|8.8259|-1.1163|5
OKC|WN|7265|7.8333|2.4216|0.0048|8.8259|-0.9926|6
OKC|OO|6672|8.5048|4.8946|0.0054|8.8259|-0.3211|7
OKC|G4|154|13.8377|11.7597|0.0065|8.8259|5.0118|8
OKC|UA|30|16.1333|17.8333|0.0|8.8259|7.3074|9
OKC|AA|2688|16.8036|14.8207|0.0145|8.8259|7.9777|10
OKC|OH|306|25.0131|21.817|0.0163|8.8259|16.1872|11
OKC|9E|4|36.75|39.0|0.0|8.8259|27.9241|12
OMA|YX|1044|3.7893|0.4799|0.0134|11.079|-7.2897|1
OMA|AS|469|5.4947|2.7953|0.0149|11.079|-5.5843|2
OMA|MQ|546|6.2875|3.1795|0.011|11.079|-4.7915|3
OMA|DL|1890|7.5714|-1.1661|0.0074|11.079|-3.5076|4
OMA|9E|496|9.4919|4.8649|0.0282|11.079|-1.5871|5
OMA|UA|2878|10.3468|7.9013|0.0136|11.079|-0.7322|6
OMA|OO|4297|10.6686|6.7959|0.0074|11.079|-0.4104|7
OMA|WN|7818|10.8149|3.9674|0.0078|11.079|-0.2641|8
OMA|G4|556|13.9748|9.705|0.0216|11.079|2.8958|9
OMA|AA|3164|16.9175|12.1438|0.0117|11.079|5.8385|10
OMA|OH|91|20.6154|19.8022|0.011|11.079|9.5364|11
OMA|F9|436|23.1124|22.6743|0.0183|11.079|12.0334|12
OME|AS|365|-0.8959|3.2384|0.0356|-0.8959|0.0|1
ONT|MQ|66|-4.2727|-8.7121|0.0|8.7974|-13.0701|1
ONT|AS|1405|3.6861|0.4456|0.0221|8.7974|-5.1113|2
ONT|DL|1830|4.453|-5.8137|0.006|8.7974|-4.3444|3
ONT|OO|2702|5.4319|2.6839|0.0033|8.7974|-3.3655|4
ONT|UA|1434|6.6039|-1.4742|0.007|8.7974|-2.1935|5
ONT|WN|11052|7.6245|0.1925|0.0034|8.7974|-1.1729|6
ONT|HA|368|7.8614|6.2745|0.0054|8.7974|-0.936|7
ONT|AA|3418|14.4172|8.3833|0.0088|8.7974|5.6198|8
ONT|F9|3502|14.6596|12.0765|0.02|8.7974|5.8622|9
ONT|B6|300|14.81|4.9633|0.02|8.7974|6.0126|10
ORD|YX|17054|4.5754|-1.6685|0.008|15.0055|-10.4301|1
ORD|WN|6754|10.2273|2.9316|0.0123|15.0055|-4.7782|2
ORD|MQ|33809|10.8702|7.3805|0.0103|15.0055|-4.1353|3
ORD|9E|79|11.4937|10.7215|0.0127|15.0055|-3.5118|4
ORD|AS|3153|13.1627|8.2458|0.0146|15.0055|-1.8428|5
ORD|UA|89342|13.4538|7.1026|0.0106|15.0055|-1.5517|6
ORD|DL|10920|15.1234|8.0433|0.0072|15.0055|0.1179|7
ORD|OO|53534|16.7553|12.2399|0.0136|15.0055|1.7498|8
ORD|AA|51705|20.8866|16.264|0.0091|15.0055|5.8811|9
ORD|NK|8486|21.292|13.1896|0.0169|15.0055|6.2865|10
ORD|B6|1244|22.3971|17.4871|0.0177|15.0055|7.3916|11
ORD|F9|2660|27.4489|28.0823|0.0301|15.0055|12.4434|12
ORF|YX|2795|4.9657|1.6236|0.0229|12.0964|-7.1307|1
ORF|UA|2327|8.5737|3.1495|0.0206|12.0964|-3.5227|2
ORF|MQ|420|8.7857|4.2929|0.0071|12.0964|-3.3107|3
ORF|OH|3097|9.5676|6.1369|0.0094|12.0964|-2.5288|4
ORF|WN|3147|11.0378|4.265|0.0032|12.0964|-1.0586|5
ORF|9E|2184|11.9684|6.4469|0.0234|12.0964|-0.128|6
ORF|DL|2414|13.1831|6.4263|0.005|12.0964|1.0867|7
ORF|AA|2862|18.4074|12.4064|0.0161|12.0964|6.311|8
ORF|NK|952|21.7069|13.3267|0.0305|12.0964|9.6105|9
ORF|G4|227|23.6916|22.5903|0.0352|12.0964|11.5952|10
ORF|OO|348|24.6063|20.6408|0.0057|12.0964|12.5099|11
