origin|carrier|num_flights|avg_dep_delay|avg_arr_delay|cancel_rate|avg_dep_airport|dep_diff|rank
DFW|OO|24287|9.722|5.6119|0.0164|18.7014|-8.9794|2
DFW|DL|12150|14.4187|6.8373|0.0063|18.7014|-4.2827|3
DFW|AS|2396|14.813|13.2884|0.0196|18.7014|-3.8884|4
DFW|UA|8229|14.8453|10.6831|0.0137|18.7014|-3.8561|5
DFW|NK|10106|17.5244|11.6015|0.0123|18.7014|-1.177|6
DFW|OH|9206|19.4583|14.5179|0.0228|18.7014|0.7569|7
DFW|F9|10196|20.8543|19.6108|0.0258|18.7014|2.1529|8
DFW|AA|164658|24.6517|19.0176|0.0133|18.7014|5.9503|9
DFW|B6|364|37.3571|33.6126|0.011|18.7014|18.6557|10
DFW|YX|45|37.4444|25.1111|0.0222|18.7014|18.743|11
DFW|9E|2|99.5|130.0|0.0|18.7014|80.7986|12
DHN|9E|534|7.97|3.588|0.0037|10.0275|-2.0575|1
DHN|OO|230|14.8043|11.3391|0.013|10.0275|4.7768|2
DIK|OO|670|11.7881|3.1582|0.0239|11.7881|0.0|1
DLG|AS|110|2.1182|3.4273|0.0273|2.1182|0.0|1
DLH|YX|501|2.2036|-4.2754|0.004|11.1126|-8.909|1
DLH|9E|189|8.0476|7.9312|0.0106|11.1126|-3.065|2
DLH|DL|108|10.5463|4.3704|0.0093|11.1126|-0.5663|3
DLH|OO|1431|14.6792|8.0328|0.0098|11.1126|3.5666|4
DRO|MQ|27|-2.7407|-20.2963|0.0|11.6726|-14.4133|1
DRO|UA|724|8.6395|-2.9572|0.011|11.6726|-3.0331|2
DRO|OO|3055|12.4255|9.0386|0.0069|11.6726|0.7529|3
DRO|AA|9|43.3333|36.5556|0.0|11.6726|31.6607|4
DSM|YX|929|3.5016|1.7255|0.0161|12.0513|-8.5497|1
DSM|UA|2006|6.6466|5.0179|0.014|12.0513|-5.4047|2
DSM|9E|2586|7.3766|0.867|0.0147|12.0513|-4.6747|3
DSM|MQ|917|8.4678|3.2781|0.0164|12.0513|-3.5835|4
DSM|WN|1774|9.0862|2.1246|0.0079|12.0513|-2.9651|5
DSM|DL|1175|11.4034|1.5413|0.006|12.0513|-0.6479|6
DSM|OO|899|12.5573|8.1157|0.0167|12.0513|0.506|7
DSM|OH|474|13.9093|10.6814|0.0148|12.0513|1.858|8
DSM|F9|291|15.6598|13.6289|0.0172|12.0513|3.6085|9
DSM|G4|1724|18.7819|14.4321|0.0191|12.0513|6.7306|10
DSM|AA|2483|22.5993|17.7978|0.0153|12.0513|10.548|11
DTW|YX|4814|3.0553|-1.489|0.0137|11.0607|-8.0054|1
DTW|9E|12711|4.7818|0.2056|0.009|11.0607|-6.2789|2
DTW|MQ|853|6.993|4.6061|0.027|11.0607|-4.0677|3
DTW|UA|2293|7.1282|1.7963|0.0105|11.0607|-3.9325|4
DTW|OH|1179|8.5785|4.698|0.0187|11.0607|-2.4822|5
DTW|WN|4069|9.102|1.954|0.0064|11.0607|-1.9587|6
DTW|NK|10541|9.7167|0.8568|0.0128|11.0607|-1.344|7
DTW|AS|510|9.798|4.651|0.0196|11.0607|-1.2627|8
DTW|DL|58500|11.225|5.1138|0.0058|11.0607|0.1643|9
DTW|B6|1033|12.1626|9.2682|0.0087|11.0607|1.1019|10
DTW|AA|5833|13.8618|8.3595|0.0149|11.0607|2.8011|11
DTW|OO|26095|15.129|11.1192|0.0058|11.0607|4.0683|12
DTW|F9|2364|20.9129|15.3646|0.0338|11.0607|9.8522|13
DVL|OO|677|17.2245|12.3412|0.0428|17.2245|0.0|1
EAR|OO|105|22.6857|17.0095|0.0286|22.6857|0.0|1
EAU|OO|31|24.0323|18.871|0.0645|24.0323|0.0|1
ECP|DL|2323|7.9518|2.6014|0.0039|12.0634|-4.1116|1
ECP|OO|288|8.4375|4.1458|0.0069|12.0634|-3.6259|2
ECP|WN|3147|8.8151|4.1891|0.0067|12.0634|-3.2483|3
ECP|MQ|769|14.329|9.6099|0.0182|12.0634|2.2656|4
ECP|OH|1059|14.5288|12.9008|0.0066|12.0634|2.4654|5
ECP|YX|24|19.7917|16.1667|0.0|12.0634|7.7283|6
ECP|AA|706|34.2776|32.5666|0.0198|12.0634|22.2142|7
ECP|9E|24|36.9167|35.2083|0.0|12.0634|24.8533|8
EGE|OO|1756|10.0706|2.9875|0.0085|20.991|-10.9204|1
EGE|DL|179|14.486|5.3799|0.0056|20.991|-6.505|2
EGE|UA|514|18.2412|13.2665|0.0156|20.991|-2.7498|3
EGE|F9|12|26.25|33.8333|0.0|20.991|5.259|4
EGE|AA|1332|37.2755|34.747|0.0128|20.991|16.2845|5
EKO|OO|366|-0.0601|-7.0027|0.0055|-0.0601|0.0|1
ELM|G4|296|13.2162|5.4426|0.0169|21.0367|-7.8205|1
ELM|OO|711|24.2925|18.6681|0.0028|21.0367|3.2558|2
ELP|YX|31|2.8387|-3.1613|0.0645|9.6601|-6.8214|1
ELP|UA|353|5.6601|-2.3626|0.0057|9.6601|-4.0|2
ELP|OO|2302|6.3375|3.3436|0.0065|9.6601|-3.3226|3
ELP|DL|711|7.8425|1.1786|0.0042|9.6601|-1.8176|4
ELP|WN|8886|8.4871|2.9084|0.0045|9.6601|-1.173|5
ELP|MQ|1635|10.0398|7.1474|0.008|9.6601|0.3797|6
ELP|AA|2737|15.2035|12.9328|0.0113|9.6601|5.5434|7
ELP|F9|685|16.0847|11.838|0.019|9.6601|6.4246|8
ELP|G4|92|18.2935|15.3043|0.0217|9.6601|8.6334|9
ESC|OO|650|10.1815|4.9585|0.0077|10.1815|0.0|1
EUG|OO|2535|7.1838|2.6943|0.0087|10.9384|-3.7546|1
EUG|WN|1727|8.0938|0.4053|0.0151|10.9384|-2.8446|2
EUG|AS|298|11.9765|13.4564|0.0235|10.9384|1.0381|3
EUG|UA|1471|12.7709|7.622|0.0122|10.9384|1.8325|4
EUG|AA|773|18.5964|13.9056|0.0168|10.9384|7.658|5
EUG|G4|348|24.0345|21.1034|0.0345|10.9384|13.0961|6
EUG|MQ|26|47.4231|33.5|0.0|10.9384|36.4847|7
EVV|9E|701|3.0285|-4.1541|0.0086|11.3421|-8.3136|1
EVV|MQ|726|6.438|2.8471|0.0083|11.3421|-4.9041|2
EVV|OH|22|9.3636|4.0|0.0|11.3421|-1.9785|3
EVV|OO|426|18.3239|15.3545|0.007|11.3421|6.9818|4
EVV|DL|25|34.76|25.24|0.04|11.3421|23.4179|5
EVV|G4|202|40.4109|32.6733|0.0396|11.3421|29.0688|6
EWN|OH|51|63.0392|53.902|0.0784|63.0392|0.0|1
EWR|OO|1|-4.0|9.0|0.0|13.8006|-17.8006|1
EWR|YX|23211|4.1296|-3.5534|0.0256|13.8006|-9.671|2
EWR|G4|659|9.2489|-0.8255|0.0091|13.8006|-4.5517|3
EWR|AS|3259|13.3403|5.6637|0.0267|13.8006|-0.4603|4
EWR|UA|68552|14.7179|7.6661|0.0176|13.8006|0.9173|5
EWR|B6|5536|15.9846|8.9678|0.0184|13.8006|2.184|6
EWR|NK|10724|16.5228|6.2811|0.0296|13.8006|2.7222|7
EWR|MQ|788|18.1777|10.9987|0.0279|13.8006|4.3771|8
EWR|DL|6528|20.5498|14.6828|0.0072|13.8006|6.7492|9
EWR|9E|1621|21.6107|18.2357|0.0321|13.8006|7.8101|10
EWR|AA|6768|22.415|12.8345|0.0186|13.8006|8.6144|11
EWR|F9|372|30.8898|25.293|0.0134|13.8006|17.0892|12
EYW|YX|1092|10.5952|7.2509|0.022|19.3218|-8.7266|1
EYW|UA|746|11.2828|11.248|0.0228|19.3218|-8.039|2
EYW|MQ|2035|11.9872|9.687|0.0162|19.3218|-7.3346|3
EYW|DL|1306|13.3469|9.6799|0.0107|19.3218|-5.9749|4
EYW|G4|642|21.8458|20.7196|0.0421|19.3218|2.524|5
EYW|9E|159|21.8679|21.5409|0.0189|19.3218|2.5461|6
EYW|B6|178|29.8315|20.1011|0.0281|19.3218|10.5097|7
EYW|AA|1731|39.1716|36.3738|0.0237|19.3218|19.8498|8
FAI|AS|2603|2.5167|-0.9662|0.0096|6.4471|-3.9304|1
FAI|UA|237|14.1772|-0.1941|0.0169|6.4471|7.7301|2
FAI|DL|602|20.3987|13.1894|0.0116|6.4471|13.9516|3
FAR|DL|710|3.6803|-3.693|0.0056|12.4081|-8.7278|1
FAR|9E|224|5.2366|-2.2634|0.0045|12.4081|-7.1715|2
FAR|F9|329|8.2462|5.1702|0.0122|12.4081|-4.1619|3
FAR|G4|690|9.6391|1.5029|0.0043|12.4081|-2.769|4
FAR|MQ|1760|10.8756|3.8659|0.0091|12.4081|-1.5325|5
FAR|OO|2853|16.9646|13.0897|0.0098|12.4081|4.5565|6
FAR|UA|134|18.2313|14.597|0.0149|12.4081|5.8232|7
FAT|MQ|20|-1.9|-5.85|0.0|11.137|-13.037|1
FAT|AS|376|4.4601|3.258|0.0213|11.137|-6.6769|2
FAT|OO|6622|8.4651|4.2729|0.0039|11.137|-2.6719|3
FAT|WN|1487|11.15|5.5192|0.0007|11.137|0.013|4
FAT|G4|633|11.1754|12.3318|0.0032|11.137|0.0384|5
FAT|UA|364|18.8434|11.478|0.0247|11.137|7.7064|6
FAT|AA|2048|18.9097|14.2407|0.0122|11.137|7.7727|7
FAT|DL|204|19.4559|11.2843|0.0196|11.137|8.3189|8
FAY|DL|331|3.8187|-4.8852|0.0091|11.7278|-7.9091|1
FAY|OH|639|8.1017|7.3693|0.0125|11.7278|-3.6261|2
FAY|9E|349|15.1662|8.3696|0.0|11.7278|3.4384|3
FAY|OO|191|31.2827|27.1518|0.0105|11.7278|19.5549|4
FCA|OO|1445|6.582|1.5848|0.0076|11.4581|-4.8761|1
FCA|DL|794|8.1864|3.6675|0.0063|11.4581|-3.2717|2
FCA|UA|918|13.2527|8.3453|0.0098|11.4581|1.7946|3
FCA|G4|254|21.685|18.2362|0.0118|11.4581|10.2269|4
FCA|AA|385|23.0935|19.174|0.0052|11.4581|11.6354|5
FCA|MQ|39|35.0256|27.7179|0.0|11.4581|23.5675|6
FLG|OO|1838|10.8123|8.4178|0.0044|10.8123|0.0|1
FLL|UA|8144|12.11|6.2936|0.0171|16.8988|-4.7888|1
FLL|9E|22|14.8636|13.8636|0.0|16.8988|-2.0352|2
FLL|WN|14214|15.6849|10.8131|0.011|16.8988|-1.2139|3
FLL|AS|1015|15.6857|10.1074|0.069|16.8988|-1.2131|4
FLL|DL|12191|15.8227|9.9304|0.0067|16.8988|-1.0761|5
FLL|B6|18869|16.5072|11.3332|0.0113|16.8988|-0.3916|6
FLL|G4|3315|17.4911|14.8338|0.0175|16.8988|0.5923|7
FLL|NK|25607|18.6083|13.9777|0.0147|16.8988|1.7095|8
FLL|AA|6471|20.3808|16.543|0.0141|16.8988|3.482|9
FLL|F9|1629|22.8944|20.8349|0.0399|16.8988|5.9956|10
FNT|G4|1384|7.7486|1.4379|0.0108|13.6529|-5.9043|1
FNT|OO|826|23.546|21.7833|0.0145|13.6529|9.8931|2
FOD|OO|626|20.246|16.984|0.0224|20.246|0.0|1
FSD|UA|741|2.3009|0.4399|0.0094|11.0054|-8.7045|1
FSD|YX|56|3.4821|-0.0893|0.0|11.0054|-7.5233|2
FSD|9E|354|7.2571|5.5678|0.0085|11.0054|-3.7483|3
FSD|OO|2577|7.7842|2.0846|0.0078|11.0054|-3.2212|4
FSD|MQ|767|10.9309|4.2203|0.0235|11.0054|-0.0745|5
FSD|F9|251|11.1713|11.3785|0.0159|11.0054|0.1659|6
FSD|G4|953|15.0766|9.2214|0.0105|11.0054|4.0712|7
FSD|DL|666|19.497|13.9985|0.0135|11.0054|8.4916|8
FSD|AA|653|21.6937|14.2083|0.0138|11.0054|10.6883|9
FSM|MQ|1009|11.6819|6.8325|0.0188|11.8941|-0.2122|1
FSM|OO|171|13.1462|7.386|0.0292|11.8941|1.2521|2
FWA|MQ|881|9.6742|3.5482|0.0045|17.2326|-7.5584|1
FWA|OH|167|10.006|2.7964|0.0|17.2326|-7.2266|2
FWA|9E|232|10.6078|-2.6724|0.0345|17.2326|-6.6248|3
FWA|OO|2597|19.568|14.5503|0.0092|17.2326|2.3354|4
FWA|G4|835|21.2299|16.5904|0.0263|17.2326|3.9973|5
GCC|OO|730|10.374|4.4233|0.011|10.374|0.0|1
GCK|OO|215|12.4093|9.6279|0.0419|14.5502|-2.1409|1
GCK|MQ|512|15.4492|14.5176|0.0176|14.5502|0.899|2
GEG|UA|887|2.699|-4.9391|0.0192|6.1131|-3.4141|1
GEG|OO|5919|3.1348|0.5416|0.0035|6.1131|-2.9783|2
GEG|AS|2285|3.4088|1.2613|0.0149|6.1131|-2.7043|3
GEG|WN|3703|6.5374|0.0942|0.0008|6.1131|0.4243|4
GEG|DL|2994|8.1346|2.1049|0.007|6.1131|2.0215|5
GEG|G4|238|13.1807|9.7731|0.0084|6.1131|7.0676|6
GEG|AA|1438|18.3046|11.7079|0.0083|6.1131|12.1915|7
GFK|OO|1002|6.6317|2.2156|0.006|7.618|-0.9863|1
GFK|G4|192|7.151|0.9427|0.0052|7.618|-0.467|2
GFK|9E|86|20.1512|10.9767|0.0|7.618|12.5332|3
GGG|OO|498|12.3173|8.7169|0.0181|13.9477|-1.6304|1
GGG|MQ|229|17.4934|14.5502|0.0218|13.9477|3.5457|2
GJT|UA|722|5.8366|-6.09|0.0069|10.1727|-4.3361|1
GJT|OO|2609|10.2982|7.2261|0.0077|10.1727|0.1255|2
GJT|MQ|496|11.377|9.1956|0.006|10.1727|1.2043|3
GJT|G4|127|27.5433|29.3701|0.0157|10.1727|17.3706|4
GNV|DL|1555|5.6418|-1.6129|0.0077|7.772|-2.1302|1
GNV|MQ|586|7.244|3.1451|0.0205|7.772|-0.528|2
GNV|9E|123|7.4634|1.0325|0.0081|7.772|-0.3086|3
GNV|OH|736|12.7446|9.0177|0.0312|7.772|4.9726|4
GPT|9E|55|5.6182|-1.0727|0.0|10.1286|-4.5104|1
GPT|DL|1177|7.8887|1.8794|0.0085|10.1286|-2.2399|2
GPT|OH|1231|8.6296|7.6621|0.0073|10.1286|-1.499|3
GPT|OO|339|10.2684|8.0973|0.0147|10.1286|0.1398|4
GPT|MQ|532|17.4474|13.0075|0.0263|10.1286|7.3188|5
GPT|G4|26|40.4615|41.0769|0.0|10.1286|30.3329|6
GRB|9E|73|1.3425|-10.4932|0.0|12.7151|-11.3726|1
GRB|YX|179|3.581|1.0726|0.0112|12.7151|-9.1341|2
GRB|MQ|393|8.4198|4.2494|0.0153|12.7151|-4.2953|3
GRB|OO|3060|13.3108|8.6618|0.0121|12.7151|0.5957|4
GRB|DL|370|16.3838|9.6297|0.0054|12.7151|3.6687|5
GRB|F9|112|21.4018|16.7768|0.0268|12.7151|8.6867|6
GRI|G4|225|18.44|12.8267|0.0178|20.5477|-2.1077|1
GRI|OO|728|21.1992|18.4176|0.0151|20.5477|0.6515|2
GRK|MQ|1299|12.6159|9.6782|0.0139|12.6348|-0.0189|1
GRK|OO|492|12.685|10.8455|0.0325|12.6348|0.0502|2
GRR|YX|2037|2.243|-3.2955|0.0162|9.9991|-7.7561|1
GRR|9E|932|4.6127|-2.2479|0.0354|9.9991|-5.3864|2
GRR|DL|2842|5.303|-2.7013|0.007|9.9991|-4.6961|3
GRR|UA|1413|5.8747|2.7856|0.0106|9.9991|-4.1244|4
GRR|G4|2167|8.5118|2.4813|0.0134|9.9991|-1.4873|5
GRR|WN|1958|9.1205|5.3876|0.0036|9.9991|-0.8786|6
GRR|MQ|741|13.0229|11.5506|0.0175|9.9991|3.0238|7
GRR|OO|2105|14.6371|10.8717|0.0152|9.9991|4.638|8
GRR|OH|720|15.0486|14.7694|0.0278|9.9991|5.0495|9
GRR|AA|2520|17.0536|12.831|0.0115|9.9991|7.0545|10
GRR|F9|750|25.36|19.0067|0.0333|9.9991|15.3609|11
GSO|DL|2388|4.7219|-3.6332|0.0029|8.4991|-3.7772|1
GSO|9E|1548|5.0284|-2.7261|0.0252|8.4991|-3.4707|2
GSO|YX|1614|5.7602|1.6673|0.0279|8.4991|-2.7389|3
GSO|OO|1017|5.7768|3.6726|0.0059|8.4991|-2.7223|4
GSO|OH|2531|7.7712|6.8088|0.0099|8.4991|-0.7279|5
GSO|MQ|1329|8.5395|5.5079|0.006|8.4991|0.0404|6
GSO|AA|1321|23.8372|20.1817|0.0257|8.4991|15.3381|7
GSO|G4|142|30.3873|30.6127|0.0282|8.4991|21.8882|8
GSP|DL|2593|4.0717|-4.2322|0.005|8.9101|-4.8384|1
GSP|YX|2127|4.7|-0.4401|0.0235|8.9101|-4.2101|2
GSP|OO|983|6.8393|2.6429|0.0122|8.9101|-2.0708|3
GSP|WN|1497|7.2345|0.3347|0.0047|8.9101|-1.6756|4
GSP|9E|1379|7.3416|-0.0508|0.0218|8.9101|-1.5685|5
GSP|UA|467|7.5889|2.9208|0.015|8.9101|-1.3212|6
GSP|OH|3888|8.7991|6.7616|0.0087|8.9101|-0.111|7
GSP|MQ|1664|10.0992|8.2692|0.009|8.9101|1.1891|8
GSP|AA|1340|24.591|17.9194|0.0239|8.9101|15.6809|9
GSP|G4|329|27.9514|24.383|0.0304|8.9101|19.0413|10
GST|AS|90|2.2444|-0.3333|0.0667|2.2444|0.0|1
GTF|OO|2003|3.7144|-1.4174|0.004|6.6683|-2.9539|1
GTF|UA|256|7.7461|-2.6406|0.0234|6.6683|1.0778|2
GTF|G4|174|39.0862|38.1667|0.0057|6.6683|32.4179|3
GTR|9E|729|2.3621|-3.8189|0.0082|2.3621|0.0|1
GUC|OO|725|7.1393|-1.6028|0.011|11.2229|-4.0836|1
GUC|AA|123|35.2927|35.6829|0.0081|11.2229|24.0698|2
GUM|UA|732|1.0615|-9.7828|0.0082|1.0615|0.0|1
HDN|MQ|24|8.4167|6.9167|0.0|13.9306|-5.5139|1
HDN|WN|607|9.2438|3.9934|0.0066|13.9306|-4.6868|2
HDN|OO|897|11.2386|3.6343|0.01|13.9306|-2.692|3
HDN|UA|605|11.5471|4.0793|0.0116|13.9306|-2.3835|4
HDN|DL|134|12.6418|7.6567|0.0|13.9306|-1.2888|5
HDN|AA|182|31.8022|32.8022|0.0055|13.9306|17.8716|6
HDN|B6|59|77.5593|76.1017|0.0169|13.9306|63.6287|7
HGR|G4|296|34.0507|31.473|0.0304|34.0507|0.0|1
HHH|MQ|1104|9.8297|7.7708|0.0163|12.6355|-2.8058|1
HHH|YX|767|16.6741|11.7862|0.0274|12.6355|4.0386|2
HIB|OO|628|8.4204|2.1704|0.0096|8.4204|0.0|1
HLN|OO|1555|11.4932|7.3132|0.0051|11.4932|0.0|1
HNL|WN|14406|2.4807|-3.7523|0.0031|5.8159|-3.3352|1
HNL|AA|2248|3.5618|-8.4764|0.0004|5.8159|-2.2541|2
HNL|HA|30757|5.5294|4.5998|0.0086|5.8159|-0.2865|3
HNL|DL|3682|8.8053|-2.8134|0.0065|5.8159|2.9894|4
HNL|UA|5028|10.7233|-1.4453|0.0105|5.8159|4.9074|5
HNL|AS|4362|11.8322|4.2063|0.0245|5.8159|6.0163|6
HOB|OO|444|23.7815|16.6306|0.0135|23.7815|0.0|1
HOU|MQ|1753|11.3873|7.6355|0.0245|13.1793|-1.792|1
HOU|WN|52088|12.976|4.8302|0.0074|13.1793|-0.2033|2
HOU|OO|370|13.3676|13.1676|0.0108|13.1793|0.1883|3
HOU|DL|1582|14.0354|8.8729|0.0051|13.1793|0.8561|4
HOU|F9|358|21.5112|15.919|0.0475|13.1793|8.3319|5
HOU|G4|345|30.4754|28.8319|0.0174|13.1793|17.2961|6
HOU|OH|150|35.5467|31.0933|0.06|13.1793|22.3674|7
HPN|YX|59|7.4746|1.0508|0.0|13.212|-5.7374|1
HPN|MQ|1205|9.2274|3.1934|0.0158|13.212|-3.9846|2
HPN|B6|5262|9.4063|3.5789|0.0116|13.212|-3.8057|3
HPN|9E|951|11.7455|1.1893|0.0116|13.212|-1.4665|4
HPN|DL|978|13.7321|2.3047|0.0082|13.212|0.5201|5
HPN|OH|2782|16.326|13.3929|0.0201|13.212|3.114|6
HPN|OO|1043|29.883|22.6568|0.0182|13.212|16.671|7
HRL|OO|250|2.668|0.104|0.016|7.7907|-5.1227|1
HRL|DL|208|3.1683|-7.4135|0.0048|7.7907|-4.6224|2
HRL|MQ|1565|7.0831|5.1527|0.0115|7.7907|-0.7076|3
HRL|WN|2258|9.2741|5.787|0.0044|7.7907|1.4834|4
HSV|YX|228|1.7193|0.4035|0.0132|12.4336|-10.7143|1
HSV|DL|1935|3.8512|-4.1793|0.0041|12.4336|-8.5824|2
HSV|9E|586|7.3379|2.6007|0.0102|12.4336|-5.0957|3
HSV|OO|1718|14.8859|10.8463|0.0087|12.4336|2.4523|4
HSV|MQ|1827|16.0482|12.0279|0.0115|12.4336|3.6146|5
HSV|OH|2535|16.8043|14.725|0.0181|12.4336|4.3707|6
HSV|AA|13|23.1538|15.3846|0.0|12.4336|10.7202|7
HTS|G4|426|41.3826|40.4883|0.0329|41.3826|0.0|1
HYA|YX|165|12.5636|18.3697|0.0121|25.8439|-13.2803|1
HYA|B6|104|46.9135|50.7885|0.0673|25.8439|21.0696|2
HYS|OO|670|10.797|4.0463|0.0194|10.797|0.0|1
IAD|MQ|26|3.8077|7.9231|0.0385|10.0069|-6.1992|1
IAD|9E|388|4.1289|-5.2964|0.0026|10.0069|-5.878|2
IAD|YX|8184|4.2335|-1.4014|0.0105|10.0069|-5.7734|3
IAD|UA|32121|9.9372|3.45|0.0128|10.0069|-0.0697|4
IAD|AS|2099|10.5503|5.4335|0.0152|10.0069|0.5434|5
IAD|WN|1139|11.2142|2.6146|0.0026|10.0069|1.2073|6
IAD|DL|3206|11.9133|0.9585|0.0041|10.0069|1.9064|7
IAD|OH|1651|13.2156|5.4688|0.0103|10.0069|3.2087|8
IAD|AA|740|15.8838|6.4986|0.0162|10.0069|5.8769|9
IAD|F9|100|18.2|15.76|0.0|10.0069|8.1931|10
IAD|OO|2702|19.0866|13.8338|0.0133|10.0069|9.0797|11
IAD|G4|345|34.0667|26.3217|0.0174|10.0069|24.0598|12
IAG|G4|383|23.1697|17.7598|0.0209|23.1697|0.0|1
IAH|AS|878|8.9567|4.7107|0.0194|17.4674|-8.5107|1
IAH|OH|38|11.6053|8.9737|0.0|17.4674|-5.8621|2
IAH|WN|2856|13.3036|7.8659|0.0116|17.4674|-4.1638|3
IAH|MQ|1449|13.5431|6.7467|0.0262|17.4674|-3.9243|4
IAH|DL|7975|13.5516|5.7877|0.0066|17.4674|-3.9158|5
IAH|NK|9747|16.0706|9.6585|0.0184|17.4674|-1.3968|6
IAH|UA|68009|17.226|11.9267|0.0139|17.4674|-0.2414|7
IAH|OO|12958|18.0248|13.3181|0.0225|17.4674|0.5574|8
IAH|AA|6991|22.3286|17.5433|0.0179|17.4674|4.8612|9
IAH|B6|736|25.966|20.2677|0.0217|17.4674|8.4986|10
IAH|F9|3416|28.5287|27.4268|0.0299|17.4674|11.0613|11
IAH|YX|55|40.9455|34.6909|0.0|17.4674|23.4781|12
ICT|WN|1771|2.3066|-4.6894|0.0017|10.2803|-7.9737|1
ICT|UA|587|2.3952|6.0852|0.0085|10.2803|-7.8851|2
ICT|9E|168|5.369|1.9345|0.0|10.2803|-4.9113|3
ICT|DL|876|7.4361|0.5936|0.0068|10.2803|-2.8442|4
ICT|MQ|2363|9.7689|6.0872|0.0135|10.2803|-0.5114|5
ICT|G4|365|11.9041|4.9671|0.0082|10.2803|1.6238|6
ICT|OO|3239|13.5437|9.025|0.0096|10.2803|3.2634|7
ICT|OH|315|16.8159|17.8921|0.0063|10.2803|6.5356|8
ICT|AA|557|28.3303|26.1813|0.0233|10.2803|18.05|9
IDA|DL|96|7.3854|9.9167|0.0|11.0497|-3.6643|1
IDA|OO|2834|8.0406|1.7354|0.0042|11.0497|-3.0091|2
IDA|G4|492|29.0976|27.3801|0.0041|11.0497|18.0479|3
ILM|YX|1351|5.983|4.7809|0.0215|9.6975|-3.7145|1
ILM|OO|39|6.5385|0.9231|0.0|9.6975|-3.159|2
ILM|9E|1307|7.0589|1.5448|0.0199|9.6975|-2.6386|3
ILM|MQ|1095|7.4311|3.7598|0.0082|9.6975|-2.2664|4
ILM|OH|1991|9.7313|7.9518|0.0156|9.6975|0.0338|5
ILM|DL|780|10.9821|3.9718|0.0103|9.6975|1.2846|6
ILM|AA|1479|16.4604|11.0974|0.0169|9.6975|6.7629|7
IMT|OO|729|14.3402|9.2387|0.0123|14.3402|0.0|1
IND|YX|12636|1.9815|-2.5261|0.0094|9.0759|-7.0944|1
IND|9E|2401|6.7455|-1.0104|0.0192|9.0759|-2.3304|2
IND|DL|4465|8.3333|1.5413|0.004|9.0759|-0.7426|3
IND|MQ|1058|8.4527|3.7439|0.0151|9.0759|-0.6232|4
IND|UA|2364|9.0195|4.0216|0.0178|9.0759|-0.0564|5
IND|OH|294|9.4524|6.2823|0.0102|9.0759|0.3765|6
IND|AS|539|9.7421|6.0853|0.0204|9.0759|0.6662|7
IND|WN|11317|11.0789|4.1014|0.007|9.0759|2.003|8
IND|OO|1142|13.9028|8.5841|0.0114|9.0759|4.8269|9
IND|AA|6671|14.8315|10.7003|0.0105|9.0759|5.7556|10
IND|NK|2315|14.9693|7.8864|0.0246|9.0759|5.8934|11
IND|G4|1477|15.3453|12.9208|0.0203|9.0759|6.2694|12
IND|F9|851|20.121|15.4336|0.0235|9.0759|11.0451|13
INL|OO|650|13.7923|7.1415|0.0108|13.7923|0.0|1
ISP|WN|2840|12.6535|3.156|0.0081|14.7888|-2.1353|1
ISP|B6|148|15.3108|11.8378|0.0|14.7888|0.522|2
ISP|F9|1781|18.1505|7.6204|0.0354|14.7888|3.3617|3
ITH|YX|83|6.0361|-6.6265|0.0361|7.8538|-1.8177|1
ITH|9E|724|8.0622|-3.6561|0.0276|7.8538|0.2084|2
ITO|WN|1802|-2.4179|-5.2103|0.0017|2.219|-4.6369|1
ITO|HA|4819|3.9529|4.1141|0.0064|2.219|1.7339|2
JAC|AS|83|2.8916|3.8072|0.0602|19.1869|-16.2953|1
JAC|OO|1146|7.5759|1.2792|0.0148|19.1869|-11.611|2
JAC|UA|2034|16.2753|10.6549|0.0182|19.1869|-2.9116|3
JAC|DL|1299|16.3287|7.7436|0.0069|19.1869|-2.8582|4
JAC|AA|1046|42.412|38.3298|0.0115|19.1869|23.2251|5
JAN|DL|1983|4.0166|-2.2794|0.0035|11.1784|-7.1618|1
JAN|9E|247|5.6761|3.4777|0.004|11.1784|-5.5023|2
JAN|WN|1753|11.0742|5.7313|0.0074|11.1784|-0.1042|3
JAN|OO|447|11.66|8.7494|0.0089|11.1784|0.4816|4
JAN|MQ|1076|16.8699|13.4796|0.0186|11.1784|5.6915|5
JAN|OH|1333|18.2333|15.4966|0.024|11.1784|7.0549|6
JAX|OO|163|6.5644|2.9571|0.0245|12.1237|-5.5593|1
JAX|YX|1669|6.7244|1.311|0.0162|12.1237|-5.3993|2
JAX|9E|907|7.4498|-0.1786|0.0265|12.1237|-4.6739|3
JAX|WN|4743|8.5058|2.7107|0.0086|12.1237|-3.6179|4
JAX|MQ|1178|9.5781|7.2224|0.0119|12.1237|-2.5456|5
JAX|UA|3795|9.8485|5.5903|0.0126|12.1237|-2.2752|6
JAX|DL|5756|11.0433|5.5229|0.0059|12.1237|-1.0804|7
JAX|OH|1048|12.6718|9.2777|0.0134|12.1237|0.5481|8
JAX|F9|909|14.5358|12.121|0.0286|12.1237|2.4121|9
JAX|G4|728|15.3242|12.0192|0.0137|12.1237|3.2005|10
JAX|AA|7307|16.4275|14.0363|0.0142|12.1237|4.3038|11
JAX|B6|1834|19.0071|14.7557|0.0202|12.1237|6.8834|12
