origin|carrier|num_flights|avg_dep_delay|avg_arr_delay|cancel_rate|avg_dep_airport|dep_diff|rank
IAH|B6|1118|27.6744|21.737|0.0206|17.4731|10.2013|10
IAH|F9|5183|28.0583|26.6624|0.0313|17.4731|10.5852|11
IAH|YX|89|48.5843|41.4382|0.0|17.4731|31.1112|12
ICT|WN|2636|2.4765|-4.3338|0.0011|10.3611|-7.8846|1
ICT|UA|864|2.8623|6.4132|0.0093|10.3611|-7.4988|2
ICT|9E|254|6.9252|4.7323|0.0|10.3611|-3.4359|3
ICT|DL|1298|7.5123|0.6171|0.0062|10.3611|-2.8488|4
ICT|MQ|3554|9.8545|6.2648|0.0135|10.3611|-0.5066|5
ICT|G4|545|10.1541|3.2642|0.0073|10.3611|-0.207|6
ICT|OO|4889|13.442|8.9699|0.0098|10.3611|3.0809|7
ICT|OH|456|21.3487|23.3114|0.0044|10.3611|10.9876|8
ICT|AA|838|26.6778|24.8532|0.0322|10.3611|16.3167|9
IDA|DL|146|3.4795|5.7329|0.0|10.2117|-6.7322|1
IDA|OO|4224|7.3722|1.1669|0.0036|10.2117|-2.8395|2
IDA|G4|750|27.5147|25.5387|0.0027|10.2117|17.303|3
ILM|YX|2026|5.7754|4.6352|0.0202|9.7475|-3.9721|1
ILM|OO|56|5.8393|0.3393|0.0|9.7475|-3.9082|2
ILM|9E|1960|7.0153|1.6321|0.0199|9.7475|-2.7322|3
ILM|MQ|1633|7.8053|3.853|0.0073|9.7475|-1.9422|4
ILM|OH|3045|9.7957|8.2493|0.0141|9.7475|0.0482|5
ILM|DL|1196|10.8487|3.7726|0.0117|9.7475|1.1012|6
ILM|AA|2223|16.6433|11.0162|0.0171|9.7475|6.8958|7
IMT|OO|1116|12.9489|8.1971|0.0143|12.9489|0.0|1
IND|YX|18989|1.801|-2.7254|0.0102|8.9007|-7.0997|1
IND|9E|3603|6.6595|-0.8168|0.02|8.9007|-2.2412|2
IND|DL|6773|8.1894|1.6037|0.0035|8.9007|-0.7113|3
IND|MQ|1592|8.1947|3.0534|0.0132|8.9007|-0.706|4
IND|UA|3555|8.2253|3.173|0.0183|8.9007|-0.6754|5
IND|OH|452|9.0|5.4115|0.0088|8.9007|0.0993|6
IND|WN|17071|11.0361|4.0363|0.0075|8.9007|2.1354|7
IND|AS|800|11.2737|7.6662|0.0225|8.9007|2.373|8
IND|AA|9928|14.5029|10.263|0.0105|8.9007|5.6022|9
IND|G4|2215|14.6524|12.4736|0.0203|8.9007|5.7517|10
IND|OO|1691|14.8687|9.5689|0.0124|8.9007|5.968|11
IND|NK|3443|15.1133|8.0648|0.0256|8.9007|6.2126|12
IND|F9|1312|18.8072|14.2256|0.0252|8.9007|9.9065|13
INL|OO|953|11.6884|5.2518|0.0094|11.6884|0.0|1
ISP|WN|4269|11.6669|2.1682|0.0084|14.203|-2.5361|1
ISP|F9|2714|17.1551|6.7616|0.0335|14.203|2.9521|2
ISP|B6|218|27.1147|24.2431|0.0|14.203|12.9117|3
ITH|YX|128|4.9141|-7.5156|0.0469|7.8492|-2.9351|1
ITH|9E|1079|8.1974|-3.4773|0.0306|7.8492|0.3482|2
ITO|WN|2713|-2.3863|-5.1762|0.0029|2.2807|-4.667|1
ITO|HA|7159|4.0493|4.2153|0.0061|2.2807|1.7686|2
JAC|AS|120|1.225|1.5917|0.075|18.9485|-17.7235|1
JAC|OO|1711|9.1368|2.3098|0.0134|18.9485|-9.8117|2
JAC|DL|1951|15.1261|6.9718|0.0077|18.9485|-3.8224|3
JAC|UA|3002|16.2022|10.3614|0.018|18.9485|-2.7463|4
JAC|AA|1563|41.096|37.4005|0.0102|18.9485|22.1475|5
JAN|DL|2954|4.4997|-1.8666|0.0034|11.1655|-6.6658|1
JAN|9E|366|9.3743|7.1339|0.0055|11.1655|-1.7912|2
JAN|WN|2656|10.5873|5.2368|0.0053|11.1655|-0.5782|3
JAN|OO|662|12.568|9.139|0.006|11.1655|1.4025|4
JAN|MQ|1604|16.3541|12.8105|0.0181|11.1655|5.1886|5
JAN|OH|2002|17.4745|14.6658|0.0235|11.1655|6.309|6
JAX|YX|2535|6.8126|1.4359|0.0181|11.9885|-5.1759|1
JAX|9E|1342|7.8793|0.3279|0.0246|11.9885|-4.1092|2
JAX|WN|7113|8.7254|2.8482|0.0079|11.9885|-3.2631|3
JAX|OO|228|8.8947|4.1974|0.0219|11.9885|-3.0938|4
JAX|MQ|1810|9.4619|7.3707|0.0122|11.9885|-2.5266|5
JAX|UA|5723|9.5714|5.1966|0.0126|11.9885|-2.4171|6
JAX|DL|8612|10.8661|5.3733|0.0053|11.9885|-1.1224|7
JAX|OH|1581|11.6692|8.2625|0.0139|11.9885|-0.3193|8
JAX|F9|1389|14.7315|12.3708|0.0317|11.9885|2.743|9
JAX|G4|1102|14.7323|11.5399|0.0127|11.9885|2.7438|10
JAX|AA|10925|16.1953|13.8296|0.0152|11.9885|4.2068|11
JAX|B6|2771|18.6056|14.45|0.0177|11.9885|6.6171|12
JFK|YX|25674|4.251|-2.4262|0.0171|12.5932|-8.3422|1
JFK|AS|5622|8.0831|0.215|0.0292|12.5932|-4.5101|2
JFK|9E|25667|8.4848|1.5002|0.0306|12.5932|-4.1084|3
JFK|HA|544|9.4908|6.4706|0.0092|12.5932|-3.1024|4
JFK|AA|21554|11.4146|0.4824|0.0096|12.5932|-1.1786|5
JFK|DL|45377|12.7774|1.7815|0.007|12.5932|0.1842|6
JFK|F9|1253|16.5994|10.5499|0.0104|12.5932|4.0062|7
JFK|B6|54139|18.5515|10.3978|0.0161|12.5932|5.9583|8
JFK|OO|4424|20.7575|13.1621|0.0255|12.5932|8.1643|9
JLN|OO|934|16.1413|9.2302|0.0182|16.1413|0.0|1
JMS|OO|943|16.1103|12.6299|0.0604|16.1103|0.0|1
JNU|AS|6894|1.6907|0.7846|0.0181|1.9707|-0.28|1
JNU|DL|217|10.8664|3.3088|0.0|1.9707|8.8957|2
JST|OO|1077|19.0808|12.2925|0.0214|19.0808|0.0|1
KOA|WN|5003|-1.083|-6.5063|0.004|4.06|-5.143|1
KOA|HA|11454|3.4599|3.0502|0.0064|4.06|-0.6001|2
KOA|DL|1104|5.0072|-5.3696|0.0208|4.06|0.9472|3
KOA|UA|2379|7.0921|-3.8613|0.0151|4.06|3.0321|4
KOA|AS|3095|8.4649|1.454|0.0275|4.06|4.4049|5
KOA|AA|1111|13.7012|4.4761|0.0|4.06|9.6412|6
KTN|AS|3692|1.0068|-2.0455|0.02|2.0295|-1.0227|1
KTN|OO|139|29.1942|32.1511|0.0144|2.0295|27.1647|2
LAN|9E|211|5.1991|-0.9431|0.0237|16.4589|-11.2598|1
LAN|OH|480|17.1729|16.5396|0.0375|16.4589|0.714|2
LAN|OO|1270|18.0598|14.9433|0.0055|16.4589|1.6009|3
LAR|OO|934|9.4668|7.1028|0.0236|9.4668|0.0|1
LAS|G4|11182|8.276|3.2489|0.0063|12.8702|-4.5942|1
LAS|DL|24241|8.9475|1.0626|0.0033|12.8702|-3.9227|2
LAS|UA|21295|9.1262|2.987|0.0146|12.8702|-3.744|3
LAS|AS|7972|10.4247|8.7654|0.0166|12.8702|-2.4455|4
LAS|NK|39508|10.5336|4.8163|0.0108|12.8702|-2.3366|5
LAS|WN|127412|13.7932|5.8619|0.0041|12.8702|0.923|6
LAS|F9|19538|14.8196|11.1393|0.0132|12.8702|1.9494|7
LAS|OO|3352|14.8947|17.213|0.0149|12.8702|2.0245|8
LAS|HA|2123|18.3712|16.6415|0.0024|12.8702|5.501|9
LAS|B6|4492|18.9446|9.3121|0.0062|12.8702|6.0744|10
LAS|AA|21002|19.2119|12.0445|0.0073|12.8702|6.3417|11
LAS|MQ|42|93.4762|84.381|0.0|12.8702|80.606|12
LAW|MQ|245|6.2286|-0.4939|0.0286|11.7749|-5.5463|1
LAW|OO|1354|12.7784|10.1684|0.0229|11.7749|1.0035|2
LAX|AS|13864|5.2042|1.3774|0.0153|10.2095|-5.0053|1
LAX|OO|57199|6.0541|3.9492|0.0029|10.2095|-4.1554|2
LAX|UA|40826|8.591|0.6495|0.0125|10.2095|-1.6185|3
LAX|B6|13814|9.5267|1.602|0.0031|10.2095|-0.6828|4
LAX|DL|54124|9.6517|3.2587|0.0038|10.2095|-0.5578|5
LAX|NK|17108|9.915|2.5127|0.0114|10.2095|-0.2945|6
LAX|G4|1564|10.2922|6.5607|0.0077|10.2095|0.0827|7
LAX|WN|38562|11.4828|4.319|0.0038|10.2095|1.2733|8
LAX|HA|3521|13.363|10.4993|0.0116|10.2095|3.1535|9
LAX|MQ|90|13.6556|11.5556|0.0|10.2095|3.4461|10
LAX|AA|45446|16.6745|9.4266|0.005|10.2095|6.465|11
LAX|F9|3463|28.5077|28.3136|0.0179|10.2095|18.2982|12
LBB|WN|3914|6.4594|-0.8125|0.0059|9.5619|-3.1025|1
LBB|OO|1818|9.3317|7.137|0.0231|9.5619|-0.2302|2
LBB|MQ|2875|9.928|7.8303|0.0122|9.5619|0.3661|3
LBB|AA|659|27.0273|24.8437|0.0212|9.5619|17.4654|4
LBE|NK|857|5.7935|-3.2602|0.0233|5.7935|0.0|1
LBF|OO|923|7.7053|7.4236|0.013|7.7053|0.0|1
LBL|OO|838|8.1981|4.9105|0.031|8.1981|0.0|1
LCH|OO|1475|19.7044|16.5573|0.0163|20.8456|-1.1412|1
LCH|MQ|112|35.875|35.2768|0.0804|20.8456|15.0294|2
LCK|G4|1462|18.4706|15.4726|0.0212|18.4706|0.0|1
LEX|YX|1122|1.9144|-0.2121|0.0071|11.0142|-9.0998|1
LEX|DL|2764|4.8339|-6.725|0.0069|11.0142|-6.1803|2
LEX|9E|323|5.3746|-0.2353|0.0|11.0142|-5.6396|3
LEX|MQ|1527|8.4394|2.372|0.0157|11.0142|-2.5748|4
LEX|OH|2259|9.4205|4.8189|0.0102|11.0142|-1.5937|5
LEX|OO|2822|9.7186|3.8806|0.0085|11.0142|-1.2956|6
LEX|G4|1229|25.0553|23.4793|0.0212|11.0142|14.0411|7
LEX|AA|1587|25.535|23.9779|0.0214|11.0142|14.5208|8
LFT|9E|1199|7.1218|1.2819|0.015|15.0976|-7.9758|1
LFT|MQ|601|13.3794|8.6306|0.0067|15.0976|-1.7182|2
LFT|OO|1424|16.842|10.6397|0.0119|15.0976|1.7444|3
LFT|OH|1623|20.0598|18.6661|0.0308|15.0976|4.9622|4
LFT|NK|1|73.0|59.0|0.0|15.0976|57.9024|5
LGA|YX|62472|2.9636|-4.5183|0.018|10.4193|-7.4557|1
LGA|9E|47710|7.2244|-2.8755|0.0299|10.4193|-3.1949|2
LGA|UA|12281|9.1028|1.6419|0.0145|10.4193|-1.3165|3
LGA|NK|12057|12.7922|2.709|0.0221|10.4193|2.3729|4
LGA|DL|40834|13.848|3.6909|0.0087|10.4193|3.4287|5
LGA|WN|17403|14.9121|2.347|0.0133|10.4193|4.4928|6
LGA|AA|24537|16.1532|8.3749|0.0156|10.4193|5.7339|7
LGA|B6|14264|18.6366|10.4739|0.0184|10.4193|8.2173|8
LGA|OO|6151|20.3453|13.6531|0.0242|10.4193|9.926|9
LGA|F9|3751|28.7073|21.682|0.0341|10.4193|18.288|10
LGB|HA|983|0.2869|-5.6612|0.0041|7.2439|-6.957|1
LGB|OO|944|4.2256|-1.6928|0.0|7.2439|-3.0183|2
LGB|WN|23873|7.4747|0.5435|0.0047|7.2439|0.2308|3
LGB|DL|665|13.5263|5.615|0.009|7.2439|6.2824|4
LIH|WN|4958|-0.3729|-7.1372|0.0012|3.4821|-3.855|1
LIH|UA|1910|3.1141|-7.0047|0.0058|3.4821|-0.368|2
LIH|DL|1082|3.1442|-8.6285|0.0139|3.4821|-0.3379|3
LIH|HA|12942|3.2435|2.2874|0.0116|3.4821|-0.2386|4
LIH|AA|1115|10.9004|0.7641|0.0|3.4821|7.4183|5
LIH|AS|1648|12.5825|5.4035|0.0115|3.4821|9.1004|6
LIT|DL|3036|4.5797|-2.7289|0.0023|11.8876|-7.3079|1
LIT|YX|667|4.6687|0.9055|0.0165|11.8876|-7.2189|2
LIT|WN|3888|7.6304|0.438|0.0021|11.8876|-4.2572|3
LIT|OO|2930|11.1515|8.4823|0.014|11.8876|-0.7361|4
LIT|F9|169|11.9349|11.0828|0.0237|11.8876|0.0473|5
LIT|9E|445|12.2854|8.2809|0.0135|11.8876|0.3978|6
LIT|MQ|5444|14.4482|12.7917|0.0086|11.8876|2.5606|7
LIT|OH|1134|22.306|16.8836|0.0203|11.8876|10.4184|8
LIT|AA|1152|25.4201|24.6667|0.0174|11.8876|13.5325|9
LIT|G4|171|36.345|33.152|0.0058|11.8876|24.4574|10
LNK|YX|55|6.9636|1.9273|0.0182|13.4288|-6.4652|1
LNK|OO|2832|13.5544|7.8958|0.0067|13.4288|0.1256|2
LRD|OO|97|8.2371|7.9485|0.0|12.7357|-4.4986|1
LRD|MQ|2351|12.0532|10.3854|0.014|12.7357|-0.6825|2
LRD|G4|204|22.7402|18.8382|0.0147|12.7357|10.0045|3
LSE|MQ|496|8.7581|5.8569|0.0181|8.7581|0.0|1
LWS|OO|1656|9.8998|5.8798|0.0042|9.8998|0.0|1
MAF|UA|71|-2.6056|-0.4085|0.0141|9.4239|-12.0295|1
MAF|WN|5583|8.3092|3.1404|0.0082|9.4239|-1.1147|2
MAF|OO|4756|9.2382|5.4628|0.009|9.4239|-0.1857|3
MAF|MQ|3799|11.5193|9.0855|0.0124|9.4239|2.0954|4
MBS|9E|135|-0.8074|-4.0444|0.0|14.0676|-14.875|1
MBS|OO|3132|14.7088|10.6992|0.0105|14.0676|0.6412|2
MCI|AS|1129|-0.1178|-1.4473|0.0097|9.4066|-9.5244|1
MCI|UA|5572|4.4205|1.5287|0.0136|9.4066|-4.9861|2
MCI|YX|2567|4.5356|1.5189|0.0191|9.4066|-4.871|3
MCI|DL|10635|4.9136|-1.586|0.005|9.4066|-4.493|4
MCI|MQ|1787|7.2306|2.1007|0.0129|9.4066|-2.176|5
MCI|WN|35922|9.7551|3.6787|0.0069|9.4066|0.3485|6
MCI|OO|1650|10.1764|6.8933|0.0176|9.4066|0.7698|7
MCI|G4|361|11.0637|8.3546|0.0249|9.4066|1.6571|8
MCI|9E|1871|12.0887|6.3266|0.0337|9.4066|2.6821|9
MCI|F9|582|12.9141|11.7938|0.0069|9.4066|3.5075|10
MCI|NK|2712|15.0527|6.8927|0.0232|9.4066|5.6461|11
MCI|AA|8741|15.6904|13.9541|0.0116|9.4066|6.2838|12
MCI|OH|732|19.821|15.2527|0.0219|9.4066|10.4144|13
MCI|B6|236|23.8305|22.9915|0.0169|9.4066|14.4239|14
MCO|UA|20477|13.5518|7.6325|0.0191|15.8132|-2.2614|1
MCO|F9|26762|13.8429|9.4497|0.0201|15.8132|-1.9703|2
MCO|NK|34312|14.8562|9.7337|0.0151|15.8132|-0.957|3
MCO|WN|66962|14.9393|9.2374|0.009|15.8132|-0.8739|4
MCO|AS|3919|15.3159|12.4228|0.0304|15.8132|-0.4973|5
MCO|DL|32035|15.7532|10.0778|0.0069|15.8132|-0.06|6
MCO|AA|26734|18.6577|14.7112|0.0094|15.8132|2.8445|7
MCO|B6|25829|20.2458|14.2868|0.0122|15.8132|4.4326|8
MCO|G4|347|26.513|25.2536|0.0346|15.8132|10.6998|9
MCW|OO|958|19.1994|15.6868|0.0344|19.1994|0.0|1
MDT|YX|433|-1.6074|-11.9515|0.0092|12.9798|-14.5872|1
MDT|UA|607|7.3344|4.4135|0.0082|12.9798|-5.6454|2
MDT|DL|1175|7.5872|-2.823|0.0077|12.9798|-5.3926|3
MDT|9E|433|7.9307|-2.9053|0.0069|12.9798|-5.0491|4
MDT|OO|1398|12.2511|6.0329|0.0129|12.9798|-0.7287|5
MDT|OH|1037|12.9306|8.6162|0.0077|12.9798|-0.0492|6
MDT|G4|1336|17.2305|11.1879|0.0157|12.9798|4.2507|7
MDT|AA|1580|20.2127|16.4601|0.0089|12.9798|7.2329|8
MDT|F9|123|31.0976|23.9431|0.0163|12.9798|18.1178|9
MDW|DL|2337|8.9944|0.9367|0.0051|12.8534|-3.859|1
MDW|WN|107101|12.4329|5.7466|0.0075|12.8534|-0.4205|2
MDW|OO|2954|14.7627|10.6202|0.0058|12.8534|1.9093|3
MDW|F9|5771|20.3244|14.4866|0.0255|12.8534|7.471|4
MDW|G4|665|20.812|17.403|0.018|12.8534|7.9586|5
MEI|OO|942|13.1242|10.5839|0.0255|13.1242|0.0|1
MEM|YX|4606|5.4564|-0.7783|0.0126|10.0011|-4.5447|1
MEM|DL|6600|5.5841|-1.7702|0.0064|10.0011|-4.417|2
MEM|UA|2283|7.389|3.3754|0.0118|10.0011|-2.6121|3
MEM|9E|1585|7.6454|1.0618|0.0278|10.0011|-2.3557|4
MEM|MQ|2394|7.7815|2.6913|0.0079|10.0011|-2.2196|5
MEM|OH|1158|11.6537|7.2936|0.0078|10.0011|1.6526|6
MEM|NK|1432|12.1061|1.2297|0.0126|10.0011|2.105|7
MEM|WN|5332|12.1804|5.9244|0.0062|10.0011|2.1793|8
MEM|OO|1153|12.9948|8.9566|0.0191|10.0011|2.9937|9
MEM|F9|264|13.7727|12.3333|0.0038|10.0011|3.7716|10
MEM|AA|6377|15.4256|12.0652|0.0119|10.0011|5.4245|11
MEM|G4|779|22.2067|16.3825|0.009|10.0011|12.2056|12
MFE|UA|842|5.3753|0.2969|0.038|16.2367|-10.8614|1
MFE|G4|737|11.346|4.6934|0.0041|16.2367|-4.8907|2
MFE|MQ|1171|11.7438|10.8121|0.0154|16.2367|-4.4929|3
MFE|OO|1564|19.1771|17.1113|0.0064|16.2367|2.9404|4
MFE|AA|2704|21.1967|19.0385|0.017|16.2367|4.96|5
MFR|OO|4300|7.8798|3.2035|0.0102|11.0912|-3.2114|1
MFR|UA|1789|13.3577|6.6836|0.0078|11.0912|2.2665|2
MFR|G4|459|32.342|29.5904|0.0174|11.0912|21.2508|3
MGM|MQ|870|6.5897|1.1115|0.0046|15.7638|-9.1741|1
MGM|9E|1414|11.4364|6.3133|0.0078|15.7638|-4.3274|2
MGM|OO|950|23.3358|17.3547|0.0095|15.7638|7.572|3
MGM|OH|746|25.0228|21.9048|0.0496|15.7638|9.259|4
MGW|OO|54|74.8704|71.3519|0.0|74.8704|0.0|1
MHK|OO|4|3.0|-11.75|0.0|7.5887|-4.5887|1
MHK|MQ|1416|7.6017|-2.9612|0.0155|7.5887|0.013|2
MHT|YX|96|-1.4479|-5.5833|0.0104|9.9003|-11.3482|1
MHT|MQ|430|4.2605|2.5535|0.0047|9.9003|-5.6398|2
MHT|WN|4034|7.6706|-0.5979|0.0037|9.9003|-2.2297|3
MHT|OH|3475|12.4196|6.6938|0.0144|9.9003|2.5193|4
MHT|AA|181|18.6354|12.9282|0.0|9.9003|8.7351|5
MHT|NK|199|20.8241|9.4673|0.0402|9.9003|10.9238|6
MIA|MQ|20873|7.6566|5.058|0.0116|19.4618|-11.8052|1
MIA|YX|963|8.8152|2.1547|0.0208|19.4618|-10.6466|2
MIA|NK|8440|12.7399|7.6431|0.0168|19.4618|-6.7219|3
MIA|AS|829|13.1435|8.8094|0.0591|19.4618|-6.3183|4
MIA|WN|8531|15.3811|11.683|0.0131|19.4618|-4.0807|5
MIA|UA|9429|17.304|12.7069|0.0237|19.4618|-2.1578|6
MIA|F9|5702|19.2724|16.2203|0.0254|19.4618|-0.1894|7
MIA|DL|17084|19.8649|13.7145|0.0091|19.4618|0.4031|8
MIA|AA|88847|23.3599|17.1737|0.0111|19.4618|3.8981|9
MIA|B6|2853|26.9811|23.517|0.0238|19.4618|7.5193|10
MIA|9E|21|28.5714|32.4762|0.0|19.4618|9.1096|11
MKE|MQ|80|0.375|-3.0375|0.0125|10.3002|-9.9252|1
MKE|AS|697|1.0933|-3.8494|0.01|10.3002|-9.2069|2
MKE|DL|6483|6.3136|-0.3711|0.0043|10.3002|-3.9866|3
MKE|YX|2704|7.5041|1.0669|0.0222|10.3002|-2.7961|4
MKE|WN|14439|7.7897|0.9614|0.0089|10.3002|-2.5105|5
MKE|NK|1185|8.4186|0.6295|0.0194|10.3002|-1.8816|6
MKE|UA|1022|10.6311|3.8297|0.0117|10.3002|0.3309|7
MKE|OH|1475|11.998|12.0576|0.0163|10.3002|1.6978|8
MKE|B6|824|12.4005|8.0328|0.0097|10.3002|2.1003|9
MKE|OO|7750|13.2057|8.3383|0.0124|10.3002|2.9055|10
MKE|9E|1343|13.6083|7.4095|0.0171|10.3002|3.3081|11
MKE|F9|775|16.1639|8.9768|0.0155|10.3002|5.8637|12
MKE|AA|4040|20.9485|16.5958|0.0141|10.3002|10.6483|13
MLB|DL|2049|3.4544|-2.4949|0.0063|5.2949|-1.8405|1
MLB|OH|1715|6.9994|5.3819|0.0128|5.2949|1.7045|2
MLB|G4|393|7.4529|0.7888|0.0254|5.2949|2.158|3
MLI|OH|1078|8.449|6.59|0.0158|12.6026|-4.1536|1
MLI|9E|1101|8.9936|3.2189|0.0173|12.6026|-3.609|2
MLI|MQ|1161|11.9449|4.0775|0.0172|12.6026|-0.6577|3
MLI|G4|707|14.1641|8.5955|0.0085|12.6026|1.5615|4
MLI|OO|2349|16.0553|13.1762|0.0166|12.6026|3.4527|5
MLU|9E|1293|10.1539|6.8662|0.0077|11.3957|-1.2418|1
MLU|MQ|1411|11.8575|7.6903|0.017|11.3957|0.4618|2
MLU|OO|326|14.3221|14.2853|0.0123|11.3957|2.9264|3
MOB|DL|834|3.283|-2.8333|0.0108|8.8755|-5.5925|1
MOB|9E|1135|5.8863|1.3198|0.0079|8.8755|-2.9892|2
MOB|MQ|1571|8.3673|5.5512|0.0153|8.8755|-0.5082|3
MOB|OO|291|24.9313|20.0137|0.0|8.8755|16.0558|4
MOB|OH|34|131.9118|129.7941|0.0882|8.8755|123.0363|5
MOT|OO|2985|13.7621|9.6369|0.0107|14.7719|-1.0098|1
MOT|G4|570|20.0596|12.5544|0.014|14.7719|5.2877|2
MQT|9E|187|-3.0802|-14.1818|0.0267|10.4881|-13.5683|1
MQT|OO|352|8.5085|3.0227|0.0114|10.4881|-1.9796|2
MQT|MQ|719|14.9861|11.5382|0.007|10.4881|4.498|3
MRY|MQ|693|5.57|2.7619|0.0043|9.8515|-4.2815|1
MRY|OO|5181|7.2721|5.1996|0.0087|9.8515|-2.5794|2
MRY|AA|961|20.0208|16.8762|0.0135|9.8515|10.1693|3
MRY|G4|163|50.0859|50.5031|0.0061|9.8515|40.2344|4
MSN|YX|1820|1.9341|-3.3923|0.0104|10.0958|-8.1617|1
MSN|DL|2912|4.8692|-2.8743|0.0065|10.0958|-5.2266|2
MSN|9E|1133|5.3513|-1.2312|0.0194|10.0958|-4.7445|3
MSN|UA|2240|6.3728|4.1205|0.0116|10.0958|-3.723|4
MSN|OH|1665|10.5562|9.0733|0.0096|10.0958|0.4604|5
MSN|MQ|1021|10.9265|11.0901|0.0157|10.0958|0.8307|6
MSN|OO|3283|12.29|8.8547|0.014|10.0958|2.1942|7
MSN|F9|462|18.9069|12.0368|0.0216|10.0958|8.8111|8
MSN|AA|3082|20.1217|16.3099|0.0091|10.0958|10.0259|9
MSO|DL|1094|7.872|3.1691|0.0091|11.5591|-3.6871|1
MSO|OO|1675|7.9158|5.0878|0.006|11.5591|-3.6433|2
MSO|MQ|513|9.7193|8.3353|0.0097|11.5591|-1.8398|3
MSO|F9|180|10.3833|13.1167|0.0278|11.5591|-1.1758|4
MSO|UA|1548|11.8811|4.9186|0.0168|11.5591|0.322|5
MSO|AS|394|15.7665|6.4746|0.0|11.5591|4.2074|6
MSO|AA|355|20.4028|14.8394|0.0056|11.5591|8.8437|7
MSO|G4|456|24.7083|23.4912|0.0197|11.5591|13.1492|8
MSP|AS|1579|6.7321|0.9208|0.0139|9.9343|-3.2022|1
MSP|9E|11319|7.0689|3.2103|0.0071|9.9343|-2.8654|2
MSP|YX|1806|7.799|3.3383|0.0144|9.9343|-2.1353|3
MSP|UA|8164|8.4084|3.8081|0.0132|9.9343|-1.5259|4
MSP|DL|103554|8.7926|2.0026|0.0055|9.9343|-1.1417|5
MSP|WN|10852|9.1878|1.6086|0.005|9.9343|-0.7465|6
MSP|MQ|1389|10.383|8.9179|0.0086|9.9343|0.4487|7
MSP|OO|37512|12.4086|7.2276|0.0068|9.9343|2.4743|8
MSP|NK|1758|14.3168|11.1496|0.0108|9.9343|4.3825|9
MSP|AA|7014|14.3325|8.694|0.0106|9.9343|4.3982|10
MSP|G4|425|18.2753|6.4635|0.0071|9.9343|8.341|11
MSP|F9|2520|19.5806|15.9913|0.0187|9.9343|9.6463|12
MSP|OH|987|19.9706|19.234|0.0233|9.9343|10.0363|13
MSP|B6|484|31.3698|26.9008|0.0227|9.9343|21.4355|14
MSY|9E|2|-7.0|-27.5|0.0|13.8723|-20.8723|1
MSY|MQ|1615|8.5759|5.9752|0.0173|13.8723|-5.2964|2
MSY|YX|923|9.4485|4.6576|0.0054|13.8723|-4.4238|3
MSY|AS|1043|10.0844|5.2186|0.0067|13.8723|-3.7879|4
MSY|UA|9715|10.0905|4.6206|0.0163|13.8723|-3.7818|5
MSY|DL|10804|11.2284|3.9063|0.0055|13.8723|-2.6439|6
MSY|OO|472|12.178|7.8941|0.0339|13.8723|-1.6943|7
MSY|NK|7869|13.417|7.0873|0.0205|13.8723|-0.4553|8
MSY|WN|28063|13.4716|8.6538|0.0071|13.8723|-0.4007|9
MSY|OH|956|15.2908|8.6339|0.0188|13.8723|1.4185|10
MSY|F9|1294|20.2172|17.2705|0.041|13.8723|6.3449|11
MSY|AA|9940|20.4696|17.916|0.012|13.8723|6.5973|12
MSY|B6|2051|23.4793|16.9395|0.0195|13.8723|9.607|13
MSY|G4|133|34.2707|30.9474|0.0075|13.8723|20.3984|14
MTJ|DL|159|6.3459|0.327|0.0|13.4313|-7.0854|1
MTJ|UA|1211|9.4682|0.4633|0.0099|13.4313|-3.9631|2
MTJ|WN|914|10.5361|3.4092|0.0022|13.4313|-2.8952|3
MTJ|OO|1076|12.1896|6.342|0.0186|13.4313|-1.2417|4
MTJ|MQ|93|14.8065|14.7419|0.0538|13.4313|1.3752|5
MTJ|AA|774|26.0672|24.2842|0.0026|13.4313|12.6359|6
MVY|YX|800|16.3975|15.2863|0.0425|19.7368|-3.3393|1
MVY|B6|776|23.0309|22.4227|0.0464|19.7368|3.2941|2
MVY|MQ|31|23.4516|29.9677|0.0|19.7368|3.7148|3
MYR|OO|40|-1.45|-7.325|0.0|9.4613|-10.9113|1
MYR|DL|3066|2.4224|-3.9778|0.0068|9.4613|-7.0389|2
MYR|YX|934|6.4015|-0.6895|0.0289|9.4613|-3.0598|3
MYR|WN|3507|8.1078|1.7576|0.0048|9.4613|-1.3535|4
MYR|9E|805|8.8907|0.4311|0.0261|9.4613|-0.5706|5
MYR|NK|7136|9.2197|4.2064|0.0244|9.4613|-0.2416|6
MYR|MQ|571|10.6147|6.4448|0.0105|9.4613|1.1534|7
MYR|UA|411|10.635|0.8978|0.0097|9.4613|1.1737|8
MYR|OH|3382|11.209|7.5411|0.0171|9.4613|1.7477|9
MYR|AA|1773|13.8613|10.8297|0.018|9.4613|4.4|10
MYR|G4|1691|14.7966|13.4323|0.0319|9.4613|5.3353|11
MYR|F9|625|22.1488|20.328|0.0592|9.4613|12.6875|12
OAJ|DL|455|4.2549|-1.9758|0.0088|10.5028|-6.2479|1
OAJ|9E|819|8.3028|1.0098|0.0|10.5028|-2.2|2
OAJ|OH|1415|13.7852|11.0134|0.0184|10.5028|3.2824|3
OAK|HA|1492|-0.7212|-2.191|0.0214|8.6613|-9.3825|1
OAK|OO|2043|2.0494|-1.5448|0.0029|8.6613|-6.6119|2
OAK|G4|247|2.3158|2.1619|0.0121|8.6613|-6.3455|3
