origin|month|cause|avg_minutes|rank_pos
ABE|1|weather_delay|154.33333333333334|1
ABE|1|carrier_delay|100.35714285714286|2
ABE|1|late_aircraft_delay|96.66025641025641|3
ABE|2|weather_delay|225.0|1
ABE|2|carrier_delay|117.22972972972973|2
ABE|2|late_aircraft_delay|67.14814814814815|3
ABE|3|carrier_delay|98.15384615384616|1
ABE|3|late_aircraft_delay|76.39759036144578|2
ABE|3|nas_delay|66.98837209302326|3
ABE|4|carrier_delay|147.62992125984252|1
