origin|month|delay_band|num_flights|avg_dep_delay|avg_arr_delay
DEN|5|unknown|176||
DEN|6|high|2802|125.82|120.33
DEN|6|low|19158|-0.86|-4.97
DEN|6|medium|5369|31.45|27.09
DEN|6|unknown|173||
DEN|7|high|2933|128.5|122.35
DEN|7|low|19779|-1.07|-6.29
DEN|7|medium|5181|32.12|26.57
DEN|7|unknown|341||
DEN|8|high|2554|131.85|127.31
DEN|8|low|19917|-1.41|-5.46
DEN|8|medium|4605|32.2|28.08
DEN|8|unknown|175||
DEN|9|high|1239|121.95|113.29
DEN|9|low|21686|-2.49|-8.33
DEN|9|medium|3079|30.25|23.12
DEN|9|unknown|44||
DEN|10|high|1051|124.08|115.65
DEN|10|low|22891|-2.52|-8.8
DEN|10|medium|2781|30.22|22.7
DEN|10|unknown|65||
DEN|11|high|1369|128.24|129.5
DEN|11|low|20222|-2.06|-7.14
DEN|11|medium|3228|30.85|32.05
DEN|11|unknown|220||
DEN|12|high|1327|133.51|125.15
DEN|12|low|21053|-1.82|-9.84
DEN|12|medium|3390|30.04|21.05
DEN|12|unknown|56||
DFW|1|high|2755|136.84|137.19
DFW|1|low|16046|-1.84|-6.17
DFW|1|medium|4125|32.21|29.47
DFW|1|unknown|443||
DFW|2|high|1001|126.48|120.44
DFW|2|low|18693|-2.7|-7.8
DFW|2|medium|2871|30.83|25.71
DFW|2|unknown|21||
DFW|3|high|2755|140.99|137.59
DFW|3|low|17804|-2.02|-7.05
DFW|3|medium|4512|32.68|28.17
DFW|3|unknown|340||
DFW|4|high|2547|141.63|139.65
DFW|4|low|17720|-2.19|-6.16
DFW|4|medium|4013|32.42|29.47
DFW|4|unknown|391||
DFW|5|high|4699|156.09|155.42
DFW|5|low|15282|-0.92|-2.74
DFW|5|medium|5414|33.22|31.97
DFW|5|unknown|1075||
DFW|6|high|3871|138.51|135.2
DFW|6|low|17316|-0.99|-6.57
DFW|6|medium|5982|32.89|28.44
DFW|6|unknown|377||
DFW|7|high|4423|141.86|137.54
DFW|7|low|17864|-1.02|-5.62
DFW|7|medium|6252|32.95|29.26
DFW|7|unknown|410||
DFW|8|high|2762|144.02|136.36
DFW|8|low|19947|-1.98|-8.43
DFW|8|medium|4848|32.62|26.05
DFW|8|unknown|226||
DFW|9|high|1447|120.55|114.27
DFW|9|low|20925|-2.52|-8.28
DFW|9|medium|3663|31.42|25.66
DFW|9|unknown|56||
DFW|10|high|1440|131.15|123.08
DFW|10|low|22713|-2.8|-9.81
DFW|10|medium|3497|31.29|23.12
DFW|10|unknown|53||
DFW|11|high|1716|141.06|138.23
DFW|11|low|19543|-2.74|-8.68
DFW|11|medium|3428|31.7|27.32
DFW|11|unknown|320||
DFW|12|high|2461|163.24|160.04
DFW|12|low|18484|-1.64|-7.59
DFW|12|medium|4269|31.8|25.57
DFW|12|unknown|372||
DHN|1|high|5|344.0|335.6
DHN|1|low|52|-2.69|-5.1
DHN|1|medium|5|34.4|26.4
DHN|2|high|2|139.0|118.0
DHN|2|low|53|-4.4|-13.75
DHN|2|medium|3|34.67|21.0
DHN|3|high|1|115.0|123.0
DHN|3|low|55|-3.44|-7.8
DHN|3|medium|5|38.4|31.2
DHN|4|high|3|216.67|210.33
DHN|4|low|55|-4.78|-3.65
DHN|4|medium|2|42.0|57.0
DHN|5|high|5|110.0|113.0
DHN|5|low|48|-5.33|-3.5
DHN|5|medium|9|32.44|28.56
DHN|6|high|6|169.5|156.83
DHN|6|low|53|-3.91|-4.89
DHN|6|medium|1|18.0|4.0
DHN|7|high|6|326.33|324.17
DHN|7|low|48|-5.58|-8.58
DHN|7|medium|7|38.14|30.0
DHN|7|unknown|1||
DHN|8|high|1|198.0|190.0
DHN|8|low|56|-6.5|-16.05
DHN|8|medium|3|37.33|25.33
DHN|8|unknown|2||
DHN|9|high|2|211.0|221.5
DHN|9|low|47|-6.34|-10.7
DHN|9|medium|8|28.25|29.25
DHN|9|unknown|2||
DHN|10|high|4|195.25|184.5
DHN|10|low|53|-6.45|-11.6
DHN|10|medium|5|44.2|38.0
DHN|11|high|4|177.75|173.5
DHN|11|low|70|-7.39|-10.49
DHN|11|medium|4|27.25|25.25
DHN|12|high|4|210.75|190.0
DHN|12|low|69|-6.41|-11.66
DHN|12|medium|5|28.0|16.0
DIK|1|high|4|304.5|284.0
DIK|1|low|41|-8.27|-25.8
DIK|1|medium|4|28.25|16.75
DIK|1|unknown|4||
DIK|2|high|2|131.5|108.0
DIK|2|low|42|-9.71|-26.33
DIK|2|medium|4|36.75|20.5
DIK|2|unknown|4||
DIK|3|high|3|352.67|342.67
DIK|3|low|49|-7.82|-25.67
DIK|3|unknown|5||
DIK|4|high|3|322.33|303.33
DIK|4|low|51|-9.41|-22.73
DIK|4|medium|2|28.0|13.0
DIK|5|high|5|229.4|225.2
DIK|5|low|50|-9.26|-15.58
DIK|5|medium|2|28.0|36.0
DIK|6|high|2|642.5|639.5
DIK|6|low|49|-9.37|-19.57
DIK|6|medium|4|43.0|45.0
DIK|7|high|3|285.0|271.0
DIK|7|low|54|-9.5|-19.28
DIK|7|medium|1|41.0|27.0
DIK|8|high|3|135.67|123.33
DIK|8|low|54|-10.28|-18.89
DIK|9|high|2|287.5|294.5
DIK|9|low|52|-9.46|-14.62
DIK|9|medium|1|32.0|16.0
DIK|10|high|1|177.0|158.0
DIK|10|low|55|-8.24|-7.78
DIK|10|medium|2|40.0|25.0
DIK|11|high|7|390.86|377.0
DIK|11|low|42|-6.93|-1.76
DIK|11|medium|3|46.0|31.0
DIK|11|unknown|2||
DIK|12|high|7|214.86|204.14
DIK|12|low|48|-7.6|-12.38
DIK|12|medium|2|36.0|23.0
DIK|12|unknown|1||
DLG|6|low|15|-8.47|-8.53
DLG|6|medium|2|28.5|56.5
DLG|6|unknown|1||
DLG|7|high|4|168.75|175.75
DLG|7|low|26|-13.31|-9.12
DLG|7|medium|1|31.0|25.0
DLG|8|high|1|228.0|218.0
DLG|8|low|29|-13.62|-14.24
DLG|8|unknown|1||
DLG|9|high|2|180.5|184.0
DLG|9|low|24|-13.29|-14.63
DLG|9|medium|3|22.67|26.33
DLG|9|unknown|1||
DLH|1|high|28|200.68|189.54
DLH|1|low|100|-3.47|-10.09
DLH|1|medium|17|34.82|22.29
DLH|1|unknown|4||
DLH|2|high|5|143.2|131.0
DLH|2|low|122|-5.2|-15.86
DLH|2|medium|9|26.78|23.22
DLH|3|high|8|214.75|232.88
DLH|3|low|134|-5.04|-13.55
DLH|3|medium|5|34.8|24.6
DLH|3|unknown|3||
DLH|4|high|4|150.25|148.5
DLH|4|low|159|-7.0|-14.46
DLH|4|medium|9|29.89|20.0
DLH|5|high|21|150.48|151.76
DLH|5|low|141|-6.0|-12.16
DLH|5|medium|11|26.09|20.0
DLH|5|unknown|3||
DLH|6|high|21|245.9|247.1
DLH|6|low|140|-3.72|-5.71
DLH|6|medium|19|28.84|34.26
DLH|6|unknown|1||
DLH|7|high|20|133.35|129.2
DLH|7|low|173|-4.08|-7.69
DLH|7|medium|13|40.46|37.38
DLH|7|unknown|2||
DLH|8|high|17|119.82|121.82
DLH|8|low|190|-3.34|-2.66
DLH|8|medium|28|26.96|29.14
DLH|8|unknown|1||
DLH|9|high|6|152.33|149.0
DLH|9|low|208|-5.52|-13.08
DLH|9|medium|15|30.13|22.13
DLH|9|unknown|1||
DLH|10|high|4|134.75|115.0
DLH|10|low|215|-5.89|-15.29
DLH|10|medium|11|31.18|18.73
DLH|11|high|9|219.89|208.0
DLH|11|low|174|-5.08|-15.78
DLH|11|medium|10|31.3|18.9
DLH|12|high|24|154.75|156.75
DLH|12|low|118|-4.28|-10.92
DLH|12|medium|22|32.91|24.14
DLH|12|unknown|4||
DRO|1|high|33|189.12|188.88
DRO|1|low|216|-6.28|-7.04
DRO|1|medium|21|35.33|41.76
DRO|1|unknown|3||
DRO|2|high|11|200.27|194.18
DRO|2|low|222|-5.36|-8.49
DRO|2|medium|19|31.05|31.32
DRO|2|unknown|2||
DRO|3|high|7|147.43|153.43
DRO|3|low|243|-4.4|-7.65
DRO|3|medium|25|30.08|29.32
DRO|3|unknown|3||
DRO|4|high|18|204.56|197.28
DRO|4|low|205|-6.32|-6.76
DRO|4|medium|17|31.41|31.63
DRO|4|unknown|2||
DRO|5|high|23|162.57|161.91
DRO|5|low|227|-5.2|-7.59
DRO|5|medium|26|29.65|23.81
DRO|5|unknown|6||
DRO|6|high|31|175.77|164.32
DRO|6|low|285|-5.35|-10.13
DRO|6|medium|38|31.92|24.82
DRO|6|unknown|2||
DRO|7|high|26|174.54|169.19
DRO|7|low|300|-4.86|-10.8
DRO|7|medium|45|30.6|28.36
DRO|7|unknown|2||
DRO|8|high|30|204.97|198.83
DRO|8|low|298|-5.48|-10.24
DRO|8|medium|31|34.84|28.84
DRO|8|unknown|1||
DRO|9|high|19|104.16|92.89
DRO|9|low|307|-6.3|-13.16
DRO|9|medium|24|34.79|23.83
DRO|10|high|25|205.76|198.12
DRO|10|low|305|-5.2|-12.96
DRO|10|medium|26|28.58|19.31
DRO|11|high|44|177.86|178.48
DRO|11|low|258|-5.23|-13.13
DRO|11|medium|29|37.31|31.55
DRO|11|unknown|3||
DRO|12|high|24|123.75|123.54
DRO|12|low|301|-5.17|-14.15
DRO|12|medium|28|35.43|22.63
DRO|12|unknown|4||
DSM|1|high|164|178.29|182.52
DSM|1|low|823|-3.41|-8.0
DSM|1|medium|161|32.83|35.67
DSM|1|unknown|87||
DSM|2|high|77|200.68|196.53
DSM|2|low|999|-4.44|-13.22
DSM|2|medium|93|31.05|24.78
DSM|2|unknown|5||
DSM|3|high|70|190.87|183.74
DSM|3|low|1129|-5.03|-11.81
DSM|3|medium|124|31.98|23.75
DSM|3|unknown|4||
DSM|4|high|54|190.46|186.48
DSM|4|low|1097|-4.39|-9.92
DSM|4|medium|106|28.99|25.17
DSM|4|unknown|7||
DSM|5|high|103|169.28|169.39
DSM|5|low|954|-3.18|-7.19
DSM|5|medium|172|33.12|29.97
DSM|5|unknown|19||
DSM|6|high|113|173.69|167.31
DSM|6|low|976|-3.48|-7.32
DSM|6|medium|181|33.54|28.39
DSM|6|unknown|10||
DSM|7|high|144|163.51|158.99
DSM|7|low|970|-3.75|-6.22
DSM|7|medium|184|31.54|30.3
DSM|7|unknown|45||
DSM|8|high|103|151.66|145.81
DSM|8|low|1050|-4.39|-7.24
DSM|8|medium|139|31.37|26.88
DSM|8|unknown|19||
DSM|9|high|35|170.2|163.77
DSM|9|low|1098|-5.16|-10.65
DSM|9|medium|81|30.06|25.23
DSM|9|unknown|3||
DSM|10|high|54|203.43|196.44
DSM|10|low|1179|-5.48|-10.97
DSM|10|medium|92|34.08|25.88
DSM|10|unknown|5||
DSM|11|high|47|131.53|123.94
DSM|11|low|1135|-5.38|-11.15
DSM|11|medium|74|29.0|23.28
DSM|11|unknown|2||
DSM|12|high|110|193.87|197.6
DSM|12|low|1014|-3.68|-11.18
DSM|12|medium|142|30.96|22.58
DSM|12|unknown|5||
DTW|1|high|1104|171.65|171.77
DTW|1|low|6771|-2.06|-7.14
DTW|1|medium|1292|31.45|28.81
DTW|1|unknown|249||
DTW|2|high|313|138.58|125.98
DTW|2|low|8037|-3.18|-14.48
DTW|2|medium|711|30.0|17.96
DTW|2|unknown|14||
DTW|3|high|622|134.92|128.79
DTW|3|low|8945|-2.93|-10.53
DTW|3|medium|1143|30.83|23.06
DTW|3|unknown|25||
DTW|4|high|574|141.86|137.94
DTW|4|low|9058|-3.26|-8.68
DTW|4|medium|1061|31.62|26.56
DTW|4|unknown|41||
DTW|5|high|840|140.36|138.35
DTW|5|low|9044|-2.81|-6.05
DTW|5|medium|1337|31.6|29.68
DTW|5|unknown|47||
DTW|6|high|1022|146.61|144.27
DTW|6|low|8745|-2.71|-6.6
DTW|6|medium|1545|32.09|29.49
DTW|6|unknown|63||
DTW|7|high|1370|147.72|144.7
DTW|7|low|8269|-2.41|-6.05
DTW|7|medium|1615|31.85|27.69
DTW|7|unknown|336||
DTW|8|high|1089|140.5|137.16
DTW|8|low|8962|-2.77|-7.42
DTW|8|medium|1591|32.08|28.04
DTW|8|unknown|154||
DTW|9|high|409|126.45|120.04
DTW|9|low|9778|-4.15|-10.24
DTW|9|medium|922|31.67|25.42
DTW|9|unknown|24||
DTW|10|high|444|122.44|115.67
DTW|10|low|10176|-3.99|-10.58
DTW|10|medium|1007|30.86|23.45
DTW|10|unknown|22||
DTW|11|high|490|126.2|122.23
DTW|11|low|9546|-4.42|-10.67
DTW|11|medium|906|31.17|27.23
DTW|11|unknown|9||
DTW|12|high|896|140.92|136.0
DTW|12|low|8544|-2.37|-8.73
DTW|12|medium|1592|31.63|25.86
DTW|12|unknown|41||
DVL|1|high|4|120.0|80.67
DVL|1|low|42|-9.52|-22.26
DVL|1|medium|1|33.0|13.0
DVL|1|unknown|9||
DVL|2|high|5|458.8|478.4
DVL|2|low|39|-9.21|-20.18
DVL|2|medium|3|32.0|25.67
DVL|2|unknown|6||
DVL|3|high|4|304.25|295.0
DVL|3|low|50|-8.68|-14.34
DVL|3|medium|2|29.5|23.0
DVL|3|unknown|2||
DVL|4|high|1|78.0|86.0
DVL|4|low|54|-7.63|-13.11
DVL|5|high|5|135.0|123.2
DVL|5|low|53|-7.96|-7.28
DVL|6|high|8|246.63|242.38
DVL|6|low|41|-6.0|-6.45
DVL|6|medium|5|46.2|42.0
DVL|6|unknown|2||
DVL|7|high|3|93.33|86.67
DVL|7|low|44|-6.05|-10.66
DVL|7|medium|10|26.0|17.9
DVL|8|high|2|466.5|446.0
DVL|8|low|51|-8.55|-7.63
DVL|8|medium|2|27.5|21.0
DVL|8|unknown|3||
DVL|9|high|3|93.33|91.67
DVL|9|low|50|-8.26|-13.52
DVL|9|medium|3|29.67|32.33
DVL|10|high|2|570.0|565.0
DVL|10|low|50|-9.2|-15.58
DVL|10|medium|5|25.2|25.0
DVL|11|high|10|246.1|248.22
DVL|11|low|38|-4.16|-4.82
DVL|11|medium|3|32.33|17.0
DVL|11|unknown|5||
DVL|12|high|7|438.0|433.57
DVL|12|low|46|-6.85|-10.69
DVL|12|medium|2|29.5|22.0
DVL|12|unknown|2||
EAR|11|high|2|539.0|540.0
EAR|11|low|46|-5.52|-10.22
EAR|11|medium|2|35.5|35.5
EAR|11|unknown|2||
EAR|12|high|6|269.17|267.67
EAR|12|low|42|-5.21|-13.0
EAR|12|medium|4|22.75|11.25
EAR|12|unknown|1||
EAU|12|high|3|237.0|230.33
EAU|12|low|22|-5.64|-9.77
EAU|12|medium|4|39.5|27.25
EAU|12|unknown|2||
ECP|1|high|34|143.26|143.15
ECP|1|low|334|-4.51|-10.32
ECP|1|medium|42|29.29|29.81
ECP|1|unknown|4||
ECP|2|high|17|137.41|132.47
ECP|2|low|398|-5.39|-9.02
ECP|2|medium|21|29.52|24.14
ECP|2|unknown|1||
ECP|3|high|47|166.49|161.28
ECP|3|low|568|-3.77|-8.54
ECP|3|medium|93|30.73|27.54
ECP|3|unknown|1||
ECP|4|high|43|198.74|196.77
ECP|4|low|608|-3.76|-6.03
ECP|4|medium|77|30.13|29.0
ECP|4|unknown|5||
ECP|5|high|84|139.61|144.3
ECP|5|low|573|-2.24|-3.42
ECP|5|medium|155|32.4|34.14
ECP|5|unknown|12||
ECP|6|high|91|122.25|118.66
ECP|6|low|708|-2.25|-8.02
ECP|6|medium|208|32.21|26.15
ECP|6|unknown|6||
ECP|7|high|116|165.62|163.4
ECP|7|low|690|-2.14|-6.33
ECP|7|medium|205|31.19|27.28
ECP|7|unknown|17||
ECP|8|high|49|145.55|142.92
ECP|8|low|690|-3.51|-9.41
ECP|8|medium|111|30.29|24.52
ECP|8|unknown|5||
ECP|9|high|32|135.91|129.59
ECP|9|low|593|-4.06|-9.83
ECP|9|medium|71|29.01|27.33
ECP|9|unknown|14||
ECP|10|high|14|210.36|208.86
ECP|10|low|569|-3.58|-9.76
ECP|10|medium|68|30.21|20.65
ECP|11|high|16|139.63|132.44
ECP|11|low|437|-3.89|-8.75
ECP|11|medium|36|31.58|31.97
ECP|12|high|30|160.07|161.53
ECP|12|low|388|-2.99|-6.26
ECP|12|medium|58|32.86|28.28
ECP|12|unknown|1||
EGE|1|high|75|222.89|224.83
EGE|1|low|430|-3.83|-7.2
EGE|1|medium|121|35.1|34.77
EGE|1|unknown|6||
EGE|2|high|37|292.7|270.75
EGE|2|low|483|-5.16|-10.57
EGE|2|medium|75|29.09|23.39
EGE|2|unknown|4||
EGE|3|high|69|229.49|233.63
EGE|3|low|488|-4.88|-9.02
EGE|3|medium|79|31.96|31.67
EGE|3|unknown|8||
EGE|4|high|13|117.46|124.23
EGE|4|low|178|-5.71|-9.71
EGE|4|medium|12|33.33|28.75
EGE|4|unknown|2||
EGE|5|high|15|140.93|138.86
EGE|5|low|122|-5.58|-11.16
EGE|5|medium|11|37.64|27.64
EGE|5|unknown|2||
EGE|6|high|24|136.17|139.48
EGE|6|low|173|-5.76|-11.23
EGE|6|medium|19|32.47|20.89
EGE|6|unknown|3||
EGE|7|high|23|184.39|181.04
EGE|7|low|173|-5.19|-10.79
EGE|7|medium|43|30.23|24.63
EGE|7|unknown|4||
EGE|8|high|27|208.48|198.74
EGE|8|low|187|-5.72|-11.99
EGE|8|medium|25|34.8|26.5
EGE|8|unknown|1||
EGE|9|high|3|76.33|67.0
EGE|9|low|169|-6.21|-12.76
EGE|9|medium|15|34.4|25.6
EGE|10|high|4|147.25|135.0
EGE|10|low|111|-5.17|-16.28
EGE|10|medium|11|31.18|16.27
EGE|11|high|10|160.6|151.9
EGE|11|low|90|-3.24|-8.9
EGE|11|medium|9|34.22|32.0
EGE|11|unknown|2||
EGE|12|high|75|206.39|211.92
EGE|12|low|291|-3.86|-9.79
EGE|12|medium|64|32.02|25.47
EGE|12|unknown|7||
EKO|1|high|2|148.0|149.5
EKO|1|low|27|-6.52|-14.52
EKO|1|medium|1|60.0|144.0
EKO|1|unknown|1||
EKO|2|high|1|125.0|110.0
EKO|2|low|28|-8.0|-15.39
EKO|3|low|30|-6.8|-4.47
EKO|3|medium|1|60.0|49.0
EKO|4|low|27|-9.0|-12.89
EKO|4|medium|3|41.33|24.0
EKO|5|low|31|-9.32|-15.65
EKO|6|high|3|262.0|249.67
EKO|6|low|25|-6.4|-17.88
EKO|6|medium|2|40.0|28.0
EKO|7|high|2|566.0|557.0
EKO|7|low|28|-7.82|-15.57
EKO|7|unknown|1||
EKO|8|low|30|-8.97|-15.27
EKO|8|medium|1|39.0|26.0
EKO|9|high|1|95.0|88.0
EKO|9|low|29|-7.62|-17.59
EKO|10|low|31|-9.06|-21.87
EKO|11|low|30|-8.53|-11.97
EKO|12|low|31|-8.94|-19.1
ELM|1|high|20|296.35|291.25
ELM|1|low|44|-5.77|-16.7
ELM|1|medium|11|29.45|18.82
ELM|1|unknown|1||
ELM|2|high|6|85.33|67.17
ELM|2|low|75|-6.68|-20.52
ELM|2|medium|7|28.71|6.86
ELM|3|high|13|229.85|234.23
ELM|3|low|70|-5.4|-13.9
ELM|3|medium|6|26.33|15.33
ELM|4|high|8|187.38|194.38
ELM|4|low|75|-8.23|-16.0
ELM|4|medium|2|32.5|22.0
ELM|5|high|7|251.0|245.86
ELM|5|low|66|-4.3|-8.67
ELM|5|medium|7|32.14|25.71
ELM|6|high|16|177.38|177.75
ELM|6|low|57|-5.09|-6.91
ELM|6|medium|6|40.0|36.83
ELM|6|unknown|1||
ELM|7|high|15|116.67|112.33
ELM|7|low|64|-4.63|-4.89
ELM|7|medium|8|31.63|27.0
ELM|7|unknown|1||
ELM|8|high|6|127.0|116.33
ELM|8|low|71|-5.7|-10.49
ELM|8|medium|8|28.75|24.0
ELM|9|high|3|190.0|183.0
ELM|9|low|65|-7.35|-11.42
ELM|9|medium|9|34.11|23.78
ELM|9|unknown|1||
ELM|10|high|9|180.67|173.33
ELM|10|low|69|-7.45|-12.07
ELM|10|medium|6|31.83|27.17
ELM|10|unknown|3||
ELM|11|high|9|132.78|131.44
ELM|11|low|69|-7.03|-16.9
ELM|11|medium|8|42.5|33.0
ELM|12|high|8|208.38|202.0
ELM|12|low|64|-5.45|-12.17
ELM|12|medium|13|31.54|26.38
ELP|1|high|64|164.67|164.89
ELP|1|low|1050|-3.09|-7.15
ELP|1|medium|150|31.19|26.38
ELP|1|unknown|21||
ELP|2|high|39|175.51|175.1
ELP|2|low|1004|-2.88|-7.65
ELP|2|medium|111|30.25|25.83
ELP|2|unknown|3||
ELP|3|high|83|155.19|151.85
ELP|3|low|1059|-1.98|-6.59
ELP|3|medium|167|30.88|25.08
ELP|3|unknown|8||
ELP|4|high|83|150.99|149.92
ELP|4|low|1161|-2.79|-7.56
ELP|4|medium|178|30.13|24.44
ELP|4|unknown|5||
ELP|5|high|153|150.98|149.41
ELP|5|low|1045|-1.85|-6.18
ELP|5|medium|236|31.19|26.61
ELP|5|unknown|22||
ELP|6|high|113|137.82|133.86
ELP|6|low|1176|-2.41|-6.39
ELP|6|medium|209|30.8|28.4
ELP|6|unknown|13||
ELP|7|high|144|141.81|137.66
ELP|7|low|1144|-2.62|-6.97
ELP|7|medium|236|31.56|25.41
ELP|7|unknown|16||
ELP|8|high|83|136.73|133.01
ELP|8|low|1346|-4.41|-8.19
ELP|8|medium|150|33.16|29.15
ELP|8|unknown|9||
ELP|9|high|57|130.81|127.16
ELP|9|low|1299|-4.64|-10.49
ELP|9|medium|133|32.3|26.31
ELP|9|unknown|2||
ELP|10|high|51|156.45|153.29
ELP|10|low|1439|-4.33|-9.21
ELP|10|medium|114|31.29|26.72
ELP|10|unknown|3||
ELP|11|high|63|132.54|132.49
ELP|11|low|1300|-4.24|-9.05
ELP|11|medium|141|31.88|29.69
ELP|11|unknown|7||
ELP|12|high|105|156.46|155.9
ELP|12|low|1268|-3.47|-8.31
ELP|12|medium|159|32.39|26.85
ELP|12|unknown|10||
ESC|1|high|6|128.33|114.5
ESC|1|low|41|-6.63|-19.73
ESC|1|medium|2|24.0|18.0
ESC|1|unknown|3||
ESC|2|high|2|86.5|64.5
ESC|2|low|47|-9.53|-28.3
ESC|2|medium|1|20.0|-4.0
ESC|3|high|7|200.71|188.0
ESC|3|low|43|-9.33|-23.16
ESC|3|medium|3|40.33|18.0
ESC|4|high|4|137.75|129.5
ESC|4|low|45|-7.49|-16.84
ESC|4|medium|1|57.0|60.0
ESC|4|unknown|1||
ESC|5|high|3|101.67|95.0
ESC|5|low|50|-8.3|-14.64
ESC|6|high|7|159.57|162.14
ESC|6|low|39|-6.46|-4.1
ESC|6|medium|6|31.0|34.83
ESC|7|high|5|388.6|411.2
ESC|7|low|42|-6.67|-3.38
ESC|7|medium|5|30.4|29.2
ESC|8|high|3|254.33|252.33
ESC|8|low|47|-8.13|-3.83
ESC|8|medium|4|34.75|39.0
ESC|9|high|2|331.5|323.5
ESC|9|low|51|-11.37|-12.84
ESC|9|medium|5|30.0|26.6
ESC|10|high|5|107.4|96.4
ESC|10|low|55|-8.67|-13.87
ESC|10|medium|2|43.5|38.0
ESC|11|high|3|190.33|179.67
ESC|11|low|48|-10.15|-13.17
ESC|11|medium|8|34.25|21.63
ESC|12|high|6|160.5|156.33
ESC|12|low|42|-5.38|-8.62
ESC|12|medium|5|36.0|42.8
ESC|12|unknown|1||
EUG|1|high|56|207.89|199.23
EUG|1|low|372|-3.24|-9.79
EUG|1|medium|71|32.01|21.03
EUG|1|unknown|63||
EUG|2|high|37|182.35|180.49
EUG|2|low|464|-4.39|-10.92
EUG|2|medium|35|35.83|28.71
EUG|2|unknown|2||
EUG|3|high|40|125.05|121.39
EUG|3|low|527|-3.65|-5.99
EUG|3|medium|61|33.18|36.41
EUG|3|unknown|2||
EUG|4|high|28|128.82|123.86
EUG|4|low|511|-3.84|-7.69
EUG|4|medium|56|30.89|26.34
EUG|5|high|41|114.0|109.59
EUG|5|low|477|-4.01|-9.66
EUG|5|medium|65|32.45|26.98
EUG|5|unknown|5||
EUG|6|high|32|108.25|105.56
EUG|6|low|495|-1.93|-7.72
EUG|6|medium|77|30.35|24.58
EUG|6|unknown|2||
EUG|7|high|43|185.16|178.67
EUG|7|low|513|-2.35|-8.45
EUG|7|medium|78|32.85|25.53
EUG|7|unknown|4||
EUG|8|high|30|133.37|132.97
EUG|8|low|474|-3.43|-7.41
EUG|8|medium|56|27.77|27.41
EUG|8|unknown|2||
EUG|9|high|34|159.53|150.59
EUG|9|low|450|-3.88|-7.9
EUG|9|medium|42|36.4|28.95
EUG|10|high|32|187.28|183.13
EUG|10|low|565|-3.77|-8.9
EUG|10|medium|52|28.87|22.69
EUG|11|high|33|205.82|205.88
EUG|11|low|526|-3.6|-9.31
EUG|11|medium|61|30.66|22.33
EUG|11|unknown|6||
EUG|12|high|48|193.5|188.23
EUG|12|low|504|-2.24|-8.47
EUG|12|medium|97|29.86|23.13
EUG|12|unknown|9||
EVV|1|high|20|149.5|149.5
EVV|1|low|113|-4.6|-10.06
EVV|1|medium|15|30.27|24.87
EVV|1|unknown|4||
EVV|2|high|2|95.5|84.0
EVV|2|low|130|-5.72|-12.24
EVV|2|medium|13|35.08|30.54
EVV|3|high|17|175.94|173.88
EVV|3|low|128|-5.59|-9.77
EVV|3|medium|12|30.67|27.5
EVV|3|unknown|2||
EVV|4|high|12|180.25|182.08
EVV|4|low|127|-5.8|-5.31
EVV|4|medium|13|32.77|31.92
EVV|4|unknown|2||
EVV|5|high|21|202.05|203.62
EVV|5|low|125|-4.33|-4.22
EVV|5|medium|13|26.31|24.23
EVV|5|unknown|2||
EVV|6|high|14|117.36|107.69
EVV|6|low|161|-5.63|-12.24
EVV|6|medium|20|32.95|30.15
EVV|6|unknown|2||
EVV|7|high|14|193.21|200.0
EVV|7|low|152|-5.89|-9.89
EVV|7|medium|36|30.97|33.54
EVV|7|unknown|4||
EVV|8|high|10|122.2|116.1
EVV|8|low|149|-5.97|-16.12
EVV|8|medium|13|40.54|33.15
EVV|8|unknown|1||
EVV|9|high|12|134.08|133.0
EVV|9|low|161|-6.54|-8.51
EVV|9|medium|13|34.15|33.92
EVV|9|unknown|1||
EVV|10|high|8|293.25|278.13
EVV|10|low|196|-7.25|-16.99
EVV|10|medium|12|30.42|18.67
EVV|10|unknown|3||
EVV|11|high|13|189.85|182.92
EVV|11|low|164|-6.2|-12.6
EVV|11|medium|7|27.43|26.14
EVV|11|unknown|3||
EVV|12|high|19|165.74|151.63
EVV|12|low|124|-3.68|-12.74
EVV|12|medium|19|35.21|24.53
EWN|7|high|5|302.4|288.0
EWN|7|low|8|-5.5|-21.13
EWN|7|medium|6|35.0|19.0
EWN|7|unknown|3||
EWN|8|high|4|325.25|314.25
EWN|8|low|18|-2.89|-8.56
EWN|8|medium|3|47.0|43.33
EWN|8|unknown|1||
EWN|9|high|1|163.0|159.0
EWN|9|low|2|-8.0|-14.0
EWR|1|high|747|139.49|134.98
EWR|1|low|7516|-3.46|-13.23
EWR|1|medium|1194|32.03|22.77
EWR|1|unknown|461||
EWR|2|high|413|129.82|118.31
EWR|2|low|8399|-4.39|-18.05
EWR|2|medium|932|31.38|19.47
EWR|2|unknown|87||
EWR|3|high|803|134.51|123.46
EWR|3|low|8481|-3.89|-16.38
EWR|3|medium|1322|31.94|19.68
EWR|3|unknown|59||
EWR|4|high|838|142.74|136.54
EWR|4|low|8388|-3.91|-10.66
EWR|4|medium|1343|32.35|25.69
EWR|4|unknown|127||
EWR|5|high|1068|129.01|127.04
EWR|5|low|8525|-3.5|-10.42
EWR|5|medium|1585|33.33|28.83
EWR|5|unknown|130||
EWR|6|high|1269|157.22|157.57
EWR|6|low|7653|-2.91|-10.77
EWR|6|medium|1480|32.29|28.8
EWR|6|unknown|304||
EWR|7|high|1723|161.84|161.74
