origin|month|delay_band|num_flights|avg_dep|avg_arr|top_cause_1|top_cause_2|top_cause_3
BLI|6|medium|3|20.0|19.0|late_aircraft|nas|carrier
BLI|7|high|1|236.0|264.0|carrier|late_aircraft|nas
BLI|7|low|26|-2.38|-7.92|carrier|late_aircraft|nas
BLI|7|medium|3|41.0|36.0|carrier|late_aircraft|nas
BLI|8|high|2|134.5|134.0|late_aircraft|nas|carrier
BLI|8|low|15|-3.53|-3.2|late_aircraft|nas|carrier
BLI|8|medium|1|53.0|25.0|late_aircraft|nas|carrier
BLI|9|low|15|-1.33|2.27|nas|carrier|none
BLI|10|high|1|94.0|78.0|late_aircraft|nas|carrier
BLI|10|low|15|-4.67|-4.53|late_aircraft|nas|carrier
BLI|10|medium|2|43.5|46.5|late_aircraft|nas|carrier
BLI|11|high|1|96.0|99.0|carrier|nas|none
BLI|11|low|25|-5.44|-8.2|carrier|nas|none
BLI|12|low|16|-7.69|-3.13|nas|carrier|late_aircraft
BLI|12|medium|3|36.33|31.0|nas|carrier|late_aircraft
BLV|1|high|1|135.0|140.0|late_aircraft|nas|carrier
BLV|1|low|2|-11.0|-21.5|late_aircraft|nas|carrier
BLV|1|medium|1|37.0|65.0|late_aircraft|nas|carrier
BLV|2|low|1|-13.0|-15.0|none|none|none
BLV|3|high|3|167.67|172.33|late_aircraft|nas|carrier
BLV|3|low|5|-2.4|-6.2|late_aircraft|nas|carrier
BLV|3|medium|1|41.0|23.0|late_aircraft|nas|carrier
BLV|4|low|7|-3.57|-16.57|none|none|none
BLV|4|medium|1|25.0|13.0|none|none|none
BLV|5|low|7|-4.86|-17.71|carrier|none|none
BLV|5|medium|1|60.0|39.0|carrier|none|none
BLV|6|low|10|-2.6|-3.9|late_aircraft|nas|carrier
BLV|6|medium|2|47.5|38.5|late_aircraft|nas|carrier
BLV|7|high|2|441.0|437.0|carrier|late_aircraft|nas
BLV|7|low|11|-5.73|-4.82|carrier|late_aircraft|nas
BLV|7|medium|4|35.5|37.75|carrier|late_aircraft|nas
BLV|8|high|1|266.0|256.0|late_aircraft|weather|none
BLV|8|low|10|-6.6|-12.6|late_aircraft|weather|none
BLV|9|low|6|-10.33|-18.0|none|none|none
BLV|10|low|5|-15.8|-17.8|none|none|none
BLV|11|low|10|-8.1|-23.7|none|none|none
BLV|12|high|2|94.5|87.0|late_aircraft|nas|carrier
BLV|12|low|4|-3.0|-16.5|late_aircraft|nas|carrier
BLV|12|medium|4|37.0|30.5|late_aircraft|nas|carrier
BMI|1|high|5|181.6|169.4|late_aircraft|nas|weather
BMI|1|low|13|-6.0|-12.15|late_aircraft|nas|weather
BMI|1|medium|1|18.0|127.0|late_aircraft|nas|weather
BMI|2|high|2|266.0|226.5|carrier|late_aircraft|none
BMI|2|low|15|-7.0|-20.0|carrier|late_aircraft|none
BMI|2|medium|3|25.33|20.33|carrier|late_aircraft|none
BMI|3|high|1|107.0|99.0|late_aircraft|nas|carrier
BMI|3|low|21|-6.48|-9.67|late_aircraft|nas|carrier
BMI|3|medium|1|21.0|13.0|late_aircraft|nas|carrier
BMI|4|high|1|64.0|53.0|late_aircraft|carrier|none
BMI|4|low|15|-3.53|-10.27|late_aircraft|carrier|none
BMI|5|low|12|-4.33|-7.33|late_aircraft|none|none
BMI|5|medium|1|40.0|38.0|late_aircraft|none|none
BMI|6|high|3|400.67|403.33|carrier|late_aircraft|nas
BMI|6|low|9|-4.89|-11.78|carrier|late_aircraft|nas
BMI|6|medium|1|46.0|24.0|carrier|late_aircraft|nas
BMI|7|low|16|-7.25|-9.13|late_aircraft|nas|none
BMI|7|medium|1|48.0|51.0|late_aircraft|nas|none
BMI|8|high|1|92.0|89.0|late_aircraft|carrier|none
BMI|8|low|14|-3.79|-12.57|late_aircraft|carrier|none
BMI|8|medium|3|48.0|36.67|late_aircraft|carrier|none
BMI|9|low|15|-4.67|-18.13|none|none|none
BMI|10|high|1|91.0|75.0|carrier|none|none
BMI|10|low|15|-5.13|-20.2|carrier|none|none
BMI|11|high|1|781.0|739.0|carrier|late_aircraft|none
BMI|11|low|9|-4.0|-17.78|carrier|late_aircraft|none
BMI|11|medium|1|27.0|24.0|carrier|late_aircraft|none
BMI|12|low|11|-1.55|-8.73|nas|late_aircraft|weather
BMI|12|medium|1|24.0|10.0|nas|late_aircraft|weather
BNA|1|high|74|176.51|177.18|weather|carrier|late_aircraft
BNA|1|low|505|-2.4|-7.61|weather|carrier|late_aircraft
BNA|1|medium|103|30.1|28.43|weather|carrier|late_aircraft
BNA|2|high|29|108.45|102.76|late_aircraft|weather|carrier
BNA|2|low|580|-3.19|-9.12|late_aircraft|weather|carrier
BNA|2|medium|81|29.21|23.11|late_aircraft|weather|carrier
BNA|3|high|52|122.73|117.54|weather|late_aircraft|nas
BNA|3|low|660|-3.1|-10.38|weather|late_aircraft|nas
BNA|3|medium|120|29.86|22.21|weather|late_aircraft|nas
BNA|4|high|35|146.71|142.06|carrier|weather|late_aircraft
BNA|4|low|689|-2.8|-8.41|carrier|weather|late_aircraft
BNA|4|medium|98|31.55|25.56|carrier|weather|late_aircraft
BNA|5|high|103|144.92|147.39|late_aircraft|weather|carrier
BNA|5|low|611|-1.03|-5.77|late_aircraft|weather|carrier
BNA|5|medium|151|30.33|26.91|late_aircraft|weather|carrier
BNA|6|high|75|160.92|154.93|weather|late_aircraft|carrier
BNA|6|low|674|-1.41|-7.4|weather|late_aircraft|carrier
BNA|6|medium|145|29.24|22.58|weather|late_aircraft|carrier
BNA|7|high|80|128.69|128.38|late_aircraft|carrier|nas
BNA|7|low|608|-1.26|-6.23|late_aircraft|carrier|nas
BNA|7|medium|182|30.38|24.13|late_aircraft|carrier|nas
BNA|8|high|51|144.59|138.22|late_aircraft|carrier|nas
BNA|8|low|662|-2.16|-7.15|late_aircraft|carrier|nas
BNA|8|medium|95|30.44|27.19|late_aircraft|carrier|nas
BNA|9|high|28|124.11|114.79|late_aircraft|weather|carrier
BNA|9|low|707|-2.75|-7.46|late_aircraft|weather|carrier
BNA|9|medium|102|29.41|24.83|late_aircraft|weather|carrier
BNA|10|high|28|124.57|110.61|late_aircraft|carrier|nas
BNA|10|low|800|-2.85|-9.97|late_aircraft|carrier|nas
BNA|10|medium|95|30.55|24.4|late_aircraft|carrier|nas
BNA|11|high|26|134.12|129.35|carrier|late_aircraft|nas
BNA|11|low|722|-2.83|-10.12|carrier|late_aircraft|nas
BNA|11|medium|92|27.24|19.43|carrier|late_aircraft|nas
BNA|12|high|43|123.49|123.7|late_aircraft|security|carrier
BNA|12|low|599|-1.61|-9.48|late_aircraft|security|carrier
BNA|12|medium|125|29.32|19.73|late_aircraft|security|carrier
BOI|1|high|14|104.5|102.07|weather|late_aircraft|nas
BOI|1|low|131|-2.63|-4.41|weather|late_aircraft|nas
BOI|1|medium|28|34.89|41.82|weather|late_aircraft|nas
BOI|2|high|10|138.7|135.7|late_aircraft|carrier|nas
BOI|2|low|126|-3.81|-8.42|late_aircraft|carrier|nas
BOI|2|medium|6|23.33|16.5|late_aircraft|carrier|nas
BOI|3|high|4|103.25|110.0|nas|carrier|weather
BOI|3|low|150|-4.35|-7.9|nas|carrier|weather
BOI|3|medium|14|32.07|32.5|nas|carrier|weather
BOI|4|high|5|251.8|251.8|weather|carrier|late_aircraft
BOI|4|low|150|-4.78|-6.57|weather|carrier|late_aircraft
BOI|4|medium|8|25.25|23.25|weather|carrier|late_aircraft
BOI|5|high|9|117.22|111.78|late_aircraft|carrier|nas
BOI|5|low|170|-3.63|-6.03|late_aircraft|carrier|nas
BOI|5|medium|17|25.59|23.12|late_aircraft|carrier|nas
BOI|6|high|7|81.86|73.86|late_aircraft|weather|carrier
BOI|6|low|155|-3.52|-4.48|late_aircraft|weather|carrier
BOI|6|medium|11|35.36|29.0|late_aircraft|weather|carrier
BOI|7|high|12|128.83|116.42|late_aircraft|weather|carrier
BOI|7|low|180|-2.34|-5.96|late_aircraft|weather|carrier
BOI|7|medium|20|33.35|27.9|late_aircraft|weather|carrier
BOI|8|high|13|112.23|110.38|weather|late_aircraft|carrier
BOI|8|low|188|-3.6|-7.26|weather|late_aircraft|carrier
BOI|8|medium|21|29.24|28.19|weather|late_aircraft|carrier
BOI|9|high|6|87.33|85.33|late_aircraft|carrier|nas
BOI|9|low|170|-3.92|-9.18|late_aircraft|carrier|nas
BOI|9|medium|22|28.59|22.55|late_aircraft|carrier|nas
BOI|10|high|2|84.5|90.0|late_aircraft|carrier|nas
BOI|10|low|178|-5.03|-10.03|late_aircraft|carrier|nas
BOI|10|medium|20|31.35|29.65|late_aircraft|carrier|nas
BOI|11|high|8|118.75|114.13|late_aircraft|carrier|weather
BOI|11|low|171|-4.5|-9.78|late_aircraft|carrier|weather
BOI|11|medium|14|30.29|29.71|late_aircraft|carrier|weather
BOI|12|high|11|134.73|127.55|carrier|nas|late_aircraft
BOI|12|low|150|-3.01|-9.61|carrier|nas|late_aircraft
BOI|12|medium|18|33.44|23.17|carrier|nas|late_aircraft
BOS|1|high|94|146.3|143.41|weather|security|late_aircraft
BOS|1|low|770|-3.42|-11.23|weather|security|late_aircraft
BOS|1|medium|118|30.7|23.03|weather|security|late_aircraft
BOS|2|high|49|127.24|117.27|weather|security|late_aircraft
BOS|2|low|872|-3.72|-16.84|weather|security|late_aircraft
BOS|2|medium|101|30.87|17.34|weather|security|late_aircraft
BOS|3|high|71|115.86|105.15|late_aircraft|weather|carrier
BOS|3|low|924|-4.13|-14.72|late_aircraft|weather|carrier
BOS|3|medium|129|32.1|20.94|late_aircraft|weather|carrier
BOS|4|high|81|134.05|129.53|security|late_aircraft|carrier
BOS|4|low|902|-3.75|-11.44|security|late_aircraft|carrier
BOS|4|medium|135|29.73|21.69|security|late_aircraft|carrier
BOS|5|high|97|137.1|132.87|late_aircraft|weather|carrier
BOS|5|low|915|-3.2|-9.79|late_aircraft|weather|carrier
BOS|5|medium|186|30.42|22.49|late_aircraft|weather|carrier
BOS|6|high|105|166.91|158.64|late_aircraft|carrier|weather
BOS|6|low|948|-3.41|-9.01|late_aircraft|carrier|weather
BOS|6|medium|165|31.15|26.98|late_aircraft|carrier|weather
BOS|7|high|138|139.22|131.96|late_aircraft|carrier|nas
BOS|7|low|903|-2.74|-9.09|late_aircraft|carrier|nas
BOS|7|medium|174|32.65|27.83|late_aircraft|carrier|nas
BOS|8|high|147|143.1|136.07|late_aircraft|weather|carrier
BOS|8|low|968|-2.64|-8.64|late_aircraft|weather|carrier
BOS|8|medium|203|33.9|27.53|late_aircraft|weather|carrier
BOS|9|high|68|120.65|107.84|late_aircraft|carrier|weather
BOS|9|low|1003|-4.21|-12.18|late_aircraft|carrier|weather
BOS|9|medium|121|32.77|23.7|late_aircraft|carrier|weather
BOS|10|high|50|115.78|109.6|weather|late_aircraft|carrier
BOS|10|low|1164|-3.57|-11.02|weather|late_aircraft|carrier
BOS|10|medium|119|30.4|21.3|weather|late_aircraft|carrier
BOS|11|high|60|117.22|94.28|late_aircraft|carrier|nas
BOS|11|low|992|-4.52|-14.8|late_aircraft|carrier|nas
BOS|11|medium|94|30.41|21.19|late_aircraft|carrier|nas
BOS|12|high|95|144.12|137.07|late_aircraft|weather|nas
BOS|12|low|900|-2.51|-9.12|late_aircraft|weather|nas
BOS|12|medium|167|32.02|26.32|late_aircraft|weather|nas
BPT|1|high|1|120.0|146.0|late_aircraft|carrier|nas
BPT|1|low|4|-5.5|-12.25|late_aircraft|carrier|nas
BPT|2|low|5|-6.0|-8.8|none|none|none
BPT|3|high|2|212.0|213.5|late_aircraft|nas|carrier
BPT|3|low|6|-3.83|-12.0|late_aircraft|nas|carrier
BPT|4|high|1|67.0|73.0|weather|nas|none
BPT|4|low|1|-10.0|-25.0|weather|nas|none
BPT|4|medium|1|15.0|6.0|weather|nas|none
BPT|5|low|3|-8.33|-18.33|none|none|none
BPT|6|low|1|-10.0|-24.0|none|none|none
BPT|7|low|11|-8.64|-15.09|nas|none|none
BPT|8|low|7|-6.86|-15.57|carrier|none|none
BPT|8|medium|1|30.0|16.0|carrier|none|none
BPT|9|low|7|-9.0|-22.86|none|none|none
BPT|9|medium|1|20.0|5.0|none|none|none
BPT|10|low|6|-5.17|-17.67|carrier|none|none
BPT|10|medium|1|49.0|40.0|carrier|none|none
BPT|11|low|2|-10.0|-14.5|none|none|none
BPT|12|low|5|-3.8|-4.4|nas|weather|none
BQK|1|high|1|62.0|56.0|nas|none|none
BQK|1|low|4|-4.0|-16.0|nas|none|none
BQK|2|high|1|460.0|463.0|weather|nas|none
BQK|2|low|5|-4.2|-7.6|weather|nas|none
BQK|3|low|5|-4.2|-10.4|none|none|none
BQK|4|high|2|142.0|141.0|carrier|weather|late_aircraft
BQK|4|low|4|-2.5|4.75|carrier|weather|late_aircraft
BQK|4|medium|1|25.0|30.0|carrier|weather|late_aircraft
BQK|5|low|3|-3.0|4.0|none|none|none
BQK|6|high|1|234.0|220.0|weather|carrier|nas
BQK|6|low|7|-2.86|1.57|weather|carrier|nas
BQK|7|low|7|-6.57|-8.71|carrier|none|none
BQK|8|high|2|145.5|142.0|carrier|nas|none
BQK|8|low|3|-6.0|-13.67|carrier|nas|none
BQK|9|low|8|-9.38|13.63|carrier|none|none
BQK|10|low|4|-9.75|-12.5|carrier|none|none
BQK|10|medium|1|37.0|33.0|carrier|none|none
BQK|11|high|1|144.0|127.0|carrier|none|none
BQK|11|low|10|-6.5|2.8|carrier|none|none
BQK|12|high|2|169.5|159.0|carrier|nas|none
BQK|12|low|8|-6.13|10.88|carrier|nas|none
BQN|1|high|1|110.0|104.0|late_aircraft|carrier|nas
BQN|1|low|27|-9.74|-15.04|late_aircraft|carrier|nas
BQN|1|medium|2|37.0|25.5|late_aircraft|carrier|nas
BQN|2|high|1|64.0|91.0|carrier|late_aircraft|nas
BQN|2|low|17|-9.94|-5.65|carrier|late_aircraft|nas
BQN|2|medium|1|22.0|28.0|carrier|late_aircraft|nas
BQN|3|high|4|128.5|118.5|late_aircraft|carrier|nas
BQN|3|low|21|-3.76|-12.43|late_aircraft|carrier|nas
BQN|3|medium|4|27.25|31.75|late_aircraft|carrier|nas
BQN|4|low|14|-8.29|-12.29|carrier|late_aircraft|weather
BQN|4|medium|4|27.0|20.75|carrier|late_aircraft|weather
BQN|5|high|2|108.0|100.5|late_aircraft|carrier|weather
BQN|5|low|17|-1.65|-10.88|late_aircraft|carrier|weather
BQN|5|medium|3|23.67|18.67|late_aircraft|carrier|weather
BQN|6|high|3|227.67|221.67|late_aircraft|carrier|nas
BQN|6|low|19|-7.11|-15.74|late_aircraft|carrier|nas
BQN|6|medium|2|41.5|38.5|late_aircraft|carrier|nas
BQN|7|high|4|84.75|84.0|late_aircraft|carrier|nas
BQN|7|low|18|-5.94|-16.78|late_aircraft|carrier|nas
BQN|7|medium|5|22.8|9.2|late_aircraft|carrier|nas
BQN|8|high|1|95.0|67.0|late_aircraft|none|none
BQN|8|low|17|-3.94|-11.47|late_aircraft|none|none
BQN|8|medium|3|31.33|14.0|late_aircraft|none|none
BQN|9|high|4|117.25|108.25|nas|late_aircraft|carrier
BQN|9|low|10|-7.1|-16.5|nas|late_aircraft|carrier
BQN|9|medium|2|21.5|27.5|nas|late_aircraft|carrier
BQN|10|high|1|107.0|109.0|late_aircraft|nas|none
BQN|10|low|10|-7.7|-14.1|late_aircraft|nas|none
BQN|10|medium|2|47.0|30.5|late_aircraft|nas|none
BQN|11|high|3|161.33|122.67|carrier|late_aircraft|weather
BQN|11|low|12|-2.08|-7.67|carrier|late_aircraft|weather
BQN|11|medium|5|38.0|29.8|carrier|late_aircraft|weather
BQN|12|high|3|366.33|368.0|late_aircraft|carrier|nas
BQN|12|low|19|-6.21|-13.26|late_aircraft|carrier|nas
BQN|12|medium|3|37.0|32.0|late_aircraft|carrier|nas
BRD|1|high|2|109.0|88.0|weather|carrier|none
BRD|1|low|5|-6.4|-17.6|weather|carrier|none
BRD|2|low|3|-9.33|-26.33|none|none|none
BRD|3|low|1|-12.0|-26.0|none|none|none
BRD|4|low|2|-8.5|-12.5|none|none|none
BRD|5|low|6|-11.67|-16.5|none|none|none
BRD|6|high|3|458.33|467.0|carrier|nas|none
BRD|6|low|4|-8.5|6.5|carrier|nas|none
BRD|6|medium|1|15.0|38.0|carrier|nas|none
BRD|7|high|1|95.0|93.0|nas|none|none
BRD|7|low|7|-5.57|0.57|nas|none|none
BRD|7|medium|1|15.0|14.0|nas|none|none
BRD|8|low|8|-10.88|-12.88|none|none|none
BRD|9|high|1|82.0|80.0|carrier|none|none
BRD|9|low|8|-8.88|-18.0|carrier|none|none
BRD|10|low|3|-8.0|-25.0|none|none|none
BRD|11|low|4|-13.25|-16.0|none|none|none
BRD|12|high|3|382.0|383.33|weather|carrier|nas
BRD|12|low|3|-11.0|-19.0|weather|carrier|nas
BRO|1|low|15|-2.87|-7.33|nas|late_aircraft|weather
BRO|1|medium|2|26.0|22.5|nas|late_aircraft|weather
BRO|2|low|11|-7.91|-6.73|late_aircraft|none|none
BRO|2|medium|1|24.0|24.0|late_aircraft|none|none
BRO|3|low|20|-3.0|-9.2|none|none|none
BRO|3|medium|1|27.0|11.0|none|none|none
BRO|4|high|3|88.67|83.67|late_aircraft|carrier|nas
BRO|4|low|17|-7.35|-11.24|late_aircraft|carrier|nas
BRO|4|medium|2|19.0|13.5|late_aircraft|carrier|nas
BRO|5|high|3|511.0|509.0|carrier|weather|late_aircraft
BRO|5|low|7|-8.0|-5.57|carrier|weather|late_aircraft
BRO|5|medium|1|39.0|48.0|carrier|weather|late_aircraft
BRO|6|high|1|62.0|73.0|carrier|late_aircraft|nas
BRO|6|low|13|-5.31|-11.54|carrier|late_aircraft|nas
BRO|6|medium|2|32.5|32.0|carrier|late_aircraft|nas
BRO|7|high|1|77.0|86.0|late_aircraft|nas|weather
BRO|7|low|14|-5.07|-7.5|late_aircraft|nas|weather
BRO|7|medium|5|28.0|22.6|late_aircraft|nas|weather
BRO|8|low|21|-5.76|-10.71|nas|none|none
BRO|9|low|12|-7.25|-13.33|weather|nas|none
BRO|9|medium|1|19.0|21.0|weather|nas|none
BRO|10|low|23|-5.57|-11.39|late_aircraft|carrier|none
BRO|10|medium|3|36.67|30.0|late_aircraft|carrier|none
BRO|11|low|10|-7.2|-7.1|carrier|none|none
BRO|11|medium|1|56.0|49.0|carrier|none|none
BRO|12|low|18|-4.67|-5.33|nas|carrier|none
BRO|12|medium|2|23.0|20.0|nas|carrier|none
BRW|2|low|2|4.0|8.5|weather|nas|none
BRW|2|medium|1|42.0|51.0|weather|nas|none
BRW|3|low|4|-3.25|-0.25|late_aircraft|carrier|nas
BRW|3|medium|2|36.5|45.0|late_aircraft|carrier|nas
BRW|4|low|5|-1.6|2.2|carrier|nas|none
BRW|5|low|1|-1.0|8.0|none|none|none
BRW|6|low|3|-4.0|-4.0|security|nas|none
BRW|6|medium|1|19.0|23.0|security|nas|none
BRW|7|low|5|2.2|3.0|security|nas|none
BRW|7|medium|2|17.5|15.5|security|nas|none
BRW|8|low|2|0.5|6.5|none|none|none
BRW|9|low|2|-3.0|-0.5|none|none|none
BRW|10|low|4|1.75|4.25|none|none|none
BRW|11|low|4|-11.5|-10.5|none|none|none
BRW|11|medium|1|27.0|13.0|none|none|none
BRW|12|medium|1|19.0|20.0|late_aircraft|nas|none
BTM|1|low|4|-15.0|-31.5|none|none|none
BTM|2|low|6|-16.33|-15.5|none|none|none
BTM|3|low|6|-10.33|-24.0|none|none|none
BTM|4|low|2|-16.5|-33.0|none|none|none
BTM|5|low|4|-16.25|-25.0|none|none|none
BTM|6|low|4|-20.0|-25.5|carrier|weather|none
BTM|6|medium|2|47.5|41.5|carrier|weather|none
BTM|7|low|4|-12.0|-17.0|none|none|none
BTM|8|low|5|-14.4|-16.6|none|none|none
BTM|9|low|8|-12.5|-17.38|carrier|none|none
BTM|9|medium|1|35.0|26.0|carrier|none|none
BTM|10|low|9|-12.56|-23.56|none|none|none
BTM|11|low|7|-9.43|-20.71|nas|carrier|none
BTM|12|low|4|-16.75|-37.5|none|none|none
BTR|1|high|6|185.0|188.5|late_aircraft|carrier|weather
BTR|1|low|25|-4.28|-8.16|late_aircraft|carrier|weather
BTR|1|medium|5|25.2|26.8|late_aircraft|carrier|weather
BTR|2|high|1|65.0|53.0|late_aircraft|nas|carrier
BTR|2|low|30|-5.27|-4.93|late_aircraft|nas|carrier
BTR|2|medium|2|21.5|18.5|late_aircraft|nas|carrier
BTR|3|high|2|140.5|157.0|late_aircraft|nas|weather
BTR|3|low|30|-3.97|-11.13|late_aircraft|nas|weather
BTR|3|medium|1|16.0|6.0|late_aircraft|nas|weather
BTR|4|high|4|216.5|213.25|weather|late_aircraft|carrier
BTR|4|low|38|-6.11|-8.5|weather|late_aircraft|carrier
BTR|4|medium|4|36.25|28.0|weather|late_aircraft|carrier
BTR|5|high|2|92.0|105.0|weather|carrier|nas
BTR|5|low|30|-5.23|-4.1|weather|carrier|nas
BTR|5|medium|2|18.5|13.0|weather|carrier|nas
BTR|6|high|2|270.0|266.0|weather|late_aircraft|carrier
BTR|6|low|28|-4.86|-11.0|weather|late_aircraft|carrier
BTR|6|medium|4|28.5|31.75|weather|late_aircraft|carrier
BTR|7|high|3|134.0|147.0|carrier|late_aircraft|nas
BTR|7|low|36|-2.75|-10.19|carrier|late_aircraft|nas
BTR|7|medium|8|36.88|35.63|carrier|late_aircraft|nas
BTR|8|high|2|71.0|66.5|late_aircraft|nas|carrier
BTR|8|low|36|-4.67|-7.56|late_aircraft|nas|carrier
BTR|8|medium|4|22.75|21.75|late_aircraft|nas|carrier
BTR|9|high|3|149.67|155.33|carrier|late_aircraft|nas
BTR|9|low|34|-3.12|-9.47|carrier|late_aircraft|nas
BTR|9|medium|1|25.0|23.0|carrier|late_aircraft|nas
BTR|10|high|4|162.75|156.25|carrier|late_aircraft|nas
BTR|10|low|39|-3.97|-10.38|carrier|late_aircraft|nas
BTR|10|medium|4|26.25|19.0|carrier|late_aircraft|nas
BTR|11|high|1|179.0|222.0|weather|late_aircraft|nas
BTR|11|low|42|-5.17|-11.17|weather|late_aircraft|nas
BTR|11|medium|3|30.67|29.67|weather|late_aircraft|nas
BTR|12|high|5|154.8|167.4|weather|carrier|late_aircraft
BTR|12|low|28|-1.39|-6.57|weather|carrier|late_aircraft
BTR|12|medium|1|25.0|8.0|weather|carrier|late_aircraft
BTV|1|high|7|177.86|173.29|carrier|late_aircraft|nas
BTV|1|low|38|-4.39|-10.42|carrier|late_aircraft|nas
BTV|1|medium|1|28.0|18.0|carrier|late_aircraft|nas
BTV|2|high|2|337.0|305.0|late_aircraft|nas|weather
BTV|2|low|40|-4.25|-20.7|late_aircraft|nas|weather
BTV|2|medium|1|53.0|21.0|late_aircraft|nas|weather
BTV|3|high|2|175.5|181.0|carrier|late_aircraft|nas
BTV|3|low|51|-5.12|-15.61|carrier|late_aircraft|nas
BTV|3|medium|2|27.5|20.5|carrier|late_aircraft|nas
BTV|4|high|2|93.0|100.0|late_aircraft|nas|weather
BTV|4|low|33|-6.7|-10.21|late_aircraft|nas|weather
BTV|4|medium|1|21.0|8.0|late_aircraft|nas|weather
BTV|5|high|5|145.2|156.4|nas|late_aircraft|carrier
BTV|5|low|55|-5.6|-12.85|nas|late_aircraft|carrier
BTV|5|medium|3|49.67|42.0|nas|late_aircraft|carrier
BTV|6|high|5|163.6|151.8|nas|late_aircraft|weather
BTV|6|low|55|-5.65|-15.64|nas|late_aircraft|weather
BTV|6|medium|6|36.5|33.5|nas|late_aircraft|weather
BTV|7|high|8|186.13|188.25|weather|carrier|late_aircraft
BTV|7|low|59|-3.56|-4.95|weather|carrier|late_aircraft
BTV|7|medium|8|29.13|26.63|weather|carrier|late_aircraft
BTV|8|high|4|94.5|120.5|weather|late_aircraft|nas
BTV|8|low|58|-4.16|-6.33|weather|late_aircraft|nas
BTV|8|medium|5|26.8|52.6|weather|late_aircraft|nas
BTV|9|high|1|124.0|152.0|weather|late_aircraft|carrier
BTV|9|low|77|-6.38|-9.36|weather|late_aircraft|carrier
BTV|9|medium|7|23.14|13.57|weather|late_aircraft|carrier
BTV|10|high|1|108.0|100.0|weather|carrier|late_aircraft
BTV|10|low|83|-6.06|-13.45|weather|carrier|late_aircraft
BTV|10|medium|9|33.56|23.78|weather|carrier|late_aircraft
BTV|11|high|2|177.0|158.0|carrier|nas|late_aircraft
BTV|11|low|55|-5.76|-13.24|carrier|nas|late_aircraft
BTV|11|medium|2|46.0|35.0|carrier|nas|late_aircraft
BTV|12|high|6|271.17|266.33|late_aircraft|weather|carrier
BTV|12|low|46|-4.35|-5.78|late_aircraft|weather|carrier
BTV|12|medium|5|36.6|24.0|late_aircraft|weather|carrier
BUF|1|high|12|199.25|203.08|late_aircraft|carrier|nas
BUF|1|low|113|-3.01|-4.01|late_aircraft|carrier|nas
BUF|1|medium|18|29.22|33.28|late_aircraft|carrier|nas
BUF|2|high|6|139.5|153.17|weather|late_aircraft|carrier
BUF|2|low|137|-4.79|-15.82|weather|late_aircraft|carrier
BUF|2|medium|9|21.78|14.33|weather|late_aircraft|carrier
BUF|3|high|13|147.15|146.31|late_aircraft|carrier|nas
BUF|3|low|134|-3.35|-9.93|late_aircraft|carrier|nas
BUF|3|medium|18|32.06|28.61|late_aircraft|carrier|nas
BUF|4|high|11|218.91|208.27|late_aircraft|weather|nas
BUF|4|low|180|-4.22|-11.38|late_aircraft|weather|nas
BUF|4|medium|15|28.73|25.27|late_aircraft|weather|nas
BUF|5|high|24|166.17|165.54|carrier|late_aircraft|nas
BUF|5|low|126|-3.13|-9.77|carrier|late_aircraft|nas
BUF|5|medium|16|34.25|34.06|carrier|late_aircraft|nas
BUF|6|high|18|119.0|118.33|late_aircraft|nas|carrier
BUF|6|low|142|-2.66|-6.58|late_aircraft|nas|carrier
BUF|6|medium|25|30.4|25.8|late_aircraft|nas|carrier
BUF|7|high|17|132.12|147.53|late_aircraft|nas|weather
BUF|7|low|152|-2.57|-4.11|late_aircraft|nas|weather
BUF|7|medium|28|33.71|31.86|late_aircraft|nas|weather
BUF|8|high|18|168.11|164.28|carrier|late_aircraft|weather
BUF|8|low|152|-2.91|-7.74|carrier|late_aircraft|weather
BUF|8|medium|26|31.23|27.31|carrier|late_aircraft|weather
BUF|9|high|7|100.71|100.14|weather|carrier|late_aircraft
BUF|9|low|166|-4.07|-9.82|weather|carrier|late_aircraft
BUF|9|medium|22|25.91|22.82|weather|carrier|late_aircraft
BUF|10|high|12|146.42|135.25|carrier|late_aircraft|security
BUF|10|low|181|-4.83|-12.99|carrier|late_aircraft|security
BUF|10|medium|20|28.65|15.5|carrier|late_aircraft|security
BUF|11|high|11|120.45|111.0|late_aircraft|nas|carrier
BUF|11|low|152|-3.87|-13.09|late_aircraft|nas|carrier
BUF|11|medium|9|34.11|25.67|late_aircraft|nas|carrier
BUF|12|high|14|142.36|159.86|late_aircraft|weather|carrier
BUF|12|low|149|-2.4|-7.15|late_aircraft|weather|carrier
BUF|12|medium|34|34.21|34.59|late_aircraft|weather|carrier
BUR|1|high|12|104.92|95.17|late_aircraft|weather|nas
BUR|1|low|198|-3.89|-8.56|late_aircraft|weather|nas
BUR|1|medium|26|35.0|28.92|late_aircraft|weather|nas
BUR|2|high|14|114.79|103.86|carrier|late_aircraft|nas
BUR|2|low|155|-3.52|-7.82|carrier|late_aircraft|nas
BUR|2|medium|24|32.46|26.79|carrier|late_aircraft|nas
BUR|3|high|14|181.64|176.14|weather|late_aircraft|nas
BUR|3|low|171|-2.69|-6.66|weather|late_aircraft|nas
BUR|3|medium|42|32.71|26.67|weather|late_aircraft|nas
BUR|4|high|9|114.33|122.44|carrier|late_aircraft|nas
BUR|4|low|156|-2.99|-7.9|carrier|late_aircraft|nas
