origin|month|delay_band|num_flights|avg_dep_delay|avg_arr_delay
DIK|12|medium|2|36.0|23.0
DIK|12|unknown|1|0.0|0.0
DLG|6|low|23|-9.7|-10.09
DLG|6|medium|2|28.5|56.5
DLG|6|unknown|1|0.0|0.0
DLG|7|high|6|186.5|192.5
DLG|7|low|37|-11.65|-8.92
DLG|7|medium|2|31.0|25.0
DLG|8|high|1|228.0|218.0
DLG|8|low|38|-12.53|-13.45
DLG|8|unknown|2|0.0|0.0
DLG|9|high|3|187.33|193.0
DLG|9|low|34|-12.41|-13.94
DLG|9|medium|4|23.5|30.25
DLG|9|unknown|1|0.0|0.0
DLH|1|high|38|188.76|178.97
DLH|1|low|150|-3.31|-8.87
DLH|1|medium|28|33.86|19.61
DLH|1|unknown|7|0.0|0.0
DLH|2|high|8|125.5|114.5
DLH|2|low|178|-5.44|-15.92
DLH|2|medium|13|25.92|17.31
DLH|3|high|12|199.0|208.92
DLH|3|low|209|-5.12|-13.61
DLH|3|medium|6|37.5|30.33
DLH|3|unknown|4|0.0|0.0
DLH|4|high|5|137.0|134.2
DLH|4|low|240|-7.03|-14.22
DLH|4|medium|16|27.81|24.38
DLH|5|high|27|155.89|155.15
DLH|5|low|207|-6.02|-12.22
DLH|5|medium|15|24.73|21.07
DLH|5|unknown|4|0.0|0.0
DLH|6|high|34|220.76|219.29
DLH|6|low|202|-3.92|-5.34
DLH|6|medium|27|27.78|31.85
DLH|6|unknown|1|0.0|0.0
DLH|7|high|29|135.17|130.93
DLH|7|low|256|-3.82|-7.08
DLH|7|medium|20|40.9|39.25
DLH|7|unknown|4|0.0|0.0
DLH|8|high|32|111.56|109.62
DLH|8|low|281|-3.12|-1.93
DLH|8|medium|39|27.21|29.54
DLH|8|unknown|1|0.0|0.0
DLH|9|high|9|131.11|136.44
DLH|9|low|311|-5.44|-12.96
DLH|9|medium|21|32.57|24.05
DLH|9|unknown|1|0.0|0.0
DLH|10|high|6|151.0|131.83
DLH|10|low|318|-5.87|-15.59
DLH|10|medium|20|30.2|19.0
DLH|11|high|12|233.58|226.17
DLH|11|low|259|-4.75|-15.91
DLH|11|medium|13|33.31|19.31
DLH|12|high|37|148.08|148.27
DLH|12|low|175|-4.15|-11.51
DLH|12|medium|37|29.38|18.89
DLH|12|unknown|5|0.0|0.0
DRO|1|high|50|195.9|198.26
DRO|1|low|323|-6.0|-7.22
DRO|1|medium|33|35.24|42.52
DRO|1|unknown|6|0.0|0.0
DRO|2|high|17|185.35|181.06
DRO|2|low|337|-5.29|-8.91
DRO|2|medium|25|32.32|31.36
DRO|2|unknown|4|0.0|0.0
DRO|3|high|13|147.0|147.62
DRO|3|low|359|-4.07|-7.33
DRO|3|medium|42|30.17|24.45
DRO|3|unknown|3|0.0|0.0
DRO|4|high|27|213.3|208.07
DRO|4|low|297|-6.2|-6.5
DRO|4|medium|29|29.21|24.34
DRO|4|unknown|2|0.0|0.0
DRO|5|high|33|169.7|173.64
DRO|5|low|327|-4.91|-6.96
DRO|5|medium|37|28.57|22.89
DRO|5|unknown|11|0.0|0.0
DRO|6|high|45|194.49|182.16
DRO|6|low|429|-5.37|-9.9
DRO|6|medium|56|32.52|26.75
DRO|6|unknown|3|0.0|0.0
DRO|7|high|40|183.03|176.28
DRO|7|low|451|-4.78|-10.61
DRO|7|medium|65|30.35|28.57
DRO|7|unknown|3|0.0|0.0
DRO|8|high|49|212.18|205.24
DRO|8|low|455|-5.39|-9.86
DRO|8|medium|42|33.69|26.02
DRO|8|unknown|1|0.0|0.0
DRO|9|high|31|93.42|81.26
DRO|9|low|480|-6.42|-13.64
DRO|9|medium|35|36.31|25.57
DRO|10|high|40|185.8|179.0
DRO|10|low|472|-5.21|-12.87
DRO|10|medium|32|28.34|18.62
DRO|11|high|80|163.06|159.6
DRO|11|low|399|-4.96|-12.98
DRO|11|medium|45|38.87|36.62
DRO|11|unknown|4|0.0|0.0
DRO|12|high|37|133.32|133.84
DRO|12|low|451|-5.23|-14.49
DRO|12|medium|38|35.82|21.63
DRO|12|unknown|7|0.0|0.0
DSM|1|high|265|182.45|188.77
DSM|1|low|1237|-3.37|-8.34
DSM|1|medium|235|33.42|37.03
DSM|1|unknown|134|0.0|0.0
DSM|2|high|116|190.73|188.79
DSM|2|low|1513|-4.45|-13.16
DSM|2|medium|134|30.38|24.23
DSM|2|unknown|10|0.0|0.0
DSM|3|high|108|171.45|160.96
DSM|3|low|1651|-4.95|-11.87
DSM|3|medium|182|31.51|23.06
DSM|3|unknown|4|0.0|0.0
DSM|4|high|85|184.54|180.86
DSM|4|low|1604|-4.32|-9.59
DSM|4|medium|163|28.36|24.13
DSM|4|unknown|11|0.0|0.0
DSM|5|high|149|166.38|166.3
DSM|5|low|1435|-3.21|-7.36
DSM|5|medium|259|32.51|28.65
DSM|5|unknown|30|0.0|0.0
DSM|6|high|159|165.16|158.01
DSM|6|low|1453|-3.61|-6.93
DSM|6|medium|272|33.32|28.3
DSM|6|unknown|13|0.0|0.0
DSM|7|high|209|170.44|164.11
DSM|7|low|1435|-3.77|-6.15
DSM|7|medium|291|32.65|32.53
DSM|7|unknown|70|0.0|0.0
DSM|8|high|147|145.6|139.65
DSM|8|low|1576|-4.3|-6.8
DSM|8|medium|205|31.07|26.39
DSM|8|unknown|26|0.0|0.0
DSM|9|high|57|182.67|176.12
DSM|9|low|1654|-5.23|-10.68
DSM|9|medium|124|30.57|26.05
DSM|9|unknown|3|0.0|0.0
DSM|10|high|79|211.03|204.14
DSM|10|low|1757|-5.32|-11.19
DSM|10|medium|150|32.89|24.49
DSM|10|unknown|6|0.0|0.0
DSM|11|high|65|129.42|123.46
DSM|11|low|1703|-5.35|-10.81
DSM|11|medium|98|29.68|22.52
DSM|11|unknown|2|0.0|0.0
DSM|12|high|163|187.18|188.91
DSM|12|low|1510|-3.79|-11.46
DSM|12|medium|216|30.55|21.95
DSM|12|unknown|7|0.0|0.0
DTW|1|high|1600|174.45|172.38
DTW|1|low|10147|-2.05|-7.12
DTW|1|medium|1951|31.32|28.31
DTW|1|unknown|369|0.0|0.0
DTW|2|high|474|143.24|130.6
DTW|2|low|12017|-3.15|-14.45
DTW|2|medium|1057|30.33|18.27
DTW|2|unknown|18|0.0|0.0
DTW|3|high|923|131.22|125.16
DTW|3|low|13342|-2.92|-10.38
DTW|3|medium|1704|30.89|23.31
DTW|3|unknown|38|0.0|0.0
DTW|4|high|842|142.61|137.62
DTW|4|low|13633|-3.24|-8.67
DTW|4|medium|1631|31.88|26.79
DTW|4|unknown|63|0.0|0.0
DTW|5|high|1246|139.18|136.4
DTW|5|low|13546|-2.79|-6.05
DTW|5|medium|1994|31.46|28.99
DTW|5|unknown|65|0.0|0.0
DTW|6|high|1582|145.6|142.58
DTW|6|low|13088|-2.72|-6.55
DTW|6|medium|2330|32.07|29.16
DTW|6|unknown|94|0.0|0.0
DTW|7|high|2103|145.24|141.28
DTW|7|low|12400|-2.42|-6.11
DTW|7|medium|2418|32.17|27.95
DTW|7|unknown|512|0.0|0.0
DTW|8|high|1633|138.9|133.92
DTW|8|low|13422|-2.74|-7.42
DTW|8|medium|2422|31.98|27.68
DTW|8|unknown|249|0.0|0.0
DTW|9|high|622|126.29|119.21
DTW|9|low|14626|-4.18|-10.31
DTW|9|medium|1380|31.35|25.5
DTW|9|unknown|32|0.0|0.0
DTW|10|high|645|126.99|120.29
DTW|10|low|15242|-4.0|-10.62
DTW|10|medium|1544|31.02|23.49
DTW|10|unknown|31|0.0|0.0
DTW|11|high|747|124.99|117.39
DTW|11|low|14327|-4.4|-10.63
DTW|11|medium|1367|31.43|27.74
DTW|11|unknown|12|0.0|0.0
DTW|12|high|1343|140.13|133.9
DTW|12|low|12745|-2.36|-8.68
DTW|12|medium|2373|31.52|25.4
DTW|12|unknown|61|0.0|0.0
DVL|1|high|7|132.14|42.29
DVL|1|low|65|-9.2|-23.03
DVL|1|medium|2|33.0|13.0
DVL|1|unknown|14|0.0|0.0
DVL|2|high|7|352.29|362.86
DVL|2|low|55|-9.45|-18.53
DVL|2|medium|4|36.25|28.75
DVL|2|unknown|11|0.0|0.0
DVL|3|high|8|302.5|291.25
DVL|3|low|72|-8.42|-13.54
DVL|3|medium|2|29.5|23.0
DVL|3|unknown|3|0.0|0.0
DVL|4|high|3|78.0|86.0
DVL|4|low|76|-7.18|-11.97
DVL|5|high|7|137.71|125.0
DVL|5|low|75|-7.19|-6.88
DVL|6|high|12|375.42|366.92
DVL|6|low|64|-6.45|-5.8
DVL|6|medium|6|47.33|35.83
DVL|6|unknown|5|0.0|0.0
DVL|7|high|4|92.25|84.75
DVL|7|low|65|-5.31|-11.17
DVL|7|medium|16|25.31|18.69
DVL|8|high|3|595.33|571.33
DVL|8|low|78|-8.4|-6.59
DVL|8|medium|3|23.33|15.0
DVL|8|unknown|5|0.0|0.0
DVL|9|high|5|88.4|91.2
DVL|9|low|85|-8.73|-14.01
DVL|9|medium|3|29.67|32.33
DVL|10|high|3|721.33|716.0
DVL|10|low|75|-9.04|-15.76
DVL|10|medium|6|25.0|23.33
DVL|11|high|20|324.7|303.25
DVL|11|low|62|-5.03|-4.47
DVL|11|medium|4|32.25|19.5
DVL|11|unknown|8|0.0|0.0
DVL|12|high|12|476.25|469.83
DVL|12|low|71|-6.82|-10.04
DVL|12|medium|4|29.5|22.0
DVL|12|unknown|2|0.0|0.0
EAR|11|high|2|539.0|540.0
EAR|11|low|65|-5.52|-10.06
EAR|11|medium|2|35.5|35.5
EAR|11|unknown|3|0.0|0.0
EAR|12|high|10|255.3|253.8
EAR|12|low|61|-5.0|-13.44
EAR|12|medium|6|21.5|9.5
EAR|12|unknown|2|0.0|0.0
EAU|12|high|3|237.0|230.33
EAU|12|low|34|-4.79|-9.09
EAU|12|medium|6|35.17|26.83
EAU|12|unknown|3|0.0|0.0
ECP|1|high|45|138.42|137.67
ECP|1|low|493|-4.43|-10.06
ECP|1|medium|67|30.27|30.43
ECP|1|unknown|5|0.0|0.0
ECP|2|high|26|133.12|129.92
ECP|2|low|594|-5.24|-9.0
ECP|2|medium|28|30.07|25.04
ECP|2|unknown|1|0.0|0.0
ECP|3|high|70|176.3|171.14
ECP|3|low|874|-3.78|-8.52
ECP|3|medium|145|30.43|27.07
ECP|3|unknown|1|0.0|0.0
ECP|4|high|62|191.23|188.31
ECP|4|low|890|-3.83|-6.12
ECP|4|medium|119|31.11|29.32
ECP|4|unknown|8|0.0|0.0
ECP|5|high|125|144.75|145.71
ECP|5|low|849|-2.08|-3.6
ECP|5|medium|233|31.93|33.39
ECP|5|unknown|18|0.0|0.0
ECP|6|high|128|123.05|120.12
ECP|6|low|1043|-2.22|-7.9
ECP|6|medium|302|32.75|27.35
ECP|6|unknown|10|0.0|0.0
ECP|7|high|182|175.55|170.57
ECP|7|low|1030|-2.06|-5.95
ECP|7|medium|301|30.39|25.89
ECP|7|unknown|20|0.0|0.0
ECP|8|high|68|140.09|135.88
ECP|8|low|1038|-3.26|-9.13
ECP|8|medium|164|30.14|24.2
ECP|8|unknown|6|0.0|0.0
ECP|9|high|47|129.17|122.43
ECP|9|low|882|-4.1|-9.96
ECP|9|medium|105|28.18|27.52
ECP|9|unknown|19|0.0|0.0
ECP|10|high|21|182.14|179.14
ECP|10|low|893|-3.54|-9.7
ECP|10|medium|88|30.4|20.68
ECP|11|high|30|144.17|137.87
ECP|11|low|670|-3.62|-8.72
ECP|11|medium|56|30.46|34.21
ECP|12|high|51|196.0|196.59
ECP|12|low|605|-2.93|-5.69
ECP|12|medium|97|33.02|28.29
ECP|12|unknown|1|0.0|0.0
EGE|1|high|112|233.31|223.45
EGE|1|low|663|-3.92|-7.81
EGE|1|medium|186|34.5|34.58
EGE|1|unknown|7|0.0|0.0
EGE|2|high|53|296.08|274.91
EGE|2|low|712|-5.3|-10.53
EGE|2|medium|118|27.89|22.3
EGE|2|unknown|6|0.0|0.0
EGE|3|high|98|225.86|221.08
EGE|3|low|699|-4.85|-8.51
EGE|3|medium|120|31.43|30.77
EGE|3|unknown|11|0.0|0.0
EGE|4|high|22|120.36|123.5
EGE|4|low|265|-5.48|-8.95
EGE|4|medium|19|31.47|29.32
EGE|4|unknown|3|0.0|0.0
EGE|5|high|28|140.29|128.82
EGE|5|low|181|-5.82|-10.96
EGE|5|medium|14|37.14|27.0
EGE|5|unknown|3|0.0|0.0
EGE|6|high|39|133.77|129.95
EGE|6|low|263|-5.68|-11.27
EGE|6|medium|28|32.68|22.14
EGE|6|unknown|3|0.0|0.0
EGE|7|high|33|164.64|161.39
EGE|7|low|266|-5.32|-11.14
EGE|7|medium|59|30.02|25.56
EGE|7|unknown|6|0.0|0.0
EGE|8|high|35|241.46|231.2
EGE|8|low|277|-5.51|-11.65
EGE|8|medium|43|36.07|25.72
EGE|8|unknown|1|0.0|0.0
EGE|9|high|6|75.5|63.67
EGE|9|low|247|-6.17|-13.13
EGE|9|medium|27|31.33|27.15
EGE|10|high|6|136.5|125.67
EGE|10|low|157|-5.04|-16.24
EGE|10|medium|16|32.19|17.81
EGE|11|high|16|148.62|138.44
EGE|11|low|135|-2.88|-7.1
EGE|11|medium|13|32.15|28.54
EGE|11|unknown|2|0.0|0.0
EGE|12|high|116|200.22|197.59
EGE|12|low|423|-3.83|-10.84
EGE|12|medium|93|31.88|25.6
EGE|12|unknown|8|0.0|0.0
EKO|1|high|4|148.0|149.5
EKO|1|low|38|-6.05|-15.87
EKO|1|medium|2|60.0|144.0
EKO|1|unknown|3|0.0|0.0
EKO|2|high|1|125.0|110.0
EKO|2|low|43|-8.09|-15.74
EKO|3|low|43|-7.12|-7.07
EKO|3|medium|1|60.0|49.0
EKO|4|low|43|-9.6|-13.05
EKO|4|medium|6|38.17|20.83
EKO|5|low|45|-8.96|-15.2
EKO|6|high|3|262.0|249.67
EKO|6|low|36|-5.89|-16.89
EKO|6|medium|4|39.5|26.5
EKO|7|high|2|566.0|557.0
EKO|7|low|46|-7.43|-14.93
EKO|7|unknown|2|0.0|0.0
EKO|8|low|38|-8.63|-15.05
EKO|8|medium|1|39.0|26.0
EKO|9|high|3|95.0|88.0
EKO|9|low|41|-7.54|-17.61
EKO|10|low|50|-9.44|-23.18
EKO|11|low|49|-8.2|-11.18
EKO|12|low|46|-8.85|-20.33
ELM|1|high|28|279.57|272.43
ELM|1|low|67|-5.13|-15.12
ELM|1|medium|20|30.35|19.45
ELM|1|unknown|1|0.0|0.0
ELM|2|high|11|81.45|60.27
ELM|2|low|112|-6.7|-21.62
ELM|2|medium|15|28.0|11.67
ELM|3|high|19|266.63|265.42
ELM|3|low|103|-5.71|-15.22
ELM|3|medium|12|24.75|15.58
ELM|4|high|11|185.82|196.45
ELM|4|low|112|-7.98|-15.85
ELM|4|medium|4|30.75|16.5
ELM|5|high|9|238.78|235.0
ELM|5|low|85|-4.26|-7.82
ELM|5|medium|14|36.14|29.5
ELM|6|high|27|180.48|177.52
ELM|6|low|86|-5.64|-7.06
ELM|6|medium|10|36.0|31.3
ELM|6|unknown|1|0.0|0.0
ELM|7|high|20|117.9|112.95
ELM|7|low|100|-4.07|-4.58
ELM|7|medium|14|31.79|26.93
ELM|7|unknown|1|0.0|0.0
ELM|8|high|9|158.33|149.78
ELM|8|low|107|-5.27|-9.81
ELM|8|medium|11|26.0|21.18
ELM|9|high|4|190.5|183.25
ELM|9|low|92|-7.24|-11.76
ELM|9|medium|16|32.0|20.69
ELM|9|unknown|1|0.0|0.0
ELM|10|high|17|159.06|151.29
ELM|10|low|98|-7.44|-12.41
ELM|10|medium|8|31.38|27.25
ELM|10|unknown|3|0.0|0.0
ELM|11|high|15|128.07|129.2
ELM|11|low|97|-7.08|-17.02
ELM|11|medium|12|41.58|31.25
ELM|12|high|12|221.0|215.08
ELM|12|low|102|-4.63|-11.74
ELM|12|medium|16|31.5|25.81
ELP|1|high|93|164.28|164.23
ELP|1|low|1575|-3.23|-7.35
ELP|1|medium|238|30.61|26.62
ELP|1|unknown|28|0.0|0.0
ELP|2|high|59|214.17|213.41
ELP|2|low|1525|-2.91|-7.66
ELP|2|medium|162|29.29|24.2
ELP|2|unknown|4|0.0|0.0
ELP|3|high|136|139.42|132.81
ELP|3|low|1597|-2.06|-6.65
ELP|3|medium|254|30.11|24.85
ELP|3|unknown|12|0.0|0.0
ELP|4|high|117|150.25|148.61
ELP|4|low|1745|-2.84|-7.68
ELP|4|medium|273|29.36|22.57
ELP|4|unknown|9|0.0|0.0
ELP|5|high|215|149.06|146.8
ELP|5|low|1590|-1.76|-6.23
ELP|5|medium|347|31.05|26.37
ELP|5|unknown|38|0.0|0.0
ELP|6|high|171|145.7|139.71
ELP|6|low|1776|-2.34|-6.24
ELP|6|medium|310|30.71|28.28
ELP|6|unknown|23|0.0|0.0
ELP|7|high|218|141.06|136.31
ELP|7|low|1675|-2.81|-7.01
ELP|7|medium|362|31.28|24.98
ELP|7|unknown|24|0.0|0.0
ELP|8|high|129|135.05|130.36
ELP|8|low|2067|-4.45|-8.02
ELP|8|medium|227|32.78|28.74
ELP|8|unknown|16|0.0|0.0
ELP|9|high|85|135.47|132.09
ELP|9|low|1943|-4.69|-10.35
ELP|9|medium|189|31.92|25.84
ELP|9|unknown|3|0.0|0.0
ELP|10|high|78|158.54|155.6
ELP|10|low|2129|-4.42|-9.42
ELP|10|medium|174|31.52|26.56
ELP|10|unknown|4|0.0|0.0
ELP|11|high|99|131.63|128.09
ELP|11|low|1953|-4.3|-8.92
ELP|11|medium|220|31.15|28.78
ELP|11|unknown|12|0.0|0.0
ELP|12|high|166|149.31|148.04
ELP|12|low|1893|-3.35|-8.17
ELP|12|medium|220|32.91|27.16
ELP|12|unknown|13|0.0|0.0
ESC|1|high|10|120.8|113.9
ESC|1|low|61|-6.64|-18.52
ESC|1|medium|3|23.33|15.0
ESC|1|unknown|3|0.0|0.0
ESC|2|high|2|86.5|64.5
ESC|2|low|72|-9.4|-28.21
ESC|2|medium|1|20.0|-4.0
ESC|3|high|8|191.75|178.5
ESC|3|low|64|-9.0|-23.45
ESC|3|medium|4|36.0|15.0
ESC|4|high|6|118.83|110.0
ESC|4|low|60|-7.35|-16.9
ESC|4|medium|3|57.0|60.0
ESC|4|unknown|2|0.0|0.0
ESC|5|high|3|101.67|95.0
ESC|5|low|66|-8.17|-15.36
ESC|6|high|11|148.18|148.27
ESC|6|low|55|-6.35|-4.04
ESC|6|medium|7|32.0|38.86
ESC|7|high|10|308.2|330.7
ESC|7|low|73|-6.92|-5.38
ESC|7|medium|5|30.4|29.2
ESC|8|high|4|244.75|239.5
ESC|8|low|65|-8.32|-4.4
ESC|8|medium|5|31.6|34.8
ESC|9|high|3|403.67|389.0
ESC|9|low|83|-11.19|-13.58
ESC|9|medium|7|29.86|25.43
ESC|10|high|8|102.25|89.62
ESC|10|low|89|-9.03|-14.29
ESC|10|medium|5|34.2|27.8
ESC|11|high|6|196.5|183.83
ESC|11|low|71|-10.17|-14.2
ESC|11|medium|10|36.6|25.5
ESC|12|high|10|167.1|171.0
ESC|12|low|61|-4.8|-10.52
ESC|12|medium|6|39.0|42.0
ESC|12|unknown|1|0.0|0.0
EUG|1|high|81|201.48|192.95
EUG|1|low|575|-3.56|-10.37
EUG|1|medium|109|31.58|19.2
EUG|1|unknown|92|0.0|0.0
EUG|2|high|55|165.09|163.87
EUG|2|low|719|-4.48|-10.98
EUG|2|medium|50|35.62|29.46
EUG|2|unknown|3|0.0|0.0
EUG|3|high|72|114.64|104.15
EUG|3|low|792|-3.58|-6.1
EUG|3|medium|86|32.99|37.71
EUG|3|unknown|3|0.0|0.0
EUG|4|high|43|129.93|124.7
EUG|4|low|790|-3.95|-7.76
EUG|4|medium|79|30.53|26.2
EUG|5|high|66|110.08|105.06
EUG|5|low|707|-3.98|-9.15
EUG|5|medium|88|32.18|27.14
EUG|5|unknown|6|0.0|0.0
EUG|6|high|52|113.4|111.48
EUG|6|low|750|-1.9|-7.37
EUG|6|medium|111|30.36|23.59
EUG|6|unknown|4|0.0|0.0
EUG|7|high|64|198.47|192.69
EUG|7|low|731|-2.37|-8.81
EUG|7|medium|122|33.68|27.33
EUG|7|unknown|7|0.0|0.0
EUG|8|high|39|133.13|131.92
EUG|8|low|718|-3.46|-7.49
EUG|8|medium|93|27.16|27.77
EUG|8|unknown|3|0.0|0.0
EUG|9|high|50|163.82|155.26
EUG|9|low|658|-3.88|-7.79
EUG|9|medium|56|35.86|27.82
EUG|10|high|49|192.0|188.45
EUG|10|low|823|-3.62|-8.74
EUG|10|medium|73|28.88|23.56
EUG|11|high|53|224.25|216.96
EUG|11|low|791|-3.5|-9.33
EUG|11|medium|94|30.55|21.94
EUG|11|unknown|9|0.0|0.0
EUG|12|high|85|180.65|175.68
EUG|12|low|776|-2.51|-8.73
EUG|12|medium|144|30.6|23.15
EUG|12|unknown|14|0.0|0.0
EVV|1|high|28|154.32|157.68
EVV|1|low|154|-4.92|-10.81
EVV|1|medium|21|31.86|28.1
EVV|1|unknown|6|0.0|0.0
EVV|2|high|4|102.25|92.0
EVV|2|low|196|-5.58|-12.73
EVV|2|medium|17|35.0|29.65
EVV|3|high|25|185.64|183.12
EVV|3|low|199|-5.51|-9.0
EVV|3|medium|15|31.13|28.2
EVV|3|unknown|2|0.0|0.0
EVV|4|high|16|171.0|171.38
EVV|4|low|191|-5.62|-4.91
EVV|4|medium|18|32.39|32.11
EVV|4|unknown|3|0.0|0.0
EVV|5|high|29|179.72|178.28
EVV|5|low|193|-4.03|-3.97
EVV|5|medium|19|24.84|21.63
EVV|5|unknown|4|0.0|0.0
EVV|6|high|28|116.71|103.18
EVV|6|low|231|-5.48|-12.26
EVV|6|medium|26|32.46|31.85
EVV|6|unknown|4|0.0|0.0
EVV|7|high|20|168.05|173.9
EVV|7|low|238|-5.69|-10.34
EVV|7|medium|54|31.2|32.37
EVV|7|unknown|5|0.0|0.0
EVV|8|high|11|134.27|126.91
EVV|8|low|214|-5.78|-15.89
EVV|8|medium|20|40.75|32.2
EVV|8|unknown|2|0.0|0.0
EVV|9|high|20|156.85|158.9
EVV|9|low|239|-6.85|-8.63
EVV|9|medium|19|35.26|32.11
EVV|9|unknown|1|0.0|0.0
EVV|10|high|10|356.3|341.1
EVV|10|low|305|-7.06|-16.14
EVV|10|medium|15|30.07|19.33
EVV|10|unknown|3|0.0|0.0
EVV|11|high|17|165.76|156.35
EVV|11|low|267|-6.2|-12.41
EVV|11|medium|8|25.88|23.62
EVV|11|unknown|3|0.0|0.0
EVV|12|high|26|147.62|135.85
EVV|12|low|178|-3.62|-13.18
EVV|12|medium|30|36.5|26.33
EWN|7|high|8|228.38|214.12
EWN|7|low|13|-5.92|-20.08
EWN|7|medium|9|36.33|19.22
EWN|7|unknown|4|0.0|0.0
EWN|8|high|4|325.25|314.25
EWN|8|low|28|-1.86|-7.29
EWN|8|medium|4|48.25|44.75
EWN|8|unknown|2|0.0|0.0
EWN|9|high|1|163.0|159.0
EWN|9|low|2|-8.0|-14.0
EWR|1|high|1106|141.51|136.22
EWR|1|low|11409|-3.44|-13.15
EWR|1|medium|1780|32.18|22.85
EWR|1|unknown|647|0.0|0.0
EWR|2|high|633|127.71|117.01
EWR|2|low|12709|-4.38|-17.96
EWR|2|medium|1425|31.45|19.35
EWR|2|unknown|132|0.0|0.0
EWR|3|high|1196|134.78|122.64
EWR|3|low|12627|-3.91|-16.39
EWR|3|medium|2022|32.06|19.43
EWR|3|unknown|89|0.0|0.0
EWR|4|high|1245|145.53|138.72
EWR|4|low|12551|-3.91|-10.69
EWR|4|medium|1998|32.41|25.64
EWR|4|unknown|187|0.0|0.0
EWR|5|high|1619|127.87|125.42
EWR|5|low|12716|-3.48|-10.4
EWR|5|medium|2392|33.15|28.45
EWR|5|unknown|183|0.0|0.0
EWR|6|high|1907|156.21|153.24
EWR|6|low|11473|-2.9|-10.71
EWR|6|medium|2233|32.19|28.6
EWR|6|unknown|441|0.0|0.0
EWR|7|high|2558|160.85|158.14
EWR|7|low|10698|-2.45|-6.87
EWR|7|medium|2506|33.53|34.8
EWR|7|unknown|638|0.0|0.0
EWR|8|high|1810|167.85|160.58
EWR|8|low|11124|-2.98|-8.84
EWR|8|medium|2202|31.92|27.91
EWR|8|unknown|907|0.0|0.0
EWR|9|high|743|145.14|143.48
EWR|9|low|13520|-4.6|-11.4
EWR|9|medium|1524|31.58|26.67
EWR|9|unknown|105|0.0|0.0
EWR|10|high|927|128.85|118.07
EWR|10|low|14158|-4.33|-12.65
EWR|10|medium|1577|31.42|22.98
EWR|10|unknown|107|0.0|0.0
EWR|11|high|1422|116.74|108.8
EWR|11|low|12478|-3.8|-10.86
EWR|11|medium|2017|33.24|26.96
EWR|11|unknown|44|0.0|0.0
EWR|12|high|1432|131.68|123.74
EWR|12|low|12075|-2.27|-9.08
EWR|12|medium|2666|31.8|25.38
EWR|12|unknown|98|0.0|0.0
EYW|1|high|155|164.26|156.55
EYW|1|low|879|-4.6|-9.23
EYW|1|medium|215|29.41|24.34
EYW|1|unknown|27|0.0|0.0
EYW|2|high|95|228.32|222.76
EYW|2|low|956|-3.97|-3.32
EYW|2|medium|162|30.58|28.53
EYW|2|unknown|16|0.0|0.0
EYW|3|high|178|195.34|184.17
EYW|3|low|811|-3.23|-3.86
EYW|3|medium|267|32.24|27.74
EYW|3|unknown|17|0.0|0.0
EYW|4|high|100|143.53|138.42
EYW|4|low|800|-4.14|-4.78
EYW|4|medium|216|29.54|24.85
EYW|4|unknown|22|0.0|0.0
EYW|5|high|156|157.63|149.73
EYW|5|low|639|-4.18|-5.09
EYW|5|medium|155|32.81|39.49
EYW|5|unknown|2|0.0|0.0
EYW|6|high|92|168.21|164.63
EYW|6|low|528|-4.13|-6.7
EYW|6|medium|126|31.47|30.24
EYW|6|unknown|20|0.0|0.0
EYW|7|high|111|180.61|173.32
EYW|7|low|500|-3.84|-6.53
EYW|7|medium|135|33.93|31.41
EYW|7|unknown|22|0.0|0.0
EYW|8|high|75|151.75|140.39
EYW|8|low|529|-7.04|-9.64
EYW|8|medium|88|31.19|30.53
EYW|8|unknown|39|0.0|0.0
EYW|9|high|16|195.62|196.69
EYW|9|low|590|-6.85|-8.61
EYW|9|medium|65|30.71|26.89
EYW|9|unknown|28|0.0|0.0
EYW|10|high|20|212.05|188.65
EYW|10|low|730|-7.43|-11.34
EYW|10|medium|61|31.26|24.21
EYW|10|unknown|31|0.0|0.0
EYW|11|high|51|151.78|145.08
EYW|11|low|861|-5.48|-8.05
EYW|11|medium|111|27.59|26.58
EYW|12|high|134|207.11|206.64
EYW|12|low|791|-5.27|-8.6
EYW|12|medium|178|32.94|28.56
EYW|12|unknown|29|0.0|0.0
FAI|1|high|29|101.76|93.45
FAI|1|low|200|-5.47|-9.69
FAI|1|medium|35|32.26|18.2
FAI|1|unknown|10|0.0|0.0
FAI|2|high|9|82.33|85.11
FAI|2|low|254|-5.85|-9.32
FAI|2|medium|14|30.21|22.86
FAI|2|unknown|1|0.0|0.0
FAI|3|high|15|103.8|101.6
FAI|3|low|391|-6.56|-7.44
FAI|3|medium|40|26.48|21.77
FAI|3|unknown|4|0.0|0.0
FAI|4|high|8|185.62|187.25
FAI|4|low|333|-8.11|-13.39
FAI|4|medium|63|35.63|25.17
FAI|4|unknown|4|0.0|0.0
FAI|5|high|19|142.95|128.89
FAI|5|low|388|-7.03|-14.05
FAI|5|medium|64|28.41|17.42
FAI|5|unknown|2|0.0|0.0
FAI|6|high|29|157.38|152.17
FAI|6|low|452|-4.29|-7.69
FAI|6|medium|64|28.53|21.7
FAI|6|unknown|2|0.0|0.0
FAI|7|high|35|214.51|213.69
FAI|7|low|432|-3.69|-7.44
FAI|7|medium|103|29.7|21.3
FAI|7|unknown|11|0.0|0.0
FAI|8|high|22|129.64|120.91
