origin|month|delay_band|num_flights|avg_dep_delay|avg_arr_delay
HPN|7|low|1163|-4.66|-6.75
HPN|7|medium|159|33.87|36.06
HPN|7|unknown|31|0.0|0.0
HPN|8|high|169|175.11|178.27
HPN|8|low|1140|-5.16|-10.36
HPN|8|medium|214|32.56|32.87
HPN|8|unknown|50|0.0|0.0
HPN|9|high|78|165.64|160.97
HPN|9|low|1305|-7.94|-12.61
HPN|9|medium|97|33.45|33.56
HPN|9|unknown|6|0.0|0.0
HPN|10|high|62|159.66|138.85
HPN|10|low|1311|-6.52|-15.18
HPN|10|medium|100|33.3|26.16
HPN|10|unknown|18|0.0|0.0
HPN|11|high|77|126.08|116.27
HPN|11|low|1244|-6.66|-17.38
HPN|11|medium|126|32.13|23.8
HPN|11|unknown|3|0.0|0.0
HPN|12|high|196|153.59|153.67
HPN|12|low|1106|-3.77|-8.26
HPN|12|medium|223|31.6|30.76
HPN|12|unknown|17|0.0|0.0
HRL|1|high|35|138.46|140.43
HRL|1|low|442|-3.41|-7.79
HRL|1|medium|54|32.46|27.59
HRL|1|unknown|5|0.0|0.0
HRL|2|high|7|92.86|90.71
HRL|2|low|424|-4.13|-7.69
HRL|2|medium|30|29.37|21.9
HRL|2|unknown|2|0.0|0.0
HRL|3|high|36|122.89|118.11
HRL|3|low|438|-3.83|-9.08
HRL|3|medium|51|31.88|22.55
HRL|3|unknown|5|0.0|0.0
HRL|4|high|34|140.41|143.06
HRL|4|low|467|-4.3|-8.47
HRL|4|medium|48|32.38|31.54
HRL|4|unknown|4|0.0|0.0
HRL|5|high|46|172.85|172.91
HRL|5|low|367|-2.83|-4.47
HRL|5|medium|104|31.67|33.0
HRL|5|unknown|16|0.0|0.0
HRL|6|high|38|139.97|130.16
HRL|6|low|367|-1.27|-1.4
HRL|6|medium|77|28.13|28.27
HRL|6|unknown|2|0.0|0.0
HRL|7|high|46|133.78|140.61
HRL|7|low|354|-1.72|-0.77
HRL|7|medium|113|31.88|33.9
HRL|7|unknown|3|0.0|0.0
HRL|8|high|23|97.04|93.22
HRL|8|low|460|-4.77|-7.19
HRL|8|medium|40|30.32|26.4
HRL|9|high|13|142.69|141.23
HRL|9|low|444|-3.72|-7.37
HRL|9|medium|57|27.49|25.79
HRL|9|unknown|2|0.0|0.0
HRL|10|high|20|139.8|134.6
HRL|10|low|520|-5.15|-9.62
HRL|10|medium|52|28.58|24.25
HRL|11|high|14|150.14|154.0
HRL|11|low|538|-4.52|-9.39
HRL|11|medium|28|30.89|25.93
HRL|11|unknown|6|0.0|0.0
HRL|12|high|42|145.31|145.19
HRL|12|low|498|-2.87|-7.44
HRL|12|medium|61|35.64|39.28
HRL|12|unknown|5|0.0|0.0
HSV|1|high|107|154.97|153.44
HSV|1|low|714|-4.17|-7.31
HSV|1|medium|101|31.77|31.16
HSV|1|unknown|51|0.0|0.0
HSV|2|high|40|113.88|103.03
HSV|2|low|880|-5.3|-10.61
HSV|2|medium|86|28.74|22.87
HSV|2|unknown|3|0.0|0.0
HSV|3|high|70|170.13|167.01
HSV|3|low|943|-4.58|-10.62
HSV|3|medium|119|30.09|22.48
HSV|3|unknown|7|0.0|0.0
HSV|4|high|90|134.69|126.3
HSV|4|low|1006|-4.4|-7.06
HSV|4|medium|125|32.77|29.66
HSV|4|unknown|9|0.0|0.0
HSV|5|high|139|146.53|147.9
HSV|5|low|879|-3.1|-3.58
HSV|5|medium|177|31.0|29.87
HSV|5|unknown|22|0.0|0.0
HSV|6|high|91|142.53|133.65
HSV|6|low|840|-3.51|-8.48
HSV|6|medium|157|32.32|27.69
HSV|6|unknown|5|0.0|0.0
HSV|7|high|152|172.81|167.53
HSV|7|low|790|-2.13|-5.36
HSV|7|medium|172|31.65|27.49
HSV|7|unknown|15|0.0|0.0
HSV|8|high|86|140.38|131.19
HSV|8|low|894|-3.73|-7.89
HSV|8|medium|129|32.07|27.26
HSV|8|unknown|13|0.0|0.0
HSV|9|high|76|161.87|156.84
HSV|9|low|947|-4.17|-7.71
HSV|9|medium|123|31.02|27.56
HSV|9|unknown|1|0.0|0.0
HSV|10|high|62|129.35|117.92
HSV|10|low|958|-4.17|-9.32
HSV|10|medium|153|29.4|18.84
HSV|11|high|64|185.56|177.3
HSV|11|low|881|-3.63|-9.42
HSV|11|medium|101|28.0|19.85
HSV|11|unknown|12|0.0|0.0
HSV|12|high|83|117.08|115.8
HSV|12|low|731|-2.07|-7.83
HSV|12|medium|193|31.2|25.1
HSV|12|unknown|7|0.0|0.0
HTS|1|low|26|-4.31|-3.81
HTS|1|medium|8|32.0|25.25
HTS|2|high|5|65.8|54.6
HTS|2|low|12|1.83|-3.25
HTS|2|medium|9|21.67|27.78
HTS|3|high|4|446.0|446.75
HTS|3|low|11|1.91|6.27
HTS|3|medium|8|37.38|36.5
HTS|3|unknown|1|0.0|0.0
HTS|4|high|4|116.25|116.0
HTS|4|low|23|2.87|-5.87
HTS|4|medium|5|22.0|14.8
HTS|5|high|15|165.07|164.93
HTS|5|low|19|-1.0|-9.84
HTS|5|medium|10|29.3|30.6
HTS|6|high|33|200.55|199.24
HTS|6|low|65|-1.75|-3.15
HTS|6|medium|31|34.65|32.58
HTS|6|unknown|2|0.0|0.0
HTS|7|high|16|218.94|216.44
HTS|7|low|82|-4.85|-0.5
HTS|7|medium|26|32.58|31.19
HTS|7|unknown|9|0.0|0.0
HTS|8|high|16|233.19|245.06
HTS|8|low|51|-6.27|-7.24
HTS|8|medium|19|37.0|34.79
HTS|8|unknown|1|0.0|0.0
HTS|9|high|7|159.86|151.71
HTS|9|low|25|-6.64|-12.4
HTS|9|medium|6|33.5|25.17
HTS|10|high|2|63.0|63.0
HTS|10|low|13|-3.08|-4.85
HTS|10|medium|8|32.75|29.62
HTS|10|unknown|3|0.0|0.0
HTS|11|high|6|199.33|195.17
HTS|11|low|13|0.0|-5.92
HTS|11|medium|8|30.62|37.38
HTS|12|high|8|114.88|109.0
HTS|12|low|16|3.75|0.56
HTS|12|medium|14|30.43|27.29
HTS|12|unknown|1|0.0|0.0
HYA|5|high|5|172.2|171.0
HYA|5|low|12|-11.92|-15.67
HYA|6|high|11|177.91|182.91
HYA|6|low|71|-6.0|1.14
HYA|6|medium|10|39.0|42.9
HYA|6|unknown|5|0.0|0.0
HYA|7|high|18|165.61|155.56
HYA|7|low|103|-3.51|1.82
HYA|7|medium|12|32.92|35.58
HYA|7|unknown|2|0.0|0.0
HYA|8|high|21|197.57|209.33
HYA|8|low|106|-4.17|1.99
HYA|8|medium|10|33.4|34.4
HYA|8|unknown|6|0.0|0.0
HYA|9|high|1|64.0|61.0
HYA|9|low|12|-3.08|9.08
HYS|1|high|10|137.3|132.9
HYS|1|low|65|-7.51|-9.71
HYS|1|medium|10|28.3|26.4
HYS|1|unknown|7|0.0|0.0
HYS|2|high|4|96.75|105.0
HYS|2|low|78|-9.49|-14.21
HYS|2|medium|4|39.0|45.25
HYS|3|high|9|103.0|102.0
HYS|3|low|79|-9.28|-17.09
HYS|3|medium|2|50.0|38.0
HYS|3|unknown|2|0.0|0.0
HYS|4|high|5|97.4|98.6
HYS|4|low|76|-6.93|-10.26
HYS|4|medium|1|30.0|20.0
HYS|4|unknown|2|0.0|0.0
HYS|5|high|23|311.48|306.09
HYS|5|low|66|-4.35|-11.74
HYS|5|medium|6|34.83|31.17
HYS|6|high|4|229.5|212.0
HYS|6|low|78|-5.13|-14.56
HYS|6|medium|1|44.0|49.0
HYS|7|high|10|194.5|192.0
HYS|7|low|69|-7.09|-19.09
HYS|8|high|6|194.17|179.83
HYS|8|low|73|-6.6|-18.47
HYS|8|medium|2|21.5|7.0
HYS|9|high|8|205.62|196.12
HYS|9|low|75|-7.59|-21.6
HYS|10|high|3|180.67|167.0
HYS|10|low|70|-8.04|-16.93
HYS|10|medium|1|50.0|40.0
HYS|11|high|3|125.67|121.33
HYS|11|low|69|-7.75|-8.38
HYS|11|medium|3|53.67|41.0
HYS|11|unknown|3|0.0|0.0
HYS|12|high|2|168.0|159.5
HYS|12|low|69|-7.16|-10.3
HYS|12|medium|1|27.0|18.0
HYS|12|unknown|1|0.0|0.0
IAD|1|high|371|156.51|157.03
IAD|1|low|4523|-2.51|-8.26
IAD|1|medium|623|30.03|32.18
IAD|1|unknown|360|0.0|0.0
IAD|2|high|173|130.08|117.92
IAD|2|low|5116|-3.86|-12.26
IAD|2|medium|359|31.25|20.24
IAD|2|unknown|25|0.0|0.0
IAD|3|high|347|133.38|123.42
IAD|3|low|5437|-3.38|-12.68
IAD|3|medium|619|31.61|21.3
IAD|3|unknown|15|0.0|0.0
IAD|4|high|356|144.83|135.16
IAD|4|low|5401|-3.36|-8.89
IAD|4|medium|620|29.29|24.21
IAD|4|unknown|29|0.0|0.0
IAD|5|high|536|147.99|142.01
IAD|5|low|5755|-2.78|-6.37
IAD|5|medium|719|30.51|25.91
IAD|5|unknown|36|0.0|0.0
IAD|6|high|468|158.95|152.14
IAD|6|low|5461|-2.5|-7.67
IAD|6|medium|738|31.33|25.48
IAD|6|unknown|61|0.0|0.0
IAD|7|high|619|158.4|150.1
IAD|7|low|5168|-1.83|-6.8
IAD|7|medium|1033|30.81|26.15
IAD|7|unknown|105|0.0|0.0
IAD|8|high|707|187.6|173.99
IAD|8|low|5208|-2.26|-8.73
IAD|8|medium|768|31.82|27.21
IAD|8|unknown|166|0.0|0.0
IAD|9|high|234|155.15|145.49
IAD|9|low|5737|-3.56|-10.27
IAD|9|medium|490|29.53|20.75
IAD|9|unknown|27|0.0|0.0
IAD|10|high|190|129.17|115.5
IAD|10|low|6213|-3.62|-12.37
IAD|10|medium|456|30.23|18.04
IAD|10|unknown|28|0.0|0.0
IAD|11|high|279|158.77|142.68
IAD|11|low|6172|-3.82|-10.86
IAD|11|medium|547|29.76|20.9
IAD|11|unknown|33|0.0|0.0
IAD|12|high|444|151.47|140.72
IAD|12|low|5302|-1.88|-8.74
IAD|12|medium|834|30.11|22.04
IAD|12|unknown|16|0.0|0.0
IAG|1|high|5|205.2|191.2
IAG|1|low|36|-4.86|-7.17
IAG|1|medium|9|31.11|45.89
IAG|1|unknown|4|0.0|0.0
IAG|2|high|15|120.33|104.47
IAG|2|low|39|-1.67|-13.77
IAG|2|medium|12|20.75|-0.75
IAG|3|high|8|105.0|112.62
IAG|3|low|73|-5.01|-10.68
IAG|3|medium|15|34.0|33.73
IAG|4|high|8|234.88|263.62
IAG|4|low|45|-1.71|-16.11
IAG|4|medium|7|28.14|10.0
IAG|5|high|5|115.0|120.2
IAG|5|low|31|-2.0|-6.77
IAG|5|medium|9|28.22|15.67
IAG|6|high|4|171.5|169.0
IAG|6|low|27|-4.22|-7.93
IAG|6|medium|10|23.7|18.9
IAG|6|unknown|2|0.0|0.0
IAG|7|high|7|150.29|156.29
IAG|7|low|26|-3.58|1.15
IAG|7|medium|29|35.45|35.07
IAG|7|unknown|1|0.0|0.0
IAG|8|high|2|118.0|105.5
IAG|8|low|14|-2.64|-3.79
IAG|8|medium|11|23.0|28.18
IAG|8|unknown|1|0.0|0.0
IAG|9|high|3|371.0|352.0
IAG|9|low|19|-2.95|-12.32
IAG|9|medium|6|21.33|14.33
IAG|9|unknown|1|0.0|0.0
IAG|10|high|2|778.5|777.0
IAG|10|low|26|-5.15|-11.85
IAG|10|medium|6|29.0|32.33
IAG|10|unknown|1|0.0|0.0
IAG|11|high|2|142.0|145.0
IAG|11|low|23|-6.83|-16.61
IAG|11|medium|6|31.33|19.83
IAG|12|high|6|91.83|81.17
IAG|12|low|37|-8.68|-13.78
IAG|12|medium|6|26.0|26.67
IAG|12|unknown|2|0.0|0.0
IAH|1|high|1358|159.18|154.86
IAH|1|low|9372|-1.68|-7.7
IAH|1|medium|1924|31.3|25.61
IAH|1|unknown|658|0.0|0.0
IAH|2|high|571|125.65|117.63
IAH|2|low|10826|-3.12|-7.86
IAH|2|medium|1211|31.06|25.21
IAH|2|unknown|25|0.0|0.0
IAH|3|high|1224|145.33|137.67
IAH|3|low|10997|-2.23|-8.17
IAH|3|medium|2120|31.6|24.41
IAH|3|unknown|73|0.0|0.0
IAH|4|high|1072|127.69|119.52
IAH|4|low|10856|-2.18|-7.04
IAH|4|medium|1979|31.53|26.54
IAH|4|unknown|54|0.0|0.0
IAH|5|high|3024|160.91|158.92
IAH|5|low|9206|-0.95|-3.64
IAH|5|medium|2508|32.77|30.72
IAH|5|unknown|370|0.0|0.0
IAH|6|high|1974|143.82|138.77
IAH|6|low|10140|-0.65|-4.39
IAH|6|medium|2676|31.96|27.88
IAH|6|unknown|188|0.0|0.0
IAH|7|high|2973|144.96|139.04
IAH|7|low|8336|-0.49|-4.04
IAH|7|medium|3066|33.61|29.85
IAH|7|unknown|776|0.0|0.0
IAH|8|high|1502|137.93|129.68
IAH|8|low|11383|-2.04|-7.46
IAH|8|medium|2324|31.18|24.56
IAH|8|unknown|199|0.0|0.0
IAH|9|high|789|123.99|113.0
IAH|9|low|11835|-3.59|-9.66
IAH|9|medium|1553|31.74|24.0
IAH|9|unknown|73|0.0|0.0
IAH|10|high|736|137.19|127.15
IAH|10|low|13021|-3.07|-10.42
IAH|10|medium|1437|30.66|22.89
IAH|10|unknown|37|0.0|0.0
IAH|11|high|756|132.53|125.83
IAH|11|low|11928|-2.83|-8.63
IAH|11|medium|1478|31.06|24.0
IAH|11|unknown|25|0.0|0.0
IAH|12|high|1325|154.62|150.94
IAH|12|low|10665|-1.37|-7.94
IAH|12|medium|2145|31.45|24.49
IAH|12|unknown|133|0.0|0.0
ICT|1|high|103|182.9|185.34
ICT|1|low|889|-4.3|-6.27
ICT|1|medium|99|30.0|31.87
ICT|1|unknown|18|0.0|0.0
ICT|2|high|38|131.45|127.58
ICT|2|low|929|-5.8|-10.93
ICT|2|medium|69|34.26|27.86
ICT|3|high|65|166.82|162.2
ICT|3|low|955|-4.56|-9.72
ICT|3|medium|87|31.45|24.17
ICT|3|unknown|7|0.0|0.0
ICT|4|high|74|177.51|167.85
ICT|4|low|1059|-4.68|-9.97
ICT|4|medium|111|32.54|31.34
ICT|4|unknown|13|0.0|0.0
ICT|5|high|120|184.78|188.29
ICT|5|low|995|-2.77|-5.97
ICT|5|medium|174|31.87|30.9
ICT|5|unknown|26|0.0|0.0
ICT|6|high|135|171.87|167.47
ICT|6|low|1039|-4.21|-9.27
ICT|6|medium|144|31.97|28.0
ICT|6|unknown|7|0.0|0.0
ICT|7|high|111|129.58|126.13
ICT|7|low|1138|-3.56|-6.46
ICT|7|medium|178|32.88|30.82
ICT|7|unknown|28|0.0|0.0
ICT|8|high|121|145.18|136.4
ICT|8|low|1102|-5.24|-9.35
ICT|8|medium|130|33.05|28.92
ICT|8|unknown|21|0.0|0.0
ICT|9|high|42|205.24|203.05
ICT|9|low|1144|-5.5|-8.64
ICT|9|medium|76|34.66|34.18
ICT|10|high|52|166.1|159.08
ICT|10|low|1158|-5.56|-11.07
ICT|10|medium|109|31.22|25.21
ICT|11|high|100|142.69|138.79
ICT|11|low|1166|-4.97|-9.68
ICT|11|medium|157|34.32|30.33
ICT|11|unknown|12|0.0|0.0
ICT|12|high|68|188.03|181.46
ICT|12|low|1110|-3.97|-9.37
ICT|12|medium|140|31.61|25.71
ICT|12|unknown|15|0.0|0.0
IDA|1|high|18|305.0|297.17
IDA|1|low|284|-6.41|-13.82
IDA|1|medium|37|30.57|25.49
IDA|1|unknown|4|0.0|0.0
IDA|2|high|20|287.65|282.95
IDA|2|low|229|-6.9|-14.86
IDA|2|medium|13|34.0|20.69
IDA|2|unknown|3|0.0|0.0
IDA|3|high|26|185.27|184.12
IDA|3|low|284|-6.05|-12.93
IDA|3|medium|34|27.47|30.5
IDA|3|unknown|2|0.0|0.0
IDA|4|high|16|152.0|141.44
IDA|4|low|348|-6.98|-12.03
IDA|4|medium|22|23.86|22.73
IDA|5|high|33|131.67|126.64
IDA|5|low|408|-5.95|-11.82
IDA|5|medium|36|32.78|25.14
IDA|5|unknown|1|0.0|0.0
IDA|6|high|38|231.87|224.74
IDA|6|low|437|-6.27|-13.06
IDA|6|medium|37|31.59|25.27
IDA|6|unknown|1|0.0|0.0
IDA|7|high|50|119.68|114.22
IDA|7|low|383|-5.82|-10.76
IDA|7|medium|41|36.29|31.17
IDA|7|unknown|2|0.0|0.0
IDA|8|high|12|98.5|94.5
IDA|8|low|400|-5.99|-10.09
IDA|8|medium|58|35.78|33.66
IDA|9|high|12|145.75|135.83
IDA|9|low|411|-6.31|-10.59
IDA|9|medium|28|37.79|32.89
IDA|10|high|32|174.19|167.44
IDA|10|low|410|-5.83|-12.24
IDA|10|medium|44|34.98|28.61
IDA|11|high|20|162.55|159.45
IDA|11|low|369|-5.79|-8.24
IDA|11|medium|36|28.31|31.58
IDA|11|unknown|2|0.0|0.0
IDA|12|high|39|407.9|410.87
IDA|12|low|401|-5.33|-10.62
IDA|12|medium|37|27.7|13.59
IDA|12|unknown|2|0.0|0.0
ILM|1|high|46|166.93|170.46
ILM|1|low|609|-5.47|-9.48
ILM|1|medium|71|34.18|28.17
ILM|1|unknown|18|0.0|0.0
ILM|2|high|19|175.84|176.32
ILM|2|low|650|-5.88|-11.95
ILM|2|medium|48|36.96|26.71
ILM|2|unknown|4|0.0|0.0
ILM|3|high|41|151.02|145.49
ILM|3|low|652|-5.27|-11.65
ILM|3|medium|50|34.56|27.9
ILM|3|unknown|3|0.0|0.0
ILM|4|high|54|129.13|127.07
ILM|4|low|741|-4.78|-5.89
ILM|4|medium|104|31.59|30.8
ILM|4|unknown|4|0.0|0.0
ILM|5|high|89|141.15|144.46
ILM|5|low|844|-5.03|-6.96
ILM|5|medium|99|31.15|31.13
ILM|5|unknown|14|0.0|0.0
ILM|6|high|86|191.06|188.23
ILM|6|low|870|-4.59|-9.83
ILM|6|medium|118|32.86|30.33
ILM|6|unknown|16|0.0|0.0
ILM|7|high|181|174.9|177.48
ILM|7|low|887|-3.79|-6.71
ILM|7|medium|174|33.74|32.83
ILM|7|unknown|52|0.0|0.0
ILM|8|high|99|128.83|121.32
ILM|8|low|951|-3.84|-7.89
ILM|8|medium|174|32.67|34.35
ILM|8|unknown|53|0.0|0.0
ILM|9|high|64|132.3|128.12
ILM|9|low|908|-5.17|-10.81
ILM|9|medium|88|31.32|26.92
ILM|9|unknown|12|0.0|0.0
ILM|10|high|36|129.67|123.89
ILM|10|low|1089|-5.43|-9.93
ILM|10|medium|64|32.77|24.06
ILM|11|high|28|109.11|118.39
ILM|11|low|884|-5.26|-9.08
ILM|11|medium|74|32.54|28.43
ILM|11|unknown|3|0.0|0.0
ILM|12|high|88|153.44|147.26
ILM|12|low|843|-4.19|-8.1
ILM|12|medium|135|31.33|26.15
ILM|12|unknown|2|0.0|0.0
IMT|1|high|20|197.0|194.35
IMT|1|low|64|-8.11|-13.84
IMT|1|medium|7|26.71|26.57
IMT|1|unknown|3|0.0|0.0
IMT|2|high|1|409.0|409.0
IMT|2|low|81|-8.6|-19.95
IMT|2|medium|4|28.0|21.5
IMT|3|high|5|348.8|321.8
IMT|3|low|81|-8.01|-14.79
IMT|3|medium|8|35.0|31.62
IMT|4|high|3|255.0|259.67
IMT|4|low|92|-8.75|-14.67
IMT|4|medium|6|32.5|25.5
IMT|5|high|5|178.2|167.8
IMT|5|low|86|-9.21|-14.63
IMT|5|medium|7|29.71|22.0
IMT|6|high|10|166.3|170.3
IMT|6|low|64|-7.52|7.41
IMT|6|medium|7|32.71|33.71
IMT|6|unknown|3|0.0|0.0
IMT|7|high|10|216.5|208.2
IMT|7|low|72|-6.58|-2.4
IMT|7|medium|6|29.0|22.5
IMT|8|high|13|150.77|145.62
IMT|8|low|80|-7.15|-11.64
IMT|8|medium|2|20.0|27.0
IMT|8|unknown|7|0.0|0.0
IMT|9|high|1|85.0|63.0
IMT|9|low|87|-7.52|-10.02
IMT|9|medium|5|27.4|37.4
IMT|10|high|7|145.29|138.29
IMT|10|low|92|-8.99|-17.68
IMT|10|medium|1|38.0|26.0
IMT|11|high|8|214.75|200.25
IMT|11|low|80|-6.96|-12.5
IMT|11|medium|2|27.5|7.5
IMT|12|high|14|236.07|159.64
IMT|12|low|51|-7.0|-10.57
IMT|12|medium|18|28.78|31.67
IMT|12|unknown|3|0.0|0.0
IND|1|high|366|141.42|140.31
IND|1|low|4197|-3.02|-8.81
IND|1|medium|646|31.84|29.06
IND|1|unknown|110|0.0|0.0
IND|2|high|184|158.3|158.54
IND|2|low|4463|-3.5|-11.52
IND|2|medium|434|30.03|25.63
IND|2|unknown|25|0.0|0.0
IND|3|high|414|133.94|130.51
IND|3|low|5189|-3.23|-10.35
IND|3|medium|703|29.91|24.19
IND|3|unknown|44|0.0|0.0
IND|4|high|306|147.95|141.99
IND|4|low|5071|-3.34|-9.72
IND|4|medium|531|29.84|24.0
IND|4|unknown|40|0.0|0.0
IND|5|high|478|142.74|141.23
IND|5|low|4839|-2.17|-6.75
IND|5|medium|762|30.27|25.63
IND|5|unknown|58|0.0|0.0
IND|6|high|458|136.14|133.46
IND|6|low|4884|-2.25|-6.98
IND|6|medium|756|31.11|25.93
IND|6|unknown|89|0.0|0.0
IND|7|high|616|152.22|149.32
IND|7|low|4551|-2.33|-6.49
IND|7|medium|929|31.45|28.53
IND|7|unknown|143|0.0|0.0
IND|8|high|370|148.99|147.86
IND|8|low|4740|-2.98|-7.6
IND|8|medium|607|32.2|29.48
IND|8|unknown|141|0.0|0.0
IND|9|high|189|133.63|129.74
IND|9|low|5046|-3.9|-9.55
IND|9|medium|488|30.79|24.61
IND|9|unknown|26|0.0|0.0
IND|10|high|175|148.86|140.08
IND|10|low|5892|-3.7|-10.17
IND|10|medium|495|29.61|20.36
IND|10|unknown|89|0.0|0.0
IND|11|high|190|147.45|148.59
IND|11|low|5352|-3.7|-9.69
IND|11|medium|425|29.71|27.81
IND|11|unknown|15|0.0|0.0
IND|12|high|355|140.11|134.9
IND|12|low|4874|-2.73|-9.57
IND|12|medium|653|30.86|25.41
IND|12|unknown|16|0.0|0.0
INL|1|high|2|120.5|106.0
INL|1|low|63|-9.06|-20.71
INL|1|medium|5|33.2|27.0
INL|1|unknown|1|0.0|0.0
INL|2|high|4|107.25|85.75
INL|2|low|60|-8.0|-25.88
INL|2|medium|6|22.67|17.0
INL|2|unknown|2|0.0|0.0
INL|3|high|4|127.75|129.75
INL|3|low|66|-8.14|-15.74
INL|3|medium|6|30.0|26.33
INL|4|high|2|501.5|493.5
INL|4|low|73|-9.73|-22.9
INL|4|medium|2|54.0|37.0
INL|5|high|3|170.0|161.33
INL|5|low|78|-8.27|-18.21
INL|5|medium|3|31.33|31.33
INL|6|high|9|182.0|184.22
INL|6|low|59|-4.34|-1.86
INL|6|medium|18|32.06|40.17
INL|6|unknown|2|0.0|0.0
INL|7|high|10|229.2|231.6
INL|7|low|66|-3.8|3.8
INL|7|medium|11|28.27|23.64
INL|8|high|8|263.0|263.75
INL|8|low|79|-6.81|-2.19
INL|8|medium|5|35.8|44.4
INL|9|high|5|309.6|295.6
INL|9|low|64|-9.27|-16.66
INL|9|medium|7|33.71|29.43
INL|10|high|7|205.86|197.29
INL|10|low|68|-10.94|-24.71
INL|10|medium|2|22.0|5.5
INL|11|high|6|91.33|74.17
INL|11|low|68|-9.96|-21.91
INL|11|medium|2|23.0|15.0
INL|12|high|12|250.42|247.92
INL|12|low|53|-7.83|-14.25
INL|12|medium|8|26.12|11.75
INL|12|unknown|4|0.0|0.0
ISP|1|high|42|167.07|165.4
ISP|1|low|556|-4.16|-8.82
ISP|1|medium|109|30.2|30.0
ISP|1|unknown|14|0.0|0.0
ISP|2|high|25|290.04|276.32
ISP|2|low|598|-4.72|-18.41
ISP|2|medium|69|33.81|29.41
ISP|2|unknown|8|0.0|0.0
ISP|3|high|78|118.72|113.01
ISP|3|low|482|-2.82|-14.43
ISP|3|medium|117|33.91|25.23
ISP|3|unknown|17|0.0|0.0
ISP|4|high|53|160.15|158.68
ISP|4|low|504|-2.14|-14.45
ISP|4|medium|92|33.42|24.05
ISP|4|unknown|12|0.0|0.0
ISP|5|high|56|118.36|110.34
ISP|5|low|471|-3.08|-15.54
ISP|5|medium|94|27.71|16.98
ISP|5|unknown|10|0.0|0.0
ISP|6|high|49|134.51|118.8
ISP|6|low|448|-3.18|-15.79
ISP|6|medium|71|29.86|18.28
ISP|6|unknown|7|0.0|0.0
ISP|7|high|60|134.02|120.83
ISP|7|low|399|-0.58|-12.17
ISP|7|medium|124|29.79|19.19
ISP|7|unknown|17|0.0|0.0
ISP|8|high|92|137.72|130.99
ISP|8|low|396|-0.77|-6.85
ISP|8|medium|86|28.51|27.09
ISP|8|unknown|17|0.0|0.0
ISP|9|high|15|135.0|123.8
ISP|9|low|383|-1.85|-9.2
ISP|9|medium|45|28.64|17.82
ISP|9|unknown|3|0.0|0.0
ISP|10|high|11|112.64|96.27
ISP|10|low|326|-1.0|-11.72
ISP|10|medium|44|24.59|12.89
ISP|10|unknown|14|0.0|0.0
ISP|11|high|15|175.87|156.6
ISP|11|low|461|-2.53|-16.64
ISP|11|medium|53|28.72|13.4
ISP|12|high|71|189.28|181.44
ISP|12|low|455|-2.49|-8.35
ISP|12|medium|128|30.29|24.59
ISP|12|unknown|4|0.0|0.0
ITH|1|high|10|223.0|186.5
ITH|1|low|67|-6.54|-22.33
ITH|1|medium|3|44.33|30.33
ITH|1|unknown|5|0.0|0.0
ITH|2|high|1|216.0|225.0
ITH|2|low|80|-6.12|-30.75
ITH|2|medium|5|53.0|37.6
ITH|2|unknown|1|0.0|0.0
ITH|3|high|10|136.9|118.3
ITH|3|low|82|-6.12|-26.54
ITH|3|medium|4|25.75|0.75
ITH|4|high|6|90.0|72.83
ITH|4|low|85|-6.79|-18.48
ITH|5|high|9|139.33|118.44
ITH|5|low|164|-5.06|-18.79
ITH|5|medium|8|31.38|16.38
ITH|5|unknown|3|0.0|0.0
ITH|6|high|5|102.0|89.0
ITH|6|low|59|-6.03|-11.32
ITH|6|medium|8|40.0|40.0
ITH|6|unknown|7|0.0|0.0
ITH|7|high|16|176.31|188.44
ITH|7|low|70|-5.71|-11.06
ITH|7|medium|10|34.5|37.5
ITH|7|unknown|1|0.0|0.0
ITH|8|high|15|123.73|129.6
ITH|8|low|92|-5.72|-15.92
ITH|8|medium|10|23.2|17.8
ITH|8|unknown|19|0.0|0.0
ITH|9|high|1|461.0|453.0
ITH|9|low|87|-8.77|-20.67
ITH|9|medium|1|17.0|10.0
ITH|10|high|3|151.0|145.0
ITH|10|low|89|-7.17|-16.63
ITH|10|medium|1|55.0|48.0
ITH|11|high|2|73.0|126.0
ITH|11|low|86|-7.49|-17.97
ITH|12|high|9|267.78|257.78
ITH|12|low|71|-5.92|-17.56
ITH|12|medium|2|35.5|31.5
ITO|1|high|33|95.27|98.21
ITO|1|low|724|-2.69|0.61
ITO|1|medium|116|28.28|31.84
ITO|1|unknown|8|0.0|0.0
ITO|2|high|11|91.45|93.36
ITO|2|low|735|-2.56|-1.48
ITO|2|medium|42|26.93|29.38
ITO|2|unknown|2|0.0|0.0
ITO|3|high|7|125.14|124.0
ITO|3|low|748|-1.27|-2.37
ITO|3|medium|81|22.56|20.42
ITO|3|unknown|1|0.0|0.0
ITO|4|high|17|101.59|100.47
ITO|4|low|754|-1.7|-3.38
ITO|4|medium|74|27.07|25.62
ITO|4|unknown|1|0.0|0.0
ITO|5|high|40|96.38|100.6
ITO|5|low|702|-2.1|-1.1
ITO|5|medium|101|32.13|32.68
ITO|5|unknown|8|0.0|0.0
ITO|6|high|10|81.6|83.2
ITO|6|low|697|-2.09|-2.02
ITO|6|medium|101|25.91|26.7
ITO|7|high|20|110.45|108.45
ITO|7|low|735|-2.08|-3.35
ITO|7|medium|67|25.82|24.52
ITO|7|unknown|2|0.0|0.0
