origin|month|delay_band|num_flights|avg_dep|avg_arr|top_cause_1|top_cause_2|top_cause_3
DEC|8|medium|7|34.86|40.86|carrier|late_aircraft|nas
DEC|9|high|5|212.6|213.2|carrier|late_aircraft|nas
DEC|9|low|43|-9.05|-9.37|carrier|late_aircraft|nas
DEC|9|medium|4|29.75|31.5|carrier|late_aircraft|nas
DEC|10|low|51|-9.14|-10.67|carrier|nas|late_aircraft
DEC|10|medium|2|19.0|42.0|carrier|nas|late_aircraft
DEC|11|high|4|172.75|180.75|late_aircraft|carrier|nas
DEC|11|low|43|-7.0|-13.19|late_aircraft|carrier|nas
DEC|11|medium|5|35.6|34.2|late_aircraft|carrier|nas
DEC|12|high|4|134.75|137.25|late_aircraft|carrier|nas
DEC|12|low|40|-7.12|-11.0|late_aircraft|carrier|nas
DEC|12|medium|9|33.56|34.33|late_aircraft|carrier|nas
DEN|1|high|1885|131.99|125.05|weather|late_aircraft|carrier
DEN|1|low|16041|-1.06|-7.89|weather|late_aircraft|carrier
DEN|1|medium|4413|31.09|24.91|weather|late_aircraft|carrier
DEN|2|high|1582|136.23|139.12|weather|late_aircraft|carrier
DEN|2|low|16516|-1.3|-6.33|weather|late_aircraft|carrier
DEN|2|medium|3433|30.12|28.86|weather|late_aircraft|carrier
DEN|3|high|1501|126.67|121.47|weather|late_aircraft|carrier
DEN|3|low|18980|-1.3|-6.85|weather|late_aircraft|carrier
DEN|3|medium|3929|30.91|25.37|weather|late_aircraft|carrier
DEN|4|high|1527|127.52|122.25|weather|late_aircraft|carrier
DEN|4|low|19013|-1.33|-7.0|weather|late_aircraft|carrier
DEN|4|medium|3966|30.83|26.25|weather|late_aircraft|carrier
DEN|5|high|2767|128.47|123.15|weather|security|late_aircraft
DEN|5|low|18481|-1.06|-6.39|weather|security|late_aircraft
DEN|5|medium|4870|31.8|26.03|weather|security|late_aircraft
DEN|6|high|2802|125.82|119.17|weather|late_aircraft|carrier
DEN|6|low|19158|-0.86|-4.95|weather|late_aircraft|carrier
DEN|6|medium|5369|31.45|27.01|weather|late_aircraft|carrier
DEN|7|high|2933|128.5|121.23|late_aircraft|weather|carrier
DEN|7|low|19779|-1.07|-6.27|late_aircraft|weather|carrier
DEN|7|medium|5181|32.12|26.38|late_aircraft|weather|carrier
DEN|8|high|2554|131.85|126.21|weather|late_aircraft|carrier
DEN|8|low|19917|-1.41|-5.44|weather|late_aircraft|carrier
DEN|8|medium|4605|32.2|27.94|weather|late_aircraft|carrier
DEN|9|high|1239|121.95|112.55|weather|late_aircraft|carrier
DEN|9|low|21686|-2.49|-8.32|weather|late_aircraft|carrier
DEN|9|medium|3079|30.25|23.08|weather|late_aircraft|carrier
DEN|10|high|1051|124.08|114.55|weather|late_aircraft|carrier
DEN|10|low|22891|-2.52|-8.79|weather|late_aircraft|carrier
DEN|10|medium|2781|30.22|22.64|weather|late_aircraft|carrier
DEN|11|high|1369|128.24|128.55|weather|late_aircraft|carrier
DEN|11|low|20222|-2.06|-7.13|weather|late_aircraft|carrier
DEN|11|medium|3228|30.85|31.91|weather|late_aircraft|carrier
DEN|12|high|1327|133.51|123.83|weather|late_aircraft|carrier
DEN|12|low|21053|-1.82|-9.81|weather|late_aircraft|carrier
DEN|12|medium|3390|30.04|20.95|weather|late_aircraft|carrier
DFW|1|high|2755|136.84|134.4|late_aircraft|weather|carrier
DFW|1|low|16046|-1.84|-6.14|late_aircraft|weather|carrier
DFW|1|medium|4125|32.21|29.21|late_aircraft|weather|carrier
DFW|2|high|1001|126.48|119.84|late_aircraft|weather|carrier
DFW|2|low|18693|-2.7|-7.79|late_aircraft|weather|carrier
DFW|2|medium|2871|30.83|25.68|late_aircraft|weather|carrier
DFW|3|high|2755|140.99|136.74|late_aircraft|weather|carrier
DFW|3|low|17804|-2.02|-7.03|late_aircraft|weather|carrier
DFW|3|medium|4512|32.68|28.07|late_aircraft|weather|carrier
DFW|4|high|2547|141.63|138.88|late_aircraft|weather|carrier
DFW|4|low|17720|-2.19|-6.15|late_aircraft|weather|carrier
DFW|4|medium|4013|32.42|29.36|late_aircraft|weather|carrier
DFW|5|high|4699|156.09|153.63|late_aircraft|weather|carrier
DFW|5|low|15282|-0.92|-2.73|late_aircraft|weather|carrier
DFW|5|medium|5414|33.22|31.77|late_aircraft|weather|carrier
DFW|6|high|3871|138.51|133.94|late_aircraft|weather|carrier
DFW|6|low|17316|-0.99|-6.55|late_aircraft|weather|carrier
DFW|6|medium|5982|32.89|28.32|late_aircraft|weather|carrier
DFW|7|high|4423|141.86|136.49|late_aircraft|carrier|weather
DFW|7|low|17864|-1.02|-5.6|late_aircraft|carrier|weather
DFW|7|medium|6252|32.95|29.11|late_aircraft|carrier|weather
DFW|8|high|2762|144.02|135.13|late_aircraft|weather|carrier
DFW|8|low|19947|-1.98|-8.41|late_aircraft|weather|carrier
DFW|8|medium|4848|32.62|25.91|late_aircraft|weather|carrier
DFW|9|high|1447|120.55|113.8|late_aircraft|weather|carrier
DFW|9|low|20925|-2.52|-8.27|late_aircraft|weather|carrier
DFW|9|medium|3663|31.42|25.63|late_aircraft|weather|carrier
DFW|10|high|1440|131.15|122.56|weather|late_aircraft|security
DFW|10|low|22713|-2.8|-9.8|weather|late_aircraft|security
DFW|10|medium|3497|31.29|23.08|weather|late_aircraft|security
DFW|11|high|1716|141.06|136.94|weather|late_aircraft|carrier
DFW|11|low|19543|-2.74|-8.66|weather|late_aircraft|carrier
DFW|11|medium|3428|31.7|27.28|weather|late_aircraft|carrier
DFW|12|high|2461|163.24|158.87|late_aircraft|weather|carrier
DFW|12|low|18484|-1.64|-7.58|late_aircraft|weather|carrier
DFW|12|medium|4269|31.8|25.46|late_aircraft|weather|carrier
DHN|1|high|5|344.0|335.6|late_aircraft|weather|carrier
DHN|1|low|52|-2.69|-5.1|late_aircraft|weather|carrier
DHN|1|medium|5|34.4|26.4|late_aircraft|weather|carrier
DHN|2|high|2|139.0|118.0|late_aircraft|nas|carrier
DHN|2|low|53|-4.4|-13.75|late_aircraft|nas|carrier
DHN|2|medium|3|34.67|21.0|late_aircraft|nas|carrier
DHN|3|high|1|115.0|123.0|late_aircraft|nas|carrier
DHN|3|low|55|-3.44|-7.8|late_aircraft|nas|carrier
DHN|3|medium|5|38.4|31.2|late_aircraft|nas|carrier
DHN|4|high|3|216.67|210.33|carrier|weather|nas
DHN|4|low|55|-4.78|-3.65|carrier|weather|nas
DHN|4|medium|2|42.0|57.0|carrier|weather|nas
DHN|5|high|5|110.0|113.0|late_aircraft|carrier|nas
DHN|5|low|48|-5.33|-3.5|late_aircraft|carrier|nas
DHN|5|medium|9|32.44|28.56|late_aircraft|carrier|nas
DHN|6|high|6|169.5|156.83|carrier|weather|late_aircraft
DHN|6|low|53|-3.91|-4.89|carrier|weather|late_aircraft
DHN|6|medium|1|18.0|4.0|carrier|weather|late_aircraft
DHN|7|high|6|326.33|324.17|weather|carrier|nas
DHN|7|low|48|-5.58|-8.58|weather|carrier|nas
DHN|7|medium|7|38.14|25.71|weather|carrier|nas
DHN|8|high|1|198.0|190.0|carrier|nas|none
DHN|8|low|56|-6.5|-16.05|carrier|nas|none
DHN|8|medium|3|37.33|25.33|carrier|nas|none
DHN|9|high|2|211.0|221.5|weather|late_aircraft|carrier
DHN|9|low|47|-6.34|-10.7|weather|late_aircraft|carrier
DHN|9|medium|8|28.25|29.25|weather|late_aircraft|carrier
DHN|10|high|4|195.25|184.5|carrier|late_aircraft|nas
DHN|10|low|53|-6.45|-11.6|carrier|late_aircraft|nas
DHN|10|medium|5|44.2|38.0|carrier|late_aircraft|nas
DHN|11|high|4|177.75|173.5|late_aircraft|weather|nas
DHN|11|low|70|-7.39|-10.49|late_aircraft|weather|nas
DHN|11|medium|4|27.25|25.25|late_aircraft|weather|nas
DHN|12|high|4|210.75|190.0|carrier|nas|late_aircraft
DHN|12|low|69|-6.41|-11.49|carrier|nas|late_aircraft
DHN|12|medium|5|28.0|16.0|carrier|nas|late_aircraft
DIK|1|high|4|304.5|284.0|weather|carrier|late_aircraft
DIK|1|low|41|-8.27|-25.8|weather|carrier|late_aircraft
DIK|1|medium|4|28.25|16.75|weather|carrier|late_aircraft
DIK|2|high|2|131.5|108.0|carrier|nas|weather
DIK|2|low|42|-9.71|-26.33|carrier|nas|weather
DIK|2|medium|4|36.75|20.5|carrier|nas|weather
DIK|3|high|3|352.67|342.67|weather|nas|none
DIK|3|low|49|-7.82|-25.67|weather|nas|none
DIK|4|high|3|322.33|303.33|carrier|late_aircraft|none
DIK|4|low|51|-9.41|-22.73|carrier|late_aircraft|none
DIK|4|medium|2|28.0|13.0|carrier|late_aircraft|none
DIK|5|high|5|229.4|225.2|carrier|weather|nas
DIK|5|low|50|-9.26|-15.58|carrier|weather|nas
DIK|5|medium|2|28.0|36.0|carrier|weather|nas
DIK|6|high|2|642.5|639.5|carrier|late_aircraft|nas
DIK|6|low|49|-9.37|-19.57|carrier|late_aircraft|nas
DIK|6|medium|4|43.0|45.0|carrier|late_aircraft|nas
DIK|7|high|3|285.0|271.0|carrier|late_aircraft|none
DIK|7|low|54|-9.5|-19.28|carrier|late_aircraft|none
DIK|7|medium|1|41.0|27.0|carrier|late_aircraft|none
DIK|8|high|3|135.67|123.33|carrier|late_aircraft|nas
DIK|8|low|54|-10.28|-18.89|carrier|late_aircraft|nas
DIK|9|high|2|287.5|294.5|carrier|weather|nas
DIK|9|low|52|-9.46|-14.62|carrier|weather|nas
DIK|9|medium|1|32.0|16.0|carrier|weather|nas
DIK|10|high|1|177.0|158.0|late_aircraft|weather|carrier
DIK|10|low|55|-8.24|-7.78|late_aircraft|weather|carrier
DIK|10|medium|2|40.0|25.0|late_aircraft|weather|carrier
DIK|11|high|7|390.86|377.0|carrier|late_aircraft|weather
DIK|11|low|42|-6.93|-1.76|carrier|late_aircraft|weather
DIK|11|medium|3|46.0|31.0|carrier|late_aircraft|weather
DIK|12|high|7|214.86|204.14|weather|late_aircraft|carrier
DIK|12|low|48|-7.6|-12.38|weather|late_aircraft|carrier
DIK|12|medium|2|36.0|23.0|weather|late_aircraft|carrier
DLG|6|low|15|-8.47|-8.53|nas|late_aircraft|carrier
DLG|6|medium|2|28.5|56.5|nas|late_aircraft|carrier
DLG|7|high|4|168.75|175.75|late_aircraft|nas|security
DLG|7|low|26|-13.31|-9.12|late_aircraft|nas|security
DLG|7|medium|1|31.0|25.0|late_aircraft|nas|security
DLG|8|high|1|228.0|218.0|late_aircraft|nas|none
DLG|8|low|29|-13.62|-14.24|late_aircraft|nas|none
DLG|9|high|2|180.5|184.0|late_aircraft|nas|carrier
DLG|9|low|24|-13.29|-14.62|late_aircraft|nas|carrier
DLG|9|medium|3|22.67|26.33|late_aircraft|nas|carrier
DLH|1|high|28|200.68|189.54|carrier|late_aircraft|weather
DLH|1|low|100|-3.47|-10.09|carrier|late_aircraft|weather
DLH|1|medium|17|34.82|22.29|carrier|late_aircraft|weather
DLH|2|high|5|143.2|131.0|carrier|late_aircraft|weather
DLH|2|low|122|-5.2|-15.86|carrier|late_aircraft|weather
DLH|2|medium|9|26.78|23.22|carrier|late_aircraft|weather
DLH|3|high|8|214.75|232.88|late_aircraft|weather|carrier
DLH|3|low|134|-5.04|-13.55|late_aircraft|weather|carrier
DLH|3|medium|5|34.8|24.6|late_aircraft|weather|carrier
DLH|4|high|4|150.25|148.5|carrier|weather|security
DLH|4|low|159|-7.0|-14.46|carrier|weather|security
DLH|4|medium|9|29.89|20.0|carrier|weather|security
DLH|5|high|21|150.48|151.76|weather|late_aircraft|carrier
DLH|5|low|141|-6.0|-12.16|weather|late_aircraft|carrier
DLH|5|medium|11|26.09|20.0|weather|late_aircraft|carrier
DLH|6|high|21|245.9|247.1|carrier|late_aircraft|weather
DLH|6|low|140|-3.72|-5.71|carrier|late_aircraft|weather
DLH|6|medium|19|28.84|34.26|carrier|late_aircraft|weather
DLH|7|high|20|133.35|129.2|carrier|late_aircraft|weather
DLH|7|low|173|-4.08|-7.69|carrier|late_aircraft|weather
DLH|7|medium|13|40.46|37.38|carrier|late_aircraft|weather
DLH|8|high|17|119.82|121.82|weather|late_aircraft|carrier
DLH|8|low|190|-3.34|-2.66|weather|late_aircraft|carrier
DLH|8|medium|28|26.96|29.14|weather|late_aircraft|carrier
DLH|9|high|6|152.33|149.0|late_aircraft|weather|carrier
DLH|9|low|208|-5.52|-13.08|late_aircraft|weather|carrier
DLH|9|medium|15|30.13|22.13|late_aircraft|weather|carrier
DLH|10|high|4|134.75|115.0|late_aircraft|carrier|nas
DLH|10|low|215|-5.89|-15.22|late_aircraft|carrier|nas
DLH|10|medium|11|31.18|18.73|late_aircraft|carrier|nas
DLH|11|high|9|219.89|208.0|late_aircraft|weather|carrier
DLH|11|low|174|-5.08|-15.78|late_aircraft|weather|carrier
DLH|11|medium|10|31.3|18.9|late_aircraft|weather|carrier
DLH|12|high|24|154.75|156.75|security|weather|carrier
DLH|12|low|118|-4.28|-10.92|security|weather|carrier
DLH|12|medium|22|32.91|24.14|security|weather|carrier
DRO|1|high|33|189.12|188.88|late_aircraft|weather|carrier
DRO|1|low|216|-6.28|-7.04|late_aircraft|weather|carrier
DRO|1|medium|21|35.33|41.76|late_aircraft|weather|carrier
DRO|2|high|11|200.27|194.18|carrier|late_aircraft|weather
DRO|2|low|222|-5.36|-8.49|carrier|late_aircraft|weather
DRO|2|medium|19|31.05|31.32|carrier|late_aircraft|weather
DRO|3|high|7|147.43|153.43|weather|late_aircraft|carrier
DRO|3|low|243|-4.4|-7.65|weather|late_aircraft|carrier
DRO|3|medium|25|30.08|29.32|weather|late_aircraft|carrier
DRO|4|high|18|204.56|197.28|carrier|late_aircraft|weather
DRO|4|low|205|-6.32|-6.76|carrier|late_aircraft|weather
DRO|4|medium|17|31.41|29.76|carrier|late_aircraft|weather
DRO|5|high|23|162.57|161.91|carrier|weather|late_aircraft
DRO|5|low|227|-5.2|-7.56|carrier|weather|late_aircraft
DRO|5|medium|26|29.65|23.81|carrier|weather|late_aircraft
DRO|6|high|31|175.77|164.32|weather|carrier|nas
DRO|6|low|285|-5.35|-10.13|weather|carrier|nas
DRO|6|medium|38|31.92|24.82|weather|carrier|nas
DRO|7|high|26|174.54|169.19|carrier|late_aircraft|weather
DRO|7|low|300|-4.86|-10.8|carrier|late_aircraft|weather
DRO|7|medium|45|30.6|28.36|carrier|late_aircraft|weather
DRO|8|high|30|204.97|198.83|carrier|weather|late_aircraft
DRO|8|low|298|-5.48|-10.21|carrier|weather|late_aircraft
DRO|8|medium|31|34.84|28.84|carrier|weather|late_aircraft
DRO|9|high|19|104.16|92.89|carrier|weather|late_aircraft
DRO|9|low|307|-6.3|-13.16|carrier|weather|late_aircraft
DRO|9|medium|24|34.79|23.83|carrier|weather|late_aircraft
DRO|10|high|25|205.76|198.12|security|weather|carrier
DRO|10|low|305|-5.2|-12.96|security|weather|carrier
DRO|10|medium|26|28.58|19.31|security|weather|carrier
DRO|11|high|44|177.86|170.36|weather|carrier|late_aircraft
DRO|11|low|258|-5.23|-13.13|weather|carrier|late_aircraft
DRO|11|medium|29|37.31|31.55|weather|carrier|late_aircraft
DRO|12|high|24|123.75|123.54|carrier|late_aircraft|weather
DRO|12|low|301|-5.17|-14.06|carrier|late_aircraft|weather
DRO|12|medium|28|35.43|21.82|carrier|late_aircraft|weather
DSM|1|high|164|178.29|182.52|weather|late_aircraft|carrier
DSM|1|low|823|-3.41|-8.0|weather|late_aircraft|carrier
DSM|1|medium|161|32.83|35.67|weather|late_aircraft|carrier
DSM|2|high|77|200.68|196.53|weather|carrier|late_aircraft
DSM|2|low|999|-4.44|-13.18|weather|carrier|late_aircraft
DSM|2|medium|93|31.05|24.78|weather|carrier|late_aircraft
DSM|3|high|70|190.87|181.11|weather|carrier|late_aircraft
DSM|3|low|1129|-5.03|-11.8|weather|carrier|late_aircraft
DSM|3|medium|124|31.98|23.75|weather|carrier|late_aircraft
DSM|4|high|54|190.46|186.48|carrier|late_aircraft|weather
DSM|4|low|1097|-4.39|-9.91|carrier|late_aircraft|weather
DSM|4|medium|106|28.99|25.17|carrier|late_aircraft|weather
DSM|5|high|103|169.28|169.39|security|late_aircraft|carrier
DSM|5|low|954|-3.18|-7.16|security|late_aircraft|carrier
DSM|5|medium|172|33.12|29.97|security|late_aircraft|carrier
DSM|6|high|113|173.69|167.31|security|late_aircraft|carrier
DSM|6|low|976|-3.48|-7.31|security|late_aircraft|carrier
DSM|6|medium|181|33.54|28.39|security|late_aircraft|carrier
DSM|7|high|144|163.51|157.89|carrier|late_aircraft|weather
DSM|7|low|970|-3.75|-6.19|carrier|late_aircraft|weather
DSM|7|medium|184|31.54|30.3|carrier|late_aircraft|weather
DSM|8|high|103|151.66|145.81|late_aircraft|weather|carrier
DSM|8|low|1050|-4.39|-7.23|late_aircraft|weather|carrier
DSM|8|medium|139|31.37|26.88|late_aircraft|weather|carrier
DSM|9|high|35|170.2|163.77|carrier|late_aircraft|weather
DSM|9|low|1098|-5.16|-10.63|carrier|late_aircraft|weather
DSM|9|medium|81|30.06|24.91|carrier|late_aircraft|weather
DSM|10|high|54|203.43|196.44|weather|carrier|late_aircraft
DSM|10|low|1179|-5.48|-10.96|weather|carrier|late_aircraft
DSM|10|medium|92|34.08|25.88|weather|carrier|late_aircraft
DSM|11|high|47|131.53|123.94|late_aircraft|carrier|weather
DSM|11|low|1135|-5.38|-11.15|late_aircraft|carrier|weather
DSM|11|medium|74|29.0|22.65|late_aircraft|carrier|weather
DSM|12|high|110|193.87|194.01|weather|late_aircraft|carrier
DSM|12|low|1014|-3.68|-11.17|weather|late_aircraft|carrier
DSM|12|medium|142|30.96|22.58|weather|late_aircraft|carrier
DTW|1|high|1104|171.65|169.28|weather|carrier|late_aircraft
DTW|1|low|6771|-2.06|-7.12|weather|carrier|late_aircraft
DTW|1|medium|1292|31.45|28.52|weather|carrier|late_aircraft
DTW|2|high|313|138.58|125.58|weather|security|late_aircraft
DTW|2|low|8037|-3.18|-14.46|weather|security|late_aircraft
DTW|2|medium|711|30.0|17.93|weather|security|late_aircraft
DTW|3|high|622|134.92|128.58|weather|late_aircraft|carrier
DTW|3|low|8945|-2.93|-10.51|weather|late_aircraft|carrier
DTW|3|medium|1143|30.83|23.0|weather|late_aircraft|carrier
DTW|4|high|574|141.86|136.74|security|carrier|weather
DTW|4|low|9058|-3.26|-8.66|security|carrier|weather
DTW|4|medium|1061|31.62|26.43|security|carrier|weather
DTW|5|high|840|140.36|137.03|security|weather|late_aircraft
DTW|5|low|9044|-2.81|-6.03|security|weather|late_aircraft
DTW|5|medium|1337|31.6|29.41|security|weather|late_aircraft
DTW|6|high|1022|146.61|143.14|weather|carrier|late_aircraft
DTW|6|low|8745|-2.71|-6.58|weather|carrier|late_aircraft
DTW|6|medium|1545|32.09|29.35|weather|carrier|late_aircraft
DTW|7|high|1370|147.72|143.86|weather|carrier|late_aircraft
DTW|7|low|8269|-2.41|-6.04|weather|carrier|late_aircraft
DTW|7|medium|1615|31.85|27.52|weather|carrier|late_aircraft
DTW|8|high|1089|140.5|136.15|carrier|weather|late_aircraft
DTW|8|low|8962|-2.77|-7.39|carrier|weather|late_aircraft
DTW|8|medium|1591|32.08|27.85|carrier|weather|late_aircraft
DTW|9|high|409|126.45|118.86|weather|carrier|late_aircraft
DTW|9|low|9778|-4.15|-10.23|weather|carrier|late_aircraft
DTW|9|medium|922|31.67|25.4|weather|carrier|late_aircraft
DTW|10|high|444|122.44|115.67|carrier|weather|late_aircraft
DTW|10|low|10176|-3.99|-10.57|carrier|weather|late_aircraft
DTW|10|medium|1007|30.86|23.43|carrier|weather|late_aircraft
DTW|11|high|490|126.2|120.73|security|weather|carrier
DTW|11|low|9546|-4.42|-10.66|security|weather|carrier
DTW|11|medium|906|31.17|27.2|security|weather|carrier
DTW|12|high|896|140.92|134.79|weather|carrier|late_aircraft
DTW|12|low|8544|-2.37|-8.72|weather|carrier|late_aircraft
DTW|12|medium|1592|31.63|25.73|weather|carrier|late_aircraft
DVL|1|high|4|120.0|60.5|weather|late_aircraft|carrier
DVL|1|low|42|-9.52|-22.26|weather|late_aircraft|carrier
DVL|1|medium|1|33.0|13.0|weather|late_aircraft|carrier
DVL|2|high|5|458.8|478.4|late_aircraft|weather|nas
DVL|2|low|39|-9.21|-20.18|late_aircraft|weather|nas
DVL|2|medium|3|32.0|25.67|late_aircraft|weather|nas
DVL|3|high|4|304.25|295.0|carrier|late_aircraft|weather
DVL|3|low|50|-8.68|-14.34|carrier|late_aircraft|weather
DVL|3|medium|2|29.5|23.0|carrier|late_aircraft|weather
DVL|4|high|1|78.0|86.0|late_aircraft|carrier|nas
DVL|4|low|54|-7.63|-13.11|late_aircraft|carrier|nas
DVL|5|high|5|135.0|123.2|late_aircraft|weather|nas
DVL|5|low|53|-7.96|-7.28|late_aircraft|weather|nas
DVL|6|high|8|246.62|242.38|carrier|weather|late_aircraft
DVL|6|low|41|-6.0|-6.29|carrier|weather|late_aircraft
DVL|6|medium|5|46.2|33.6|carrier|weather|late_aircraft
DVL|7|high|3|93.33|86.67|carrier|late_aircraft|nas
DVL|7|low|44|-6.05|-10.66|carrier|late_aircraft|nas
DVL|7|medium|10|26.0|17.9|carrier|late_aircraft|nas
DVL|8|high|2|466.5|446.0|weather|late_aircraft|nas
DVL|8|low|51|-8.55|-7.63|weather|late_aircraft|nas
DVL|8|medium|2|27.5|21.0|weather|late_aircraft|nas
DVL|9|high|3|93.33|91.67|weather|late_aircraft|carrier
DVL|9|low|50|-8.26|-13.52|weather|late_aircraft|carrier
DVL|9|medium|3|29.67|32.33|weather|late_aircraft|carrier
DVL|10|high|2|570.0|565.0|carrier|weather|late_aircraft
DVL|10|low|50|-9.2|-15.58|carrier|weather|late_aircraft
DVL|10|medium|5|25.2|25.0|carrier|weather|late_aircraft
DVL|11|high|10|246.1|223.4|weather|late_aircraft|carrier
DVL|11|low|38|-4.16|-4.82|weather|late_aircraft|carrier
DVL|11|medium|3|32.33|17.0|weather|late_aircraft|carrier
DVL|12|high|7|438.0|433.57|late_aircraft|weather|carrier
DVL|12|low|46|-6.85|-10.46|late_aircraft|weather|carrier
DVL|12|medium|2|29.5|22.0|late_aircraft|weather|carrier
EAR|11|high|2|539.0|540.0|carrier|late_aircraft|nas
EAR|11|low|46|-5.52|-10.22|carrier|late_aircraft|nas
EAR|11|medium|2|35.5|35.5|carrier|late_aircraft|nas
EAR|12|high|6|269.17|267.67|weather|late_aircraft|carrier
EAR|12|low|42|-5.21|-13.0|weather|late_aircraft|carrier
EAR|12|medium|4|22.75|11.25|weather|late_aircraft|carrier
EAU|12|high|3|237.0|230.33|late_aircraft|carrier|weather
EAU|12|low|22|-5.64|-9.77|late_aircraft|carrier|weather
EAU|12|medium|4|39.5|27.25|late_aircraft|carrier|weather
ECP|1|high|34|143.26|143.15|weather|late_aircraft|carrier
ECP|1|low|334|-4.51|-10.32|weather|late_aircraft|carrier
ECP|1|medium|42|29.29|29.81|weather|late_aircraft|carrier
ECP|2|high|17|137.41|132.47|weather|late_aircraft|carrier
ECP|2|low|398|-5.39|-9.02|weather|late_aircraft|carrier
ECP|2|medium|21|29.52|24.14|weather|late_aircraft|carrier
ECP|3|high|47|166.49|161.28|carrier|late_aircraft|weather
ECP|3|low|568|-3.77|-8.54|carrier|late_aircraft|weather
ECP|3|medium|93|30.73|27.54|carrier|late_aircraft|weather
ECP|4|high|43|198.74|196.77|late_aircraft|weather|carrier
ECP|4|low|608|-3.76|-6.03|late_aircraft|weather|carrier
ECP|4|medium|77|30.13|29.0|late_aircraft|weather|carrier
ECP|5|high|84|139.61|142.58|weather|late_aircraft|carrier
ECP|5|low|573|-2.24|-3.4|weather|late_aircraft|carrier
ECP|5|medium|155|32.4|33.92|weather|late_aircraft|carrier
ECP|6|high|91|122.25|118.66|late_aircraft|weather|carrier
ECP|6|low|708|-2.25|-8.01|late_aircraft|weather|carrier
ECP|6|medium|208|32.21|26.03|late_aircraft|weather|carrier
ECP|7|high|116|165.62|161.99|carrier|late_aircraft|weather
ECP|7|low|690|-2.14|-6.27|carrier|late_aircraft|weather
ECP|7|medium|205|31.19|26.75|carrier|late_aircraft|weather
ECP|8|high|49|145.55|142.92|late_aircraft|weather|carrier
ECP|8|low|690|-3.51|-9.41|late_aircraft|weather|carrier
ECP|8|medium|111|30.29|24.3|late_aircraft|weather|carrier
ECP|9|high|32|135.91|129.59|late_aircraft|weather|carrier
ECP|9|low|593|-4.06|-9.81|late_aircraft|weather|carrier
ECP|9|medium|71|29.01|26.94|late_aircraft|weather|carrier
ECP|10|high|14|210.36|208.86|carrier|late_aircraft|nas
ECP|10|low|569|-3.58|-9.73|carrier|late_aircraft|nas
ECP|10|medium|68|30.21|20.65|carrier|late_aircraft|nas
ECP|11|high|16|139.62|132.44|carrier|weather|late_aircraft
ECP|11|low|437|-3.89|-8.75|carrier|weather|late_aircraft
ECP|11|medium|36|31.58|31.97|carrier|weather|late_aircraft
ECP|12|high|30|160.07|161.53|carrier|late_aircraft|weather
ECP|12|low|388|-2.99|-6.23|carrier|late_aircraft|weather
ECP|12|medium|58|32.86|28.28|carrier|late_aircraft|weather
EGE|1|high|75|222.89|212.84|late_aircraft|weather|carrier
EGE|1|low|430|-3.83|-7.18|late_aircraft|weather|carrier
EGE|1|medium|121|35.1|34.77|late_aircraft|weather|carrier
EGE|2|high|37|292.7|263.43|late_aircraft|weather|carrier
EGE|2|low|483|-5.16|-10.57|late_aircraft|weather|carrier
EGE|2|medium|75|29.09|23.08|late_aircraft|weather|carrier
EGE|3|high|69|229.49|226.86|late_aircraft|weather|carrier
EGE|3|low|488|-4.88|-9.0|late_aircraft|weather|carrier
EGE|3|medium|79|31.96|31.27|late_aircraft|weather|carrier
EGE|4|high|13|117.46|124.23|weather|late_aircraft|carrier
EGE|4|low|178|-5.71|-9.66|weather|late_aircraft|carrier
EGE|4|medium|12|33.33|28.75|weather|late_aircraft|carrier
EGE|5|high|15|140.93|129.6|weather|nas|carrier
EGE|5|low|122|-5.58|-11.07|weather|nas|carrier
EGE|5|medium|11|37.64|27.64|weather|nas|carrier
EGE|6|high|24|136.17|133.67|weather|late_aircraft|nas
EGE|6|low|173|-5.76|-11.23|weather|late_aircraft|nas
EGE|6|medium|19|32.47|20.89|weather|late_aircraft|nas
EGE|7|high|23|184.39|181.04|late_aircraft|carrier|weather
EGE|7|low|173|-5.19|-10.73|late_aircraft|carrier|weather
EGE|7|medium|43|30.23|24.63|late_aircraft|carrier|weather
EGE|8|high|27|208.48|198.74|weather|late_aircraft|carrier
EGE|8|low|187|-5.72|-11.99|weather|late_aircraft|carrier
EGE|8|medium|25|34.8|25.44|weather|late_aircraft|carrier
EGE|9|high|3|76.33|67.0|weather|nas|late_aircraft
EGE|9|low|169|-6.21|-12.76|weather|nas|late_aircraft
EGE|9|medium|15|34.4|25.6|weather|nas|late_aircraft
EGE|10|high|4|147.25|135.0|late_aircraft|carrier|nas
EGE|10|low|111|-5.17|-16.28|late_aircraft|carrier|nas
EGE|10|medium|11|31.18|16.27|late_aircraft|carrier|nas
EGE|11|high|10|160.6|151.9|late_aircraft|weather|carrier
EGE|11|low|90|-3.24|-8.9|late_aircraft|weather|carrier
EGE|11|medium|9|34.22|32.0|late_aircraft|weather|carrier
EGE|12|high|75|206.39|206.27|late_aircraft|carrier|weather
EGE|12|low|291|-3.86|-9.76|late_aircraft|carrier|weather
EGE|12|medium|64|32.02|25.47|late_aircraft|carrier|weather
EKO|1|high|2|148.0|149.5|weather|carrier|nas
EKO|1|low|27|-6.52|-14.52|weather|carrier|nas
EKO|1|medium|1|60.0|144.0|weather|carrier|nas
EKO|2|high|1|125.0|110.0|weather|none|none
