origin|carrier|num_flights|avg_dep_delay|avg_arr_delay|cancel_rate|avg_dep_airport|dep_diff|rank_pos
TRI|DL|151|14.6755|4.0861|0.0|8.1759|6.4996|4
TRI|OO|145|17.2292|9.6111|0.0069|8.1759|9.0533|5
TRI|G4|166|32.3688|31.525|0.0361|8.1759|24.1929|6
TTN|F9|1793|15.0633|7.0842|0.0301|15.0633|0.0|1
TUL|UA|495|1.9327|4.9061|0.0101|8.0899|-6.1572|1
TUL|YX|693|3.9397|1.2629|0.0188|8.0899|-4.1502|2
TUL|DL|1406|5.1357|-3.1805|0.0043|8.0899|-2.9542|3
TUL|9E|261|5.3295|-1.4269|0.0|8.0899|-2.7604|4
TUL|OO|3495|5.5296|1.0881|0.0054|8.0899|-2.5603|5
TUL|MQ|1685|5.8283|2.4681|0.0119|8.0899|-2.2616|6
TUL|WN|5483|6.3384|0.226|0.0047|8.0899|-1.7515|7
TUL|OH|761|16.008|13.357|0.0118|8.0899|7.9181|8
TUL|G4|408|16.7635|10.468|0.0049|8.0899|8.6736|9
TUL|AA|2410|17.9722|15.1479|0.0162|8.0899|9.8823|10
TUS|MQ|774|1.8451|-0.5768|0.0078|8.6781|-6.833|1
TUS|DL|1138|6.462|-2.4058|0.0053|8.6781|-2.2161|2
TUS|OO|7910|7.173|5.1376|0.0032|8.6781|-1.5051|3
TUS|AS|526|7.5191|8.1224|0.0038|8.6781|-1.159|4
TUS|WN|4348|8.9065|2.7468|0.0039|8.6781|0.2284|5
TUS|UA|1092|11.3835|3.8435|0.0092|8.6781|2.7054|6
TUS|AA|3257|13.7465|10.6031|0.012|8.6781|5.0684|7
TVC|YX|396|7.4643|8.2788|0.0101|15.5181|-8.0538|1
TVC|DL|444|9.0938|0.7712|0.0158|15.5181|-6.4243|2
TVC|9E|241|9.2762|6.0252|0.0083|15.5181|-6.2419|3
TVC|OH|152|11.1184|6.9539|0.0|15.5181|-4.3997|4
TVC|MQ|652|11.1782|6.4176|0.0031|15.5181|-4.3399|5
TVC|UA|586|12.3235|10.6389|0.0137|15.5181|-3.1946|6
TVC|OO|1174|20.0948|17.9422|0.0119|15.5181|4.5767|7
TVC|G4|347|24.7265|14.587|0.0202|15.5181|9.2084|8
TVC|AA|91|63.3956|62.2527|0.0|15.5181|47.8775|9
TWF|OO|698|-1.1537|-6.3032|0.0029|-1.1537|0.0|1
TXK|OO|298|15.4433|13.4362|0.0537|17.2745|-1.8312|1
TXK|MQ|437|18.4699|16.8326|0.0114|17.2745|1.1954|2
TYR|MQ|190|14.631|9.9679|0.0158|16.4967|-1.8657|1
TYR|OO|890|16.8977|12.2088|0.0236|16.4967|0.401|2
TYS|UA|345|2.0671|-4.6579|0.0087|9.308|-7.2409|1
TYS|DL|1408|2.6096|-6.7573|0.005|9.308|-6.6984|2
TYS|9E|2904|3.1477|-4.7885|0.0162|9.308|-6.1603|3
TYS|YX|737|6.4738|3.7018|0.0176|9.308|-2.8342|4
TYS|OO|1577|9.0244|2.8936|0.0133|9.308|-0.2836|5
TYS|MQ|1036|9.4027|7.3611|0.0087|9.308|0.0947|6
TYS|OH|3661|10.3663|7.8861|0.0123|9.308|1.0583|7
TYS|G4|2775|12.9505|8.6768|0.0169|9.308|3.6425|8
TYS|AA|1508|19.5524|11.8153|0.0192|9.308|10.2444|9
TYS|F9|275|20.2103|17.5978|0.0145|9.308|10.9023|10
USA|G4|703|25.5313|22.1927|0.0228|25.5313|0.0|1
VCT|OO|632|17.1715|11.2058|0.0222|17.1715|0.0|1
VEL|OO|52|21.4231|16.7692|0.0|21.4231|0.0|1
VLD|OO|60|6.3833|4.95|0.0|8.5321|-2.1488|1
VLD|9E|715|8.7155|3.9074|0.0168|8.5321|0.1834|2
VPS|YX|78|-5.2436|-9.8718|0.0|12.7479|-17.9915|1
VPS|WN|1928|8.1525|2.2396|0.0041|12.7479|-4.5954|2
VPS|DL|2539|9.239|2.1747|0.0047|12.7479|-3.5089|3
VPS|G4|2331|11.1119|6.0738|0.015|12.7479|-1.636|4
VPS|OH|716|11.2831|11.6581|0.0196|12.7479|-1.4648|5
VPS|MQ|380|16.372|12.8275|0.0237|12.7479|3.6241|6
VPS|9E|21|20.3|23.5|0.0476|12.7479|7.5521|7
VPS|AA|1873|24.8497|23.0543|0.0128|12.7479|12.1018|8
WRG|AS|726|-1.2168|-3.5901|0.0152|-1.2168|0.0|1
WYS|OO|312|12.2395|8.1974|0.0096|12.2395|0.0|1
XNA|DL|576|4.2548|-4.6719|0.0052|10.6583|-6.4035|1
XNA|YX|809|4.8494|-0.0823|0.0161|10.6583|-5.8089|2
XNA|9E|1951|6.1113|0.324|0.0051|10.6583|-4.547|3
XNA|F9|200|7.407|6.8693|0.005|10.6583|-3.2513|4
XNA|OO|2375|7.699|3.5176|0.0055|10.6583|-2.9593|5
XNA|UA|239|9.7857|5.063|0.0042|10.6583|-0.8726|6
XNA|MQ|5326|10.7609|8.024|0.0062|10.6583|0.1026|7
XNA|OH|224|19.35|14.8539|0.0223|10.6583|8.6917|8
XNA|G4|854|21.2343|16.4472|0.0105|10.6583|10.576|9
XNA|AA|1279|21.3831|20.9153|0.0102|10.6583|10.7248|10
XWA|OO|1957|18.4799|12.4824|0.0107|18.4799|0.0|1
YAK|AS|726|-3.2296|-4.5522|0.022|-3.2296|0.0|1
YUM|MQ|583|4.2207|1.1224|0.0051|8.8687|-4.648|1
YUM|OO|1137|11.246|8.5483|0.0026|8.8687|2.3773|2
